,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-04-19-2020-04-26,UC3XTzVzaHQEd30rQbuvCtTQ,dRFbwjwQ4VE,Coronavirus V: Last Week Tonight with John Oliver (HBO),2020-04-20T06:30:04Z,8656209,238787,6276,31569,1258,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=dRFbwjwQ4VE
1,1,2020-04-19-2020-04-26,UCTCEJCypL-cwp2EWlT5pmGg,U8r3oTVMtQ0,Recognizing Day to Day Signs and Symptoms of Coronavirus,2020-04-25T15:00:13Z,9116670,74955,4799,12916,231,FreeMedEducation,205000,ID,https://www.youtube.com/watch?v=U8r3oTVMtQ0
2,2,2020-04-19-2020-04-26,UCLXo7UDZvByw2ixzpQCufnA,P27HRClMf2U,What face masks actually do against coronavirus,2020-04-22T14:00:13Z,2698565,56469,3582,6476,468,Vox,8610000,US,https://www.youtube.com/watch?v=P27HRClMf2U
3,3,2020-04-19-2020-04-26,UCMtFAi84ehTSYSE9XoHefig,r2xPTP5hr6o,Trevor Noah: Trump&#39;s Response To Coronavirus Is Exposing His Lack Of Leadership,2020-04-21T07:35:00Z,2061394,28715,942,3339,664,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=r2xPTP5hr6o
4,4,2020-04-19-2020-04-26,UC0p5jTq6Xx_DosDFxVXnWaQ,HMLop-jR8cw,Covid-19: Why is America's death toll so high? | The Economist,2020-04-21T18:00:04Z,1797710,25227,3338,11531,598,The Economist,1580000,GB,https://www.youtube.com/watch?v=HMLop-jR8cw
5,5,2020-04-19-2020-04-26,UCyI4gi0BtlKiUl6KgtuVIUw,1f7OwFqTnco,This teacher&#39;s COVID-19 song made our hosts cry with laughter | Your Morning,2020-04-21T15:29:04Z,1670020,9515,343,459,145,Your Morning,99500,CA,https://www.youtube.com/watch?v=1f7OwFqTnco
6,6,2020-04-19-2020-04-26,UCVxAirLqIXKP2ttE2-5DZ3Q,lCQPEpfd9OQ,5 Novos Sintomas do Coronavirus (Covid-19) | IMEB,2020-04-22T18:19:58Z,1295788,76461,1204,3317,116,Clínica IMEB,135000,BR,https://www.youtube.com/watch?v=lCQPEpfd9OQ
7,7,2020-04-19-2020-04-26,UCHpw8xwDNhU9gdohEcJu4aA,akiXEfWW-V0,Coronavirus tests: how they work and what they show,2020-04-20T11:40:23Z,1302441,7037,587,1213,358,The Guardian,1410000,GB,https://www.youtube.com/watch?v=akiXEfWW-V0
8,8,2020-04-19-2020-04-26,UCWOA1ZGywLbqmigxE4Qlvuw,sgZ7RKyDrLg,"Coronavirus, Explained | Official Trailer | Netflix",2020-04-22T16:00:00Z,590315,9983,626,1001,75,Netflix,16600000,US,https://www.youtube.com/watch?v=sgZ7RKyDrLg
9,9,2020-04-19-2020-04-26,UC0QcZANjkGCwR3lVCIk3wmw,Bg5vFYVrw3Y,"Kya Suraiya Sitara se Coronavirus khatam Ho jaye ga? Engineer Ali Mirza, Mufti Muneer",2020-04-25T12:43:28Z,333105,6802,487,866,945,Understand Islam,229000,PK,https://www.youtube.com/watch?v=Bg5vFYVrw3Y
10,10,2020-04-19-2020-04-26,UCBAjwp7kvfgflWv6vKfgvNg,ECWzNuog77Y,Rehabilitacion. COVID Ejercicios respiratorios,2020-04-24T11:02:18Z,370657,4587,208,419,533,Hospital Povisa,8180,ES,https://www.youtube.com/watch?v=ECWzNuog77Y
11,11,2020-04-19-2020-04-26,UC6QYFutt9cluQ3uSM963_KQ,YRfwZcLeOm4,"COVID-19 | Coronavirus: Epidemiology, Pathophysiology | APRIL UPDATE",2020-04-20T17:00:11Z,324606,8883,150,886,2848,Ninja Nerd Lectures,648000,US,https://www.youtube.com/watch?v=YRfwZcLeOm4
12,12,2020-04-19-2020-04-26,UCqYw-CTd1dU2yGI71sEyqNw,jKadyNGZaYg,GMA NEWS COVID-19 BULLETIN: Duterte to talk to health experts on whether to extend or modify ECQ,2020-04-19T07:12:36Z,123781,890,68,295,108,GMA News,7170000,PH,https://www.youtube.com/watch?v=jKadyNGZaYg
13,13,2020-04-19-2020-04-26,UCiMg06DjcUk5FRiM3g5sqoQ,GDDDz89EhSU,COVID-19: Social Distancing,2020-04-22T15:08:43Z,119533,206,61,0,35,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=GDDDz89EhSU
14,14,2020-04-19-2020-04-26,UCqYw-CTd1dU2yGI71sEyqNw,Nh1vEWqBUi4,24 Oras: Princess Punzalan to act in Hollywood film after COVID-19 threat passes,2020-04-24T13:05:10Z,98159,721,23,107,152,GMA News,7170000,PH,https://www.youtube.com/watch?v=Nh1vEWqBUi4
