,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-07-19-2020-07-26,UC3XTzVzaHQEd30rQbuvCtTQ,0b_eHBZLM6U,Coronavirus: Conspiracy Theories: Last Week Tonight with John Oliver (HBO),2020-07-20T06:30:00Z,8114158,225603.0,9227.0,32230.0,1339,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=0b_eHBZLM6U
1,1,2020-07-19-2020-07-26,UCFvH-hGEKg2elZ7k-_5eQEg,unmyiQuAwSk,Juntos podemos contra el COVID-19,2020-07-23T21:59:01Z,5223506,N/A,N/A,N/A,31,CA Public Health,6290,Unknown,https://www.youtube.com/watch?v=unmyiQuAwSk
2,2,2020-07-19-2020-07-26,UCMtFAi84ehTSYSE9XoHefig,Lv0Tosgb0Ss,"A Desperate Trump Promises New Covid Strategy, Sends Bizarre Well Wishes To Ghislaine Maxwell",2020-07-23T03:50:00Z,2882930,44844,2192,7432,770,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=Lv0Tosgb0Ss
3,3,2020-07-19-2020-07-26,UCmphdqZNmqL72WJ2uyiNw5w,wu6fY-VaF8M,Covid 19 Vaccine pr bdd'ii khbr: jaanie India meN Vaccine kb aur kitne meN milegii? | Dibang | ABP Uncut,2020-07-25T06:32:22Z,2497199,42540,3453,6105,364,ABP NEWS HINDI,18700000,IN,https://www.youtube.com/watch?v=wu6fY-VaF8M
4,4,2020-07-19-2020-07-26,UCIV7G_xiYLekqOvqlkcwoVA,DXz3Dsc-RhQ,COVID-19 testing: do you have any of these symptoms?,2020-07-23T01:01:44Z,3894885,N/A,N/A,N/A,30,VicGovDHHS,2090,AU,https://www.youtube.com/watch?v=DXz3Dsc-RhQ
5,5,2020-07-19-2020-07-26,UC7QZIf0dta-XPXsp9Hv4dTw,sfAvNlnmhss,EN DIRECTO  #CORONAVIRUS toda la actualidad nacional e internacional l RTVE Noticias 24h,2020-07-22T17:39:24Z,2019182,23976,1878,8525,0,RTVE Noticias,129000,ES,https://www.youtube.com/watch?v=sfAvNlnmhss
6,6,2020-07-19-2020-07-26,UCaXkIU1QidjPwiAYu6GcHjg,aCAqzhRF4MI,Watch Donald Trump Implode On Fox News Over COVID Falsehoods | The Beat With Ari Melber | MSNBC,2020-07-21T00:25:08Z,1808776,33703,912,4861,227,MSNBC,3440000,Unknown,https://www.youtube.com/watch?v=aCAqzhRF4MI
7,7,2020-07-19-2020-07-26,UCVTyTA7-g9nopHeHbeuvpRA,eN3QaNtcsZ4,"Trump Holds Coronavirus Briefing, Threatens to Send More Secret Police: A Closer Look",2020-07-23T01:00:06Z,1750286,18555,2025,834,659,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=eN3QaNtcsZ4
8,8,2020-07-19-2020-07-26,UCIvaYmXn910QMdemBG3v1pQ,mC1u9Izb2WQ,DNA: Corona Vaccine ke iNtjaar kaa &#39;crnnbddh vishlessnn&#39; | Coronavirus Vaccine | COVID-19 Vaccine,2020-07-20T17:18:29Z,1560188,N/A,N/A,1298,1624,Zee News,15500000,IN,https://www.youtube.com/watch?v=mC1u9Izb2WQ
9,9,2020-07-19-2020-07-26,UCPXTXMecYqnRKNdqdVOGSFg,Daf2VnASRto,Coronavirus Vaccine : Oxford vaccine found &quot;SAFE&quot; in early trials - TV9,2020-07-20T14:57:55Z,1410750,14221,1778,9369,313,TV9 Telugu Live,6400000,IN,https://www.youtube.com/watch?v=Daf2VnASRto
10,10,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,hY1F5k5i1Uk,Fauci: I was not invited to Trump&#39;s coronavirus briefing,2020-07-21T21:44:39Z,1393200,48095,2759,16054,671,CNN,10500000,Unknown,https://www.youtube.com/watch?v=hY1F5k5i1Uk
11,11,2020-07-19-2020-07-26,UCXIJgqnII2ZOINSWNOGFThA,uQS-Er4amRA,Tucker: Coronavirus response is being driven by politics,2020-07-24T00:39:13Z,1375953,27340,1725,9260,536,Fox News,6060000,US,https://www.youtube.com/watch?v=uQS-Er4amRA
12,12,2020-07-19-2020-07-26,UCXIJgqnII2ZOINSWNOGFThA,NYZaVF6i8cA,Ingraham: Joe Biden&#39;s fantasy COVID fix,2020-07-21T03:00:12Z,1453330,8368,1438,509,571,Fox News,6060000,US,https://www.youtube.com/watch?v=NYZaVF6i8cA
13,13,2020-07-19-2020-07-26,UCOjgc1p2hJ4GZi6pQQoXWYQ,vxyMkdJ-VbQ,Gujarat ke Surat meN kyaa Coronavirus se bhii jyaadaa bhyaank biimaarii aaii saamne ? | vniNddiyaa hiNdii,2020-07-23T17:00:20Z,905836,15128,8524,13803,148,Oneindia Hindi | वनइंडिया हिन्दी,6050000,IN,https://www.youtube.com/watch?v=vxyMkdJ-VbQ
14,14,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,J5DMdMCyGhc,Don Lemon: President Trump is beaten by the coronavirus,2020-07-24T03:36:07Z,4695654,100,151,151,420,CNN,10500000,Unknown,https://www.youtube.com/watch?v=J5DMdMCyGhc
15,15,2020-07-19-2020-07-26,UC0ZndKW6CXbeucy_g6aadeg,C9NdF1V0cls,Face it. Masks Fight COVID-19 #TNfights,2020-07-23T17:38:07Z,817813,5164,2667,7595,31,Gov. Bill Lee,0,US,https://www.youtube.com/watch?v=C9NdF1V0cls
16,16,2020-07-19-2020-07-26,UCBi2mrWuNuyYy4gbM6fU18Q,Xl-xQ36d2lA,US coronavirus deaths soar as officials call for shutdowns | WNT,2020-07-25T00:23:25Z,799892,4926,6306,7405,318,ABC News,9670000,US,https://www.youtube.com/watch?v=Xl-xQ36d2lA
17,17,2020-07-19-2020-07-26,UCrp_UI8XtuYfpiqluWLD7Lw,z95Ly3hY6AY,Dr. Anthony Fauci: Coronavirus will never be eradicated,2020-07-22T19:08:31Z,919480,10348,3896,10979,112,CNBC Television,863000,US,https://www.youtube.com/watch?v=z95Ly3hY6AY
18,18,2020-07-19-2020-07-26,UCvJJ_dzjViJCoLf5uKUTwoA,NaYfoGwH33I,Why People Believe Covid-19 Conspiracies,2020-07-19T16:27:08Z,963178,13126,820,316,1171,CNBC,1790000,Unknown,https://www.youtube.com/watch?v=NaYfoGwH33I
19,19,2020-07-19-2020-07-26,UCJEDFSxHHOW1PpBccdSxOTA,Ht6cjxghfqQ,Taarak Mehta Ka Ooltah Chashmah Shooting Resumes in Covid Backdrop | TMKOC Shooting Resumes,2020-07-23T14:08:09Z,751095,9226,758,8434,260,IndianExpressOnline,667000,IN,https://www.youtube.com/watch?v=Ht6cjxghfqQ
20,20,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,fSgEj5vrgC0,&#39;You think everything is fine?&#39; Keilar grills GOP lawmaker on Covid-19,2020-07-23T01:34:04Z,746052,12135,472,1469,481,CNN,10500000,Unknown,https://www.youtube.com/watch?v=fSgEj5vrgC0
