,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-03-01-2020-03-08,UC9CYT9gSNLevX5ey2_6CK0Q,l9ViEIip9q4,NDTV India LIVE TV - Watch Latest News in Hindi | hiNdii smaacaar,2020-03-02T09:47:22Z,422923850,1192201.0,231307.0,N/A,0,NDTV India,8570000,IN,https://www.youtube.com/watch?v=l9ViEIip9q4
1,1,2020-03-01-2020-03-08,UCLXo7UDZvByw2ixzpQCufnA,TPpoJGYlW54,How wildlife trade is linked to coronavirus,2020-03-06T13:00:04Z,22614672,395571.0,22272.0,58258,529,Vox,8610000,US,https://www.youtube.com/watch?v=TPpoJGYlW54
2,2,2020-03-01-2020-03-08,UC3XTzVzaHQEd30rQbuvCtTQ,c09m5f7Gnic,Coronavirus: Last Week Tonight with John Oliver (HBO),2020-03-02T07:30:02Z,15148868,302218.0,12075.0,26386,1210,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=c09m5f7Gnic
3,3,2020-03-01-2020-03-08,UC6qrG3W8SMK0jior2olka3g,mRe-514tGMg,EarthCam Live:  Times Square in 4K,2020-03-07T17:40:12Z,16102200,64100.0,4247.0,0,0,EarthCam,171000,US,https://www.youtube.com/watch?v=mRe-514tGMg
4,4,2020-03-01-2020-03-08,UCMtFAi84ehTSYSE9XoHefig,jB4FUHHMI24,Neil deGrasse Tyson On Coronavirus: Will People Listen To Science?,2020-03-07T08:35:00Z,4047851,74650.0,3696.0,10086,655,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=jB4FUHHMI24
5,5,2020-03-01-2020-03-08,UCPgLNge0xqQHWM5B5EFH9Cg,VLHDJPit4oI,What does a Coronavirus isolation pod look like?,2020-03-05T11:56:34Z,3886259,10453.0,1212.0,N/A,68,The Telegraph,1370000,GB,https://www.youtube.com/watch?v=VLHDJPit4oI
6,6,2020-03-01-2020-03-08,UCVTyTA7-g9nopHeHbeuvpRA,JiqFnKXf3do,Trump Keeps Lying About the Coronavirus Outbreak: A Closer Look,2020-03-06T02:00:24Z,3414135,43671.0,4237.0,8673,562,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=JiqFnKXf3do
7,7,2020-03-01-2020-03-08,UCe5-b0fCK3eQCpwS6MT0aNw,qTxtJr5gqAE,?Cuales son los sintomas y efectos del coronavirus?,2020-03-03T20:52:35Z,3426690,24124.0,2368.0,2206,369,EL TIEMPO,768000,CO,https://www.youtube.com/watch?v=qTxtJr5gqAE
8,8,2020-03-01-2020-03-08,UCwI-JbGNsojunnHbFAc0M4Q,OQD_-2KI244,Coronavirus : la Chine en quarantaine | ARTE Reportage,2020-03-03T15:00:06Z,3368889,23927.0,1735.0,3516,2163,ARTE,1410000,FR,https://www.youtube.com/watch?v=OQD_-2KI244
9,9,2020-03-01-2020-03-08,UCTrQ7HXWRRxr7OsOtodr2_w,dcJDpV-igjs,Coronavirus expert: &#39;War is an appropriate analogy&#39;,2020-03-06T17:57:35Z,2682724,29362.0,2069.0,10244,1193,Channel 4 News,1430000,GB,https://www.youtube.com/watch?v=dcJDpV-igjs
10,10,2020-03-01-2020-03-08,UCPgLNge0xqQHWM5B5EFH9Cg,2bI5pQGXl2o,What happens to your body when you get coronavirus,2020-03-04T17:55:15Z,2582664,20457.0,1155.0,N/A,126,The Telegraph,1370000,GB,https://www.youtube.com/watch?v=2bI5pQGXl2o
