,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-02-09-2020-02-16,UCBi2mrWuNuyYy4gbM6fU18Q,w_Ma8oQLmSM,Watch the Latest News Headlines and Live Events -- ABC News Live,2020-02-12T00:32:37Z,83230784,179576,56226,N/A,0,ABC News,9670000,US,https://www.youtube.com/watch?v=w_Ma8oQLmSM
1,1,2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,rKek0Y30Ctw,Chinese Police Force Family Into Coronavirus Quarantine,2020-02-09T23:20:39Z,17089926,61608,11501,9962,142,VOA News,1330000,US,https://www.youtube.com/watch?v=rKek0Y30Ctw
2,2,2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,qJA768Jpf4U,"Global coronavirus deaths equal Sars, while new infections drop",2020-02-09T09:21:38Z,10639370,21450,4693,1062,128,South China Morning Post,1370000,HK,https://www.youtube.com/watch?v=qJA768Jpf4U
3,3,2020-02-09-2020-02-16,UCPY9IKSkr2GfFW5jbgA5Qbw,I-Yd-_XIWJg,Coronavirus outbreak (covid 19) explained through 3D Medical Animation,2020-02-11T12:15:00Z,7481877,62001,2763,4682,369,Scientific Animations,0,US,https://www.youtube.com/watch?v=I-Yd-_XIWJg
4,4,2020-02-09-2020-02-16,UCcYzLCs3zrQIBVHYA1sK2sw,mP-mCfo4-f8,Sadhguru on Coronavirus Outbreak in China,2020-02-11T03:30:01Z,4219107,75122,4863,5940,505,Sadhguru,5510000,IN,https://www.youtube.com/watch?v=mP-mCfo4-f8
5,5,2020-02-09-2020-02-16,UCoMdktPbSTixAyNGwb-UYkQ,DEgwpOFXWNA,Coronavirus overtakes SARS death toll,2020-02-09T10:51:05Z,3750252,10511,1480,1254,208,Sky News,2590000,GB,https://www.youtube.com/watch?v=DEgwpOFXWNA
6,6,2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,B_-rbv0tp2k,Bats For Sale at Indonesia Market Despite Coronavirus Warning,2020-02-15T22:50:46Z,3459151,8927,12228,9633,182,VOA News,1330000,US,https://www.youtube.com/watch?v=B_-rbv0tp2k
7,7,2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,cEKXaxiBiw4,Coronavirus: Senior Chinese officials &#39;removed&#39; as death toll rises- BBC News,2020-02-14T10:57:15Z,2784202,13399,1315,4084,470,BBC News,8240000,GB,https://www.youtube.com/watch?v=cEKXaxiBiw4
8,8,2020-02-09-2020-02-16,UCuFFtHWoLl5fauMMD5Ww2jA,TAafDOqfN3M,Patient with coronavirus speaks out,2020-02-11T13:36:25Z,2665784,20503,2392,6729,630,CBC News,2260000,CA,https://www.youtube.com/watch?v=TAafDOqfN3M
9,9,2020-02-09-2020-02-16,UCNI0qOojpkhsUtaQ4_2NUhQ,eup3_i_5uaw,"COVID-19 (Coronavirus Disease 19) - February Update - causes, symptoms, diagnosis, pathology",2020-02-14T17:57:19Z,2494592,30404,1036,1750,741,Osmosis,1710000,US,https://www.youtube.com/watch?v=eup3_i_5uaw
10,10,2020-02-09-2020-02-16,UCu4AiFI-8bO0o7FGJIiJIXg,p_mORIo7Aks,CANCION DEL CORONAVIRUS (COVID-19),2020-02-13T22:00:12Z,2234426,32118,1842,1072,228,Rapmedicina Oficial,171000,US,https://www.youtube.com/watch?v=p_mORIo7Aks
11,11,2020-02-09-2020-02-16,UCknLrEdhRCp1aegoMqRaCZg,ltYIIXJTKEc,Coronavirus whistleblowers disappear in China | DW News,2020-02-12T10:29:02Z,1889750,18431,1024,4138,323,DW News,1680000,DE,https://www.youtube.com/watch?v=ltYIIXJTKEc
12,12,2020-02-09-2020-02-16,UCK7tptUDHh-RYDsdxO1-5QQ,7SuKywEZ5AM,How Scientists Are Trying to Develop a Coronavirus Vaccine | WSJ,2020-02-13T17:00:01Z,1850942,23748,705,2338,258,Wall Street Journal,2350000,US,https://www.youtube.com/watch?v=7SuKywEZ5AM
13,13,2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,aNjpH5lBZ8w,Experts devise do-it-yourself face masks to help people battle coronavirus,2020-02-14T13:11:02Z,1646812,10533,437,923,122,South China Morning Post,1370000,HK,https://www.youtube.com/watch?v=aNjpH5lBZ8w
14,14,2020-02-09-2020-02-16,UCTrQ7HXWRRxr7OsOtodr2_w,Zl0V-OhZYk4,How coronavirus (Covid-19) spread day by day,2020-02-12T12:05:49Z,1453926,10543,1452,3366,707,Channel 4 News,1430000,GB,https://www.youtube.com/watch?v=Zl0V-OhZYk4
15,15,2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,RHl8Lh67bnY,China coronavirus deaths and cases spike - BBC News,2020-02-13T13:30:39Z,1260964,8937,871,3382,376,BBC News,8240000,GB,https://www.youtube.com/watch?v=RHl8Lh67bnY
16,16,2020-02-09-2020-02-16,UCTCEJCypL-cwp2EWlT5pmGg,FC4soCjxSOQ,What is CORONAVIRUS? AND How to PROTECT YOURSELF?,2020-02-13T16:05:35Z,1279199,9853,483,952,120,FreeMedEducation,205000,ID,https://www.youtube.com/watch?v=FC4soCjxSOQ
17,17,2020-02-09-2020-02-16,UCeY0bbntWzzVIaj2z3QigXg,9J3vrJNGxQA,"First American Dies From COVID-19 In Wuhan, China | NBC Nightly News",2020-02-09T00:53:26Z,1157447,7822,840,4254,139,NBC News,3810000,Unknown,https://www.youtube.com/watch?v=9J3vrJNGxQA
18,18,2020-02-09-2020-02-16,UCHpw8xwDNhU9gdohEcJu4aA,NvCmYk_f1uw,The coronavirus cat rescuer of Wuhan,2020-02-14T14:30:51Z,1117074,43972,423,3358,427,The Guardian,1410000,GB,https://www.youtube.com/watch?v=NvCmYk_f1uw
