,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-06-07-2020-06-14,UCBi2mrWuNuyYy4gbM6fU18Q,1iD0XdpSKxA,Counting cars: Satellite images suggest coronavirus may have hit China last fall l ABC News,2020-06-08T13:21:31Z,1484155,7101,2970,3926.0,250,ABC News,9670000,US,https://www.youtube.com/watch?v=1iD0XdpSKxA
1,1,2020-06-07-2020-06-14,UCEWHPFNilsT0IfQfutVzsag,UoS-WsIu65g,TESTE DE COVID,2020-06-11T14:00:09Z,1413982,105512,5523,5027.0,182,Porta dos Fundos,16600000,BR,https://www.youtube.com/watch?v=UoS-WsIu65g
2,2,2020-06-07-2020-06-14,UCln_SCEd4JiGkHIUZd1VlXw,AuKAg52mz4s,COVID-19 Antibodies: Why is Everyone Testing Negative? - NEW DATA,2020-06-12T23:58:33Z,830126,9949,592,3469.0,934,RUN-DMC,14800,Unknown,https://www.youtube.com/watch?v=AuKAg52mz4s
3,3,2020-06-07-2020-06-14,UC0L1suV8pVgO4pCAIBNGx5w,lgXqRSyyHOU,Inside COVID-19 conspiracy theories: from 5G towers to Bill Gates | 60 Minutes Australia,2020-06-07T11:50:51Z,810810,9436,1851,N/A,1296,60 Minutes Australia,2410000,AU,https://www.youtube.com/watch?v=lgXqRSyyHOU
4,4,2020-06-07-2020-06-14,UCBi2mrWuNuyYy4gbM6fU18Q,_npEomdjMNY,"Coronavirus death toll tops 110,000 in US",2020-06-08T02:27:41Z,656788,3669,1606,3904,161,ABC News,9670000,US,https://www.youtube.com/watch?v=_npEomdjMNY
5,5,2020-06-07-2020-06-14,UC8-Th83bH_thdKZDJCrn88g,olH7IDLHGUY,Robert De Niro Ridicules Trump's Response to the COVID-19 Pandemic,2020-06-11T04:20:12Z,596635,6436,852,2100,495,The Tonight Show Starring Jimmy Fallon,25400000,US,https://www.youtube.com/watch?v=olH7IDLHGUY
6,6,2020-06-07-2020-06-14,UCupvZG-5ko_eiXAupbDfxWw,FBiSQakXbjI,19 states see rise in Covid-19 cases amid reopening and protests,2020-06-13T00:29:47Z,573429,5124,2955,6198,468,CNN,10500000,Unknown,https://www.youtube.com/watch?v=FBiSQakXbjI
7,7,2020-06-07-2020-06-14,UCUBIrDsIVzRpKsClMlSlTpQ,-kpIq2W8Sqs,Coronavirus: 4 descubrimientos clave de la ciencia en los primeros 6 meses de la pandemia,2020-06-10T13:30:00Z,580770,19250,946,1314,370,BBC News Mundo,1490000,GB,https://www.youtube.com/watch?v=-kpIq2W8Sqs
8,8,2020-06-07-2020-06-14,UCvJJ_dzjViJCoLf5uKUTwoA,RoN2nGMltfw,Why Coronavirus May Change How Big Tech Works,2020-06-09T16:19:23Z,567679,5634,318,566,902,CNBC,1790000,Unknown,https://www.youtube.com/watch?v=RoN2nGMltfw
9,9,2020-06-07-2020-06-14,UCIALMKvObZNtJ6AmdCLP7Lg,NQTBlbx1Xjs,WHO Says Covid-19 Asymptomatic Transmission Is 'Very Rare',2020-06-08T23:29:28Z,512121,4070,552,1546,184,Bloomberg Markets and Finance,783000,Unknown,https://www.youtube.com/watch?v=NQTBlbx1Xjs
10,10,2020-06-07-2020-06-14,UC85VW73bQLEjs_taFKP7TwQ,RN81h85V6D4,How COVID-19 Affects the Body,2020-06-12T21:55:25Z,360214,7604,206,414,243,Nucleus Medical Media,2730000,US,https://www.youtube.com/watch?v=RN81h85V6D4
11,11,2020-06-07-2020-06-14,UCIRYBXDze5krPDzAEOxFGVA,gTskXsdMwc0,&#39;I did a little dance&#39;: PM Ardern declares New Zealand Covid-19 free,2020-06-08T05:28:35Z,292931,4723,235,1423,65,Guardian News,1300000,GB,https://www.youtube.com/watch?v=gTskXsdMwc0
12,12,2020-06-07-2020-06-14,UCYpRDnhk5H8h16jpS84uqsA,H0kasJuNDTw,Le coronavirus est-il sorti d'un laboratoire ? Episode 2 : la these de l'accident,2020-06-07T14:03:46Z,290700,6181,547,1073,819,Le Monde,885000,FR,https://www.youtube.com/watch?v=H0kasJuNDTw
13,13,2020-06-07-2020-06-14,UC_O_KkdH3SKsp3nHrjgJYWA,0yyMCT7-bZ4,Test rapido de coronavirus que discrimina anticuerpos IgG/IgM,2020-06-11T04:05:25Z,364961,1377,148,N/A,143,IAVANTE TV,4220,ES,https://www.youtube.com/watch?v=0yyMCT7-bZ4
14,14,2020-06-07-2020-06-14,UCknLrEdhRCp1aegoMqRaCZg,Z2UvQS87pqE,What are the COVID-19 long-term consequences? | COVID-19 Special,2020-06-08T16:39:19Z,207971,1983,112,443,730,DW News,1680000,DE,https://www.youtube.com/watch?v=Z2UvQS87pqE
15,15,2020-06-07-2020-06-14,UCvQECJukTDE2i6aCoMnS-Vg,weB1rG9xM7k,"Slavoj Zizek: Coronavirus, Black Lives Matter, and revolution | Big Think Edge",2020-06-11T18:08:57Z,164418,2963,179,601,3676,Big Think,2840000,US,https://www.youtube.com/watch?v=weB1rG9xM7k
16,16,2020-06-07-2020-06-14,UC_lEiu6917IJz03TnntWUaQ,dpaWRLrWSME,Coronavirus: ?los asintomaticos pueden contagiar el covid-19? La OMS aclara sus afirmaciones,2020-06-09T23:49:02Z,149658,1444,162,326,304,CNN en Español,1960000,US,https://www.youtube.com/watch?v=dpaWRLrWSME
17,17,2020-06-07-2020-06-14,UC07-dOwgza1IguKA86jqxNA,677pSwGauqs,Five things to know about COVID-19 transmission,2020-06-11T14:39:33Z,155865,1007,174,140,162,World Health Organization (WHO),612000,Unknown,https://www.youtube.com/watch?v=677pSwGauqs
18,18,2020-06-07-2020-06-14,UCMSsLqxqvZsNXi0Z-VjN89A,DdrhgorJ5rk,How Does the Coronavirus Affect Kids?,2020-06-12T20:15:01Z,117481,2898,75,432,872,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=DdrhgorJ5rk
19,19,2020-06-07-2020-06-14,UCJcGtlQJ2Ac2YV76jH70KcA,fhShfC0Eczo,Prelevement naso-pharynge - COVID-19,2020-06-11T07:16:04Z,202031,657,169,N/A,159,CHU Angers,2550,FR,https://www.youtube.com/watch?v=fhShfC0Eczo
20,20,2020-06-07-2020-06-14,UCRwA1NUcUnwsly35ikGhp0A,uMRSHgxwlzA,Coronavirus: El Salvador intenta usar tecnologia para combatir COVID-19 | Noticias Telemundo,2020-06-11T18:33:25Z,72891,1282,45,200,133,Noticias Telemundo,3460000,US,https://www.youtube.com/watch?v=uMRSHgxwlzA
