,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,Zru5REL9ANg,Coronavirus: what we know so far about the outbreak spreading in China and abroad,2020-02-02T13:16:33Z,3639543,18636,1629,2074,327,South China Morning Post,1370000,HK,https://www.youtube.com/watch?v=Zru5REL9ANg
1,1,2020-02-02-2020-02-09,UCupvZG-5ko_eiXAupbDfxWw,eEUqCxP5Lvc,Coronavirus whistleblower doctor is online hero in China,2020-02-04T15:26:54Z,3526503,34390,1631,8495,177,CNN,10500000,Unknown,https://www.youtube.com/watch?v=eEUqCxP5Lvc
2,2,2020-02-02-2020-02-09,UCuFFtHWoLl5fauMMD5Ww2jA,kIL5m5XznNY,Get the facts on coronavirus,2020-02-02T00:11:45Z,3288638,39806,1658,4430,310,CBC News,2260000,CA,https://www.youtube.com/watch?v=kIL5m5XznNY
3,3,2020-02-02-2020-02-09,UCeY0bbntWzzVIaj2z3QigXg,1U1VYck6KOo,"See Inside COVID-19 Hospital, Filmed By Wuhan Resident, Later Confronted By Police | NBC News",2020-02-04T22:16:06Z,2410148,7868,781,1243,115,NBC News,3810000,Unknown,https://www.youtube.com/watch?v=1U1VYck6KOo
4,4,2020-02-02-2020-02-09,UC07-dOwgza1IguKA86jqxNA,Ded_AxFfJoQ,Can masks protect against the new coronavirus infection?,2020-02-05T20:13:57Z,2144839,4772,2174,1916,87,World Health Organization (WHO),612000,Unknown,https://www.youtube.com/watch?v=Ded_AxFfJoQ
5,5,2020-02-02-2020-02-09,UC6jEF1orhgER1Nsc174FwTg,Ma07a6svw5w,COVID-19: The Facts,2020-02-06T15:10:36Z,1870929,9821,751,472,72,3D4Medical,34100,Unknown,https://www.youtube.com/watch?v=Ma07a6svw5w
6,6,2020-02-02-2020-02-09,UC07-dOwgza1IguKA86jqxNA,bPITHEiFWLc,What can people do to protect themselves and others from getting the new coronavirus?,2020-02-05T20:13:57Z,1785068,3225,268,325,94,World Health Organization (WHO),612000,Unknown,https://www.youtube.com/watch?v=bPITHEiFWLc
7,7,2020-02-02-2020-02-09,UCupvZG-5ko_eiXAupbDfxWw,ZtkSYY9Z2fE,Wuhan coronavirus kills doctor who warned of outbreak,2020-02-07T08:18:15Z,1611416,15269,1054,5702,429,CNN,10500000,Unknown,https://www.youtube.com/watch?v=ZtkSYY9Z2fE
8,8,2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,gNFeo5oOuJA,Wuhan: the city under coronavirus lockdown,2020-02-06T19:27:13Z,1445656,7429,498,1644,112,South China Morning Post,1370000,HK,https://www.youtube.com/watch?v=gNFeo5oOuJA
9,9,2020-02-02-2020-02-09,UCgrNz-aDmcr2uuto8_DL2jg,y37hBLd3E8s,How a Wuhan nurse recovered from the coronavirus at home,2020-02-08T12:26:18Z,1111387,12270,545,1886,186,CGTN,1830000,CN,https://www.youtube.com/watch?v=y37hBLd3E8s
