,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-07-05-2020-07-12,UC8Z-VjXBtDJTvq6aqkIskPg,Vq-9xWMiiVQ,LIVE: Polimer News Live | Tamil News | COVID 19 | Corona Live Updates |China |India| Unlock 4| Onam,2020-07-06T08:57:07Z,48820994,96315,21674,0,0,Polimer News,4200000,IN,https://www.youtube.com/watch?v=Vq-9xWMiiVQ
1,1,2020-07-05-2020-07-12,UCiha1h9wDB6MBXQKtttqHUg,Vpwy7j2zbQ4, JURASSIC WORLD CORONAVIRUS THE MUSICAL - Animated Song,2020-07-05T15:30:15Z,15515738,72421,10845,6151,215,LHUGUENY,2800000,US,https://www.youtube.com/watch?v=Vpwy7j2zbQ4
2,2,2020-07-05-2020-07-12,UCko1TZB_PSKi1HP-CnhVJnw,R9LsM4NdnyU,KADER TIRIGOU :  lmuhim Gy lSWH@ -(Short version CORONAVIRUS),2020-07-06T12:23:30Z,4848323,51353,2106,1145,229,Mini-Pouss Production,0,DZ,https://www.youtube.com/watch?v=R9LsM4NdnyU
3,3,2020-07-05-2020-07-12,UC-CSyyi47VX1lD9zyeABW3w,vt2tcaeQXI0,Reality of COVID-19 Vaccine | Dhruv Rathee,2020-07-07T09:44:04Z,1922810,151945,10617,10797,844,Dhruv Rathee,4210000,DE,https://www.youtube.com/watch?v=vt2tcaeQXI0
4,4,2020-07-05-2020-07-12,UC_lEiu6917IJz03TnntWUaQ,Lx0NKCHeXAI,Los transmisores silenciosos de covid-19,2020-07-07T21:53:23Z,1956944,29915,3341,4519,1914,CNN en Español,1960000,US,https://www.youtube.com/watch?v=Lx0NKCHeXAI
5,5,2020-07-05-2020-07-12,UCo7a6riBFJ3tkeHjvkXPn1g,LDk9CW82puo,Vietnam has zero coronavirus deaths. Here's why. | CNBC Reports,2020-07-06T21:00:05Z,1581672,24423,1530,9235,461,CNBC International,873000,GB,https://www.youtube.com/watch?v=LDk9CW82puo
6,6,2020-07-05-2020-07-12,UCWrXqW4HrgGw10WUPm15S6Q,NEzeaEX_TtQ,Villager vs Pillager Life [COVID-19]: FULL ANIMATION - Minecraft Animation,2020-07-11T07:00:41Z,1804870,34370,1413,2027,2931,Alien Being,2400000,Unknown,https://www.youtube.com/watch?v=NEzeaEX_TtQ
7,7,2020-07-05-2020-07-12,UCXIJgqnII2ZOINSWNOGFThA,NUbrE1v4kuQ,Chinese virologist accuses Beijing of hiding details on coronavirus,2020-07-11T01:45:00Z,1395006,29684,1721,8679,328,Fox News,6060000,US,https://www.youtube.com/watch?v=NUbrE1v4kuQ
8,8,2020-07-05-2020-07-12,UCxEct2HUBYj_mt4t7qR9UYg,WRwMkJ5EZjY,Coronavirus Closes Down Bondi Beach *EXCLUSIVE SEASON 15 CLIP*,2020-07-07T22:00:07Z,1194408,28366,337,1906,196,BondiRescue,1150000,AU,https://www.youtube.com/watch?v=WRwMkJ5EZjY
9,9,2020-07-05-2020-07-12,UC_gUM8rL-Lrg6O3adPW9K1g,McMGBwNx7FI,Gravitas: Wuhan floods | Natural or Deliberate?,2020-07-07T19:19:31Z,1062113,13466,1089,2548,248,WION,1660000,IN,https://www.youtube.com/watch?v=McMGBwNx7FI
10,10,2020-07-05-2020-07-12,UCC-slLJZ4p4HOznMUcFn_2g,DIbohiYGWxE,COVID-20,2020-07-05T18:35:55Z,1411300,137605,701,4448,63,Zalinki,342000,VI,https://www.youtube.com/watch?v=DIbohiYGWxE
