,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-04-26-2020-05-03,UCVSNOxehfALut52NbkfRBaA,EQRZoxnnfbA,Coronavirus: El Salvador Declares State of Emergency in Prisons,2020-04-26T16:53:22Z,7648945,16704,4428,1361,48,VOA News,1330000,US,https://www.youtube.com/watch?v=EQRZoxnnfbA
1,1,2020-04-26-2020-05-03,UCLXo7UDZvByw2ixzpQCufnA,O-3Mlj3MQ_Q,How coronavirus charts can mislead us,2020-04-28T14:15:00Z,2444485,57791,2541,4991,298,Vox,8610000,US,https://www.youtube.com/watch?v=O-3Mlj3MQ_Q
2,2,2020-04-26-2020-05-03,UCVTyTA7-g9nopHeHbeuvpRA,SQLPqCcs5I4,"Kushner and Trump Call Coronavirus Response ""Success Story"" and ""Great Job"": A Closer Look",2020-05-01T03:30:02Z,2295942,38671,1127,6069,920,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=SQLPqCcs5I4
3,3,2020-04-26-2020-05-03,UCHbq_l1qnuomfJCYQTsWf_Q,gSKY4Oz9IXQ,THE REAL TRUTH ABOUT CORONAVIRUS by Dr. Steven Gundry,2020-04-27T11:00:19Z,2224219,26276,9914,13636,606,Motivation Madness,1860000,CA,https://www.youtube.com/watch?v=gSKY4Oz9IXQ
4,4,2020-04-26-2020-05-03,UCVTyTA7-g9nopHeHbeuvpRA,5ePLlJmZ_bk,Trump Ignored Coronavirus Warnings; Pence Refused to Wear a Mask: A Closer Look,2020-04-30T03:30:00Z,1895961,33903,1098,5697,872,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=5ePLlJmZ_bk
5,5,2020-04-26-2020-05-03,UCsP7Bpw36J666Fct5M8u-ZA,XMHySlDqpUw,Debunking Viral Covid-19 Videos | How To Cook That Ann Reardon,2020-05-01T09:30:09Z,1937116,106518,1069,10300,1272,How To Cook That,4390000,AU,https://www.youtube.com/watch?v=XMHySlDqpUw
6,6,2020-04-26-2020-05-03,UC8EdTmyUaFIfZvVttJ9lgIA,nwQ7BzKDUF8,?PREDIJO EL CORONAVIRUS? Video de Alejandro Ayun da la vuelta al mundo - Contigo en La Manana,2020-04-27T23:59:53Z,1713742,14694,2955,1900,1984,Chilevisión,2070000,CL,https://www.youtube.com/watch?v=nwQ7BzKDUF8
7,7,2020-04-26-2020-05-03,UCDnq05Q89oYq-Tz5boL73Tw,Eh8BOSu5JVw,21 Year Old Mumbai Boy&#39;s Story Of COVID-19 Recovery | Curly Tales,2020-05-01T11:30:00Z,1637476,37932,1567,1679,338,Curly Tales,702000,IN,https://www.youtube.com/watch?v=Eh8BOSu5JVw
8,8,2020-04-26-2020-05-03,UCGqQrz8HUV98ii7A_Pz1X_Q,ThG_02miq-4,Coronavirus Test: Real time RT-PCR - Animation video,2020-04-26T04:21:03Z,1734891,29958,908,679,500,Biology with Animations,35100,Unknown,https://www.youtube.com/watch?v=ThG_02miq-4
9,9,2020-04-26-2020-05-03,UCeY0bbntWzzVIaj2z3QigXg,zGZNdc3QnJY,Watch Brad Pitt As Dr. Fauci Diagnose Trump's COVID-19 Response On 'SNL' | NBC News,2020-04-26T15:55:59Z,1474501,14323,1720,1459,233,NBC News,3810000,Unknown,https://www.youtube.com/watch?v=zGZNdc3QnJY
10,10,2020-04-26-2020-05-03,UCETZ7r1_8C1DNFDO-7UXwqw,HHKXYWZYH5E,Alicia Keys - Empire State of Mind (Part II) Broken Down (BET COVID-19 Relief Effort),2020-04-30T21:40:03Z,1467478,47745,465,1653,399,aliciakeysVEVO,2440000,Unknown,https://www.youtube.com/watch?v=HHKXYWZYH5E
11,11,2020-04-26-2020-05-03,UCupvZG-5ko_eiXAupbDfxWw,rXzD2XZFwQY,Conspiracy theorists said she started the coronavirus pandemic. Now she&#39;s afraid for her life.,2020-04-27T12:45:04Z,1047839,6382,3729,9524,292,CNN,10500000,Unknown,https://www.youtube.com/watch?v=rXzD2XZFwQY
12,12,2020-04-26-2020-05-03,UCG45hMChrxiQjuFc3CiF87A,TdIsTLg7RQM,What Is PCR Testing for COVID-19?,2020-04-29T12:25:59Z,852997,2364,382,481,116,AACC,4490,US,https://www.youtube.com/watch?v=TdIsTLg7RQM
13,13,2020-04-26-2020-05-03,UCG5TBPANNSiKf1Dp-R5Dibg,fX8uyZZ-WiE,Corona Virus Disease / COVID-19: Sahi aur Galath coronavirus disease ke baare me ( HINDI ) - PART 2,2020-04-28T07:00:30Z,705773,8070,886,333,1533,Dr.G Bhanu Prakash Animated Medical Videos,288000,IN,https://www.youtube.com/watch?v=fX8uyZZ-WiE
