,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-05-17-2020-05-24,UC3XTzVzaHQEd30rQbuvCtTQ,z4gBMw64aqk,Coronavirus VII: Sports: Last Week Tonight with John Oliver (HBO),2020-05-18T06:30:08Z,7177659,170453,5978,19446.0,1306,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=z4gBMw64aqk
1,1,2020-05-17-2020-05-24,UCLXo7UDZvByw2ixzpQCufnA,r6ewlQs8CAQ,The US tested the wrong people for coronavirus,2020-05-23T12:00:22Z,3767918,50674,9772,8551.0,441,Vox,8610000,US,https://www.youtube.com/watch?v=r6ewlQs8CAQ
2,2,2020-05-17-2020-05-24,UCVTyTA7-g9nopHeHbeuvpRA,5LBSZnZ2BbY,Obama Speaks Out About Trump's Coronavirus Failures: A Closer Look,2020-05-19T03:30:00Z,3528134,48360,2387,10338.0,887,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=5LBSZnZ2BbY
3,3,2020-05-17-2020-05-24,UCSwXe2WReWhNdjKRTh92b9g,uJTaCl5gNOc,IVERMECTINA COVID 19,2020-05-17T17:53:24Z,2002616,45014,1467,3828.0,797,Dr. Veller,220000,AR,https://www.youtube.com/watch?v=uJTaCl5gNOc
4,4,2020-05-17-2020-05-24,UCtxJFU9DgUhfr2J2bveCHkQ,SrtZKnQysyY,The coronavirus is mutating. But don't freak out yet.,2020-05-20T13:00:14Z,1363759,17573,2217,3751.0,319,Verge Science,1010000,US,https://www.youtube.com/watch?v=SrtZKnQysyY
5,5,2020-05-17-2020-05-24,UCqnbDFdCpuN8CMEg0VuEBqA,EsqdBz-_noQ,Inside One of New York's Deadliest Zip Codes | Coronavirus News,2020-05-22T17:00:11Z,1361806,17227,2104,4110.0,778,The New York Times,3110000,Unknown,https://www.youtube.com/watch?v=EsqdBz-_noQ
6,6,2020-05-17-2020-05-24,UCphTF9wHwhCt-BzIq-s4V-g,o8JGsBDY1xI,What If It Takes Two Years for a COVID-19 Vaccine?,2020-05-21T15:58:43Z,1327283,36317,1059,4782.0,434,What If,4270000,CA,https://www.youtube.com/watch?v=o8JGsBDY1xI
7,7,2020-05-17-2020-05-24,UChFsYLqPUyLiZnfRog6wiZA,EQ-ATT_Cd6M,Why We Might Not Need A Vaccine for COVID-19 | This Morning,2020-05-19T10:59:09Z,1269566,10289,1404,N/A,533,This Morning,1830000,GB,https://www.youtube.com/watch?v=EQ-ATT_Cd6M
8,8,2020-05-17-2020-05-24,UCLXo7UDZvByw2ixzpQCufnA,XAFD-0aMkwE,One reason why coronavirus hits black people the hardest,2020-05-22T12:00:15Z,894150,23020,4745,3644,543,Vox,8610000,US,https://www.youtube.com/watch?v=XAFD-0aMkwE
9,9,2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,krPe-n5r9CE,Promising early results from coronavirus vaccine trial,2020-05-18T20:48:08Z,773276,5843,1124,4177,484,CNN,10500000,Unknown,https://www.youtube.com/watch?v=krPe-n5r9CE
10,10,2020-05-17-2020-05-24,UC0L1suV8pVgO4pCAIBNGx5w,VFyKkopIbNY,Scientist says a coronavirus vaccine in just 12 months is &#39;fake news&#39; | 60 Minutes Australia,2020-05-17T12:00:14Z,739603,7775,1138,0,775,60 Minutes Australia,2410000,AU,https://www.youtube.com/watch?v=VFyKkopIbNY
11,11,2020-05-17-2020-05-24,UCYpRDnhk5H8h16jpS84uqsA,cziuxZePCRk,Le coronavirus sort-il d'un laboratoire ? Ep. 1 : la these du virus artificiel,2020-05-17T09:00:24Z,691233,17189,1268,3195,711,Le Monde,885000,FR,https://www.youtube.com/watch?v=cziuxZePCRk
12,12,2020-05-17-2020-05-24,UCnbq60UWolp5QWrM4Khcxng,0P5N904t1ks,COVID-19: INMUNIDAD Y SECUELAS. ?Te puedes enfermar mas de una vez?,2020-05-20T04:50:01Z,689058,13709,525,1730,626,Dr. Alejandro Macias,83200,Unknown,https://www.youtube.com/watch?v=0P5N904t1ks
13,13,2020-05-17-2020-05-24,UCQ1GpKa15ulyoQuxz7H4rng,zh5vZoMaBzc,Cronicas del coronavirus | DW Documental,2020-05-17T18:00:19Z,607200,6446,509,670,2513,DW Documental,2140000,DE,https://www.youtube.com/watch?v=zh5vZoMaBzc
14,14,2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,On7v-B28ZKk,Dr. Birx shares promising coronavirus statistics,2020-05-22T22:11:36Z,525929,2452,1641,3510,1353,CNN,10500000,Unknown,https://www.youtube.com/watch?v=On7v-B28ZKk
15,15,2020-05-17-2020-05-24,UCQgWpmt02UtJkyO32HGUASQ,QMgfIVYqZTM,"COVID-19, Crise financiere, Chine, Menace sur la France. Christian Harbulot [EN DIRECT]",2020-05-20T19:44:44Z,525807,7313,738,210,8435,Thinkerview,634000,FR,https://www.youtube.com/watch?v=QMgfIVYqZTM
16,16,2020-05-17-2020-05-24,UCFxHplbcoJK9m70c4VyTIxg,EXNnYLQ3MKk,Estos son los 2 nuevos sintomas del coronavirus que la OMS incluyo,2020-05-22T01:34:05Z,341752,1287,451,287,130,MILENIO,2500000,MX,https://www.youtube.com/watch?v=EXNnYLQ3MKk
17,17,2020-05-17-2020-05-24,UC16niRr50-MSBwiO3YDb3RA,P4SYSRp00uE,Coronavirus: Trump gives WHO ultimatum over Covid-19 handling - BBC News,2020-05-20T10:36:38Z,248137,1696,415,2167,666,BBC News,8240000,GB,https://www.youtube.com/watch?v=P4SYSRp00uE
18,18,2020-05-17-2020-05-24,UCftwRNsjfRo08xYE31tkiyw,FYQz4QvYEXA,Diary of a Covid-19 Doctor: 14 Days in a NYC Hospital | WIRED,2020-05-22T17:38:04Z,253702,7525,242,618,891,WIRED,6840000,US,https://www.youtube.com/watch?v=FYQz4QvYEXA
19,19,2020-05-17-2020-05-24,UCcyq283he07B7_KUX07mmtA,Ioob2BXASvc,How Coronavirus Is Changing Coast Guard Boot Camp,2020-05-22T19:56:10Z,262572,3853,104,637,255,Business Insider,3330000,US,https://www.youtube.com/watch?v=Ioob2BXASvc
20,20,2020-05-17-2020-05-24,UCTrQ7HXWRRxr7OsOtodr2_w,20j3CBNkv_Q,Back to school: What we can learn from Denmark's coronavirus response,2020-05-21T19:11:08Z,188030,2798,60,894,559,Channel 4 News,1430000,GB,https://www.youtube.com/watch?v=20j3CBNkv_Q
21,21,2020-05-17-2020-05-24,UCRwA1NUcUnwsly35ikGhp0A,LhHG4PZkr0M,"Coronavirus: Brasil, desbordado por las muertes de coronavirus | Noticias Telemundo",2020-05-21T18:25:06Z,181182,868,121,259,138,Noticias Telemundo,3460000,US,https://www.youtube.com/watch?v=LhHG4PZkr0M
22,22,2020-05-17-2020-05-24,UCVxAirLqIXKP2ttE2-5DZ3Q,fCPLdg4sgLo,Sintomas Graves do Coronavirus (Covid-19) em JOVENS | IMEB,2020-05-19T16:03:22Z,178806,5908,153,626,155,Clínica IMEB,135000,BR,https://www.youtube.com/watch?v=fCPLdg4sgLo
23,23,2020-05-17-2020-05-24,UCHpw8xwDNhU9gdohEcJu4aA,J6CPQB0VGlk,Pandemic funerals: inside a mortuary during coronavirus,2020-05-18T11:00:00Z,183883,1103,82,268,596,The Guardian,1410000,GB,https://www.youtube.com/watch?v=J6CPQB0VGlk
24,24,2020-05-17-2020-05-24,UCeBldZSft9-HFPmMSIiqt1w,chn_uOZ34jU,Coronavirus,2020-05-18T17:04:10Z,151384,2207,4,0,299,Lili ça suffit !,22400,FR,https://www.youtube.com/watch?v=chn_uOZ34jU
25,25,2020-05-17-2020-05-24,UCN8KRR3lwM9nt7m0a8zoHgA,Dp57uBYoqvs,COVID-19 07 Periodo de incubacion y transmision,2020-05-18T13:38:55Z,120218,525,86,125,453,Sociedad Española de Medicina de Urgencias y Emergencias - SEMES -,4680,ES,https://www.youtube.com/watch?v=Dp57uBYoqvs
26,26,2020-05-17-2020-05-24,UCwtPniJKxrUL6DzDmFUF-ZA,--k75lz7zgo,Coronavirus And Smell Loss Explained,2020-05-18T17:30:00Z,101999,551,28,782,274,HuffPost UK,41500,GB,https://www.youtube.com/watch?v=--k75lz7zgo
27,27,2020-05-17-2020-05-24,UCBx_CluVFNvy0TXsmNBZ-ow,GCzV-p5eo_8,Aparecida de Goiania realiza teste da Covid -19 em drive-thru,2020-05-23T16:02:07Z,75894,323,28,81,93,PUC TV GOIÁS,92300,BR,https://www.youtube.com/watch?v=GCzV-p5eo_8
28,28,2020-05-17-2020-05-24,UCKU852uyUntxr8ILL-n3BTA,jjMGAj0sdAI,Miraculous Covid-19 special 2 minutes episode/Ledibag i Super kot Covid-19.{2 minuty},2020-05-18T08:49:28Z,13446,697,11,93,117,LADY NOIRKA,0,RU,https://www.youtube.com/watch?v=jjMGAj0sdAI
29,29,2020-05-17-2020-05-24,UC8vwN4Sju7ER6KZzDADBKBQ,Gza1b3oVhMw,COVID-19 Conspiracy Theories DEBUNKED / Episode 18 - The Medical Futurist,2020-05-20T15:45:58Z,12183,258,36,110,963,The Medical Futurist,36900,HU,https://www.youtube.com/watch?v=Gza1b3oVhMw
