,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-08-16-2020-08-23,UCRWFSbif-RFENbBrSiez1DA,tP4ilhG0ZAY,Sushant Case Updates | India-China Clash | GDP Contracts | Coronavirus | ABP News Live,2020-08-20T06:32:30Z,16941502,64767.0,39404.0,1.0,0,ABP NEWS,26100000,IN,https://www.youtube.com/watch?v=tP4ilhG0ZAY
1,1,2020-08-16-2020-08-23,UCP2jAxVWGydif0Gb9uDoDog,7L92IaLjpXg,Our family tested positive for Covid-19..,2020-08-22T07:30:00Z,6052820,535477.0,14989.0,41510.0,1034,Miss McBlush,1350000,Unknown,https://www.youtube.com/watch?v=7L92IaLjpXg
2,2,2020-08-16-2020-08-23,UChWWgV84dW741VJH3GtSfdw,KgQ4aSWL8fg,Namatay ang papa ko at COVID Positive ang buong pamilya ko ,2020-08-18T11:30:43Z,2753399,145405.0,2923.0,14141.0,716,Bont Bryan Oropel,1450000,PH,https://www.youtube.com/watch?v=KgQ4aSWL8fg
3,3,2020-08-16-2020-08-23,UCGAR1p-zHqYAKo2Y1EtMnrg,LEaMnd6La7w,La COVID et les jeunes - La FAQ avec konbini,2020-08-18T07:56:22Z,1459326,N/A,N/A,N/A,114,Santé publique France,14800,Unknown,https://www.youtube.com/watch?v=LEaMnd6La7w
4,4,2020-08-16-2020-08-23,UCpPndhUatYo4NLn3fleQ2Fw,vN2eQ_CKZT8,Wzial rosyjska szczepionke przeciwko Covid-19,2020-08-17T06:27:43Z,1462149,30165,1245,932,58,HRejterzy,125000,PL,https://www.youtube.com/watch?v=vN2eQ_CKZT8
5,5,2020-08-16-2020-08-23,UCl8wUKzoUVzg7U6ky1ZR8hQ,Nlkrq4v4XRw,Coronavirus News Update: koronaavaayrs kb khtm hogaa? WHO ne Spanish Flu se tulnaa kr btaaii Time Limit,2020-08-22T10:22:25Z,1130060,7130,1272,586,397,Navbharat Times नवभारत टाइम्स,2110000,IN,https://www.youtube.com/watch?v=Nlkrq4v4XRw
6,6,2020-08-16-2020-08-23,UCpWaR3gNAQGsX48cIlQC0qw,8IJSmhsguMw,Je suis positif au Covid-19 (ca va beaucoup mieux),2020-08-21T16:55:57Z,893101,67150,1914,4983,634,Tibo InShape,7600000,Unknown,https://www.youtube.com/watch?v=8IJSmhsguMw
7,7,2020-08-16-2020-08-23,UCUBIrDsIVzRpKsClMlSlTpQ,sVc_VPSn_FI,El punto debil del coronavirus que encontro una fisica mexicana y como puede servir para bloquearlo,2020-08-22T14:30:02Z,1188512,43439,2031,2011,251,BBC News Mundo,1490000,GB,https://www.youtube.com/watch?v=sVc_VPSn_FI
8,8,2020-08-16-2020-08-23,UCnj2A_LNDcHHQCB38y1Btwg,VFnMmVZds0w,Descubren como bloquear el Covid-19,2020-08-21T00:20:38Z,882727,10469,576,1134,190,RCN Radio,185000,CO,https://www.youtube.com/watch?v=VFnMmVZds0w
9,9,2020-08-16-2020-08-23,UCIPbzkl1kZ_9Gyuph_FGvzg,nmKKuydSPh8,Positive au Covid-19 ; faites attention a vous s&#39;il vous plait !,2020-08-16T08:15:28Z,821897,50959,1116,4691,1636,Juju Fitcats,2250000,FR,https://www.youtube.com/watch?v=nmKKuydSPh8
10,10,2020-08-16-2020-08-23,UChDKyKQ59fYz3JO2fl0Z6sg,XcslNntHnKM,"When We Get The 1st Coronavirus Vaccine, How Well Will It Work? | Sunday TODAY",2020-08-16T14:56:10Z,737982,3968,2573,4319,277,TODAY,2440000,Unknown,https://www.youtube.com/watch?v=XcslNntHnKM
11,11,2020-08-16-2020-08-23,UCqBJ47FjJcl61fmSbcadAVg,pXasgK6Pif8,#COVID19Millionaires: Corruption and Covid-19 moving at the same pace | FULL VIDEO,2020-08-16T23:42:16Z,1130486,4740,1541,5,4203,NTV Kenya,1230000,KE,https://www.youtube.com/watch?v=pXasgK6Pif8
12,12,2020-08-16-2020-08-23,UCUGwnDFBHY52YhgVjn-Tvww,wqmaLMnBUN0,UP &amp; Uttarakhand News Latest Updates | Breaking News | Covid 19 | ABP Ganga Live,2020-08-18T04:52:10Z,677137,3759,777,168,0,ABP Ganga,655000,IN,https://www.youtube.com/watch?v=wqmaLMnBUN0
13,13,2020-08-16-2020-08-23,UCSKgOW8Pg_eZymYJyJc432g,QsfJ47edzaw,"COVID-19 News: koronaavaayrs vaiksiin pr Russia ko India se ummiid,  Coronavirus Vaccine kaa Full Status",2020-08-21T16:02:56Z,3266354,18302,3152,0,363,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=QsfJ47edzaw
14,14,2020-08-16-2020-08-23,UCDGiCfCZIV5phsoGiPwIcyQ,XRR5pBH4Zck,"[LIVE] Active Cases - Coronavirus Pandemic : Real Time Counter, World Map, News",2020-08-18T11:22:20Z,656352,11900,2311,10280,0,Roylab Stats,844000,KR,https://www.youtube.com/watch?v=XRR5pBH4Zck
15,15,2020-08-16-2020-08-23,UCupvZG-5ko_eiXAupbDfxWw,ULPDTiUifng,Daughter of Trump supporter that died from Covid-19 speaks out,2020-08-18T13:32:47Z,705434,11713,631,928,452,CNN,10500000,Unknown,https://www.youtube.com/watch?v=ULPDTiUifng
16,16,2020-08-16-2020-08-23,UC8oimTPVHKiC7oL3QgdKbgg,JrOvJ3229gw,&quot;KUWTK&quot; Takes on Coronavirus This September | E!,2020-08-17T16:10:01Z,747354,59258,179,3260,46,Keeping Up With The Kardashians,1170000,US,https://www.youtube.com/watch?v=JrOvJ3229gw
17,17,2020-08-16-2020-08-23,UCeGUqJFEuNCiECPrHMup3tg,DffEio9NjHo,Campus Life During Covid (a bad ending),2020-08-21T06:16:31Z,594766,1099,277,174,847,Yoora Jung,1010000,US,https://www.youtube.com/watch?v=DffEio9NjHo
18,18,2020-08-16-2020-08-23,UCUmRGR3a-g13O6pG927KQmg,HEZSdFf03CY,Tin tuc Covid-19 moi nhat | Tinh hinh dich corona hom nay 19/8 | Dich covid hom nay tai Viet Nam,2020-08-18T22:30:10Z,654062,60619,978,2432,932,TIN TỨC 24H ONLINE,0,VN,https://www.youtube.com/watch?v=HEZSdFf03CY
19,19,2020-08-16-2020-08-23,UCJatXmy5PyaZ6gFs-NEAFWQ,3NrKZqpTwTU,MY VSE UMREM! Kak My Boleli Koronavirusom | Covid-19 VLOG,2020-08-22T11:00:02Z,555940,1612,1221,2082,469,Sasha Spilberg,6560000,RU,https://www.youtube.com/watch?v=3NrKZqpTwTU
20,20,2020-08-16-2020-08-23,UC46q-QSvoJz-1iSxPeuOqWA,jH4FNwz8JcU,Pesta di Wuhan setelah sukses kendalikan virus corona - BBC News Indonesia,2020-08-20T12:00:28Z,535891,1056,259,92,91,BBC News Indonesia,635000,ID,https://www.youtube.com/watch?v=jH4FNwz8JcU
21,21,2020-08-16-2020-08-23,UCUmRGR3a-g13O6pG927KQmg,ZTW49VvR4oQ,Tin tuc Covid-19 moi nhat | Tinh hinh dich corona hom nay 17/8 | Dich covid hom nay tai Viet Nam,2020-08-16T22:45:11Z,530128,766,229,45,978,TIN TỨC 24H ONLINE,0,VN,https://www.youtube.com/watch?v=ZTW49VvR4oQ
22,22,2020-08-16-2020-08-23,UCUmRGR3a-g13O6pG927KQmg,bsFPr6-ls40,Dich covid-19 Hom nay tai Viet Nam  Ban tin corona 17/8 them 2 ca nhiem moi covid-19 Tinh hinh dich,2020-08-17T00:08:56Z,758739,7794,34448,14886,839,TIN TỨC 24H ONLINE,0,VN,https://www.youtube.com/watch?v=bsFPr6-ls40
23,23,2020-08-16-2020-08-23,UCV8Do0nwSrYP7lwPBS4LWpw,o71LtfUtSAo,"Cardi B Talks Police Brutality, COVID-19, and the 2020 Election with Joe Biden | ELLE",2020-08-17T11:45:00Z,502632,7637,7604,10137,978,ELLE,1530000,US,https://www.youtube.com/watch?v=o71LtfUtSAo
