,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-06-14-2020-06-21,UClOfk9gsvf5dKLZXuctxTNA,YwhL98NiCcc,Coronavirus 31 august stats and stats and figures.,2020-06-16T01:59:09Z,5749700,18907.0,3055.0,14.0,9929,NAV MED VIDEOS,63400,AU,https://www.youtube.com/watch?v=YwhL98NiCcc
1,1,2020-06-14-2020-06-21,UCVTyTA7-g9nopHeHbeuvpRA,Ym2n1MYQNBw,Trump's Coronavirus Cover-Up; Bolton's Tell-All Book: A Closer Look,2020-06-18T01:00:05Z,2298156,39345.0,1504.0,6335.0,778,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=Ym2n1MYQNBw
2,2,2020-06-14-2020-06-21,UCqVHGwQCmmGa2hjS7ydN4sQ,XPNctD-lrAY,?COMO SABER SI TENGO COVID Y QUE HACER? ?COVID-19 ASINTOMATICO?,2020-06-16T23:30:23Z,1886011,38560.0,2828.0,1765.0,1220,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=XPNctD-lrAY
3,3,2020-06-14-2020-06-21,UCrp_UI8XtuYfpiqluWLD7Lw,NIWnl5zLBIM,President Donald Trump comments on coronavirus vaccine progress,2020-06-16T17:18:08Z,1362871,6848.0,9918.0,8297.0,114,CNBC Television,863000,US,https://www.youtube.com/watch?v=NIWnl5zLBIM
4,4,2020-06-14-2020-06-21,UCJigKBjNneO7p8xvHLrGRCg,94--a-qsBwI,COVID 19 lkssnn kitne smy tk clte haiN | Coronavirus Symptoms,2020-06-20T07:11:55Z,1208943,9446.0,817.0,601.0,185,Medtalks,77900,IN,https://www.youtube.com/watch?v=94--a-qsBwI
5,5,2020-06-14-2020-06-21,UCupvZG-5ko_eiXAupbDfxWw,KpwQga_HhJ4,16 friends got Covid after night out. Hear their warning,2020-06-17T17:07:58Z,933135,13960.0,2792.0,10177.0,273,CNN,10500000,Unknown,https://www.youtube.com/watch?v=KpwQga_HhJ4
6,6,2020-06-14-2020-06-21,UCLXo7UDZvByw2ixzpQCufnA,9Em0FSsI_VU,Empty middle seats on planes won&#39;t stop the coronavirus,2020-06-17T12:00:06Z,802312,19045.0,1213.0,1841.0,419,Vox,8610000,US,https://www.youtube.com/watch?v=9Em0FSsI_VU
7,7,2020-06-14-2020-06-21,UCupvZG-5ko_eiXAupbDfxWw,arZtsOWni0s,Cooper: Trump and Pence are lying. The Covid data proves it,2020-06-17T01:49:41Z,756014,11843.0,2846.0,7571.0,634,CNN,10500000,Unknown,https://www.youtube.com/watch?v=arZtsOWni0s
8,8,2020-06-14-2020-06-21,UCJigKBjNneO7p8xvHLrGRCg,5k5lxwnL0sk,COVID 19 ke vishisstt lkssnnoN ko jaannaa caahie | Symptoms of Coronavirus in Hindi | Symptoms of COVID19,2020-06-17T13:24:53Z,912775,12222.0,1053.0,723.0,163,Medtalks,77900,IN,https://www.youtube.com/watch?v=5k5lxwnL0sk
9,9,2020-06-14-2020-06-21,UCftwRNsjfRo08xYE31tkiyw,AfOa3cvwyPg,Diary of a Trauma Surgeon: 10 Weeks of Covid-19 | WIRED,2020-06-18T16:34:41Z,675052,24739.0,330.0,1513.0,1402,WIRED,6840000,US,https://www.youtube.com/watch?v=AfOa3cvwyPg
10,10,2020-06-14-2020-06-21,UC4p6bEngiRCN7TyTxZVJ3OQ,4Q2MsqfhWZk,Coronavirus and Health Inequities,2020-06-19T18:36:47Z,620963,1972.0,4253.0,N/A,1865,JAMA Network,57300,US,https://www.youtube.com/watch?v=4Q2MsqfhWZk
11,11,2020-06-14-2020-06-21,UC4_NOlVIu_FjdTGhok5t4lg,4j-ko91bn_g,Encuentran primer medicamento que reduce la mortalidad por Covid-19,2020-06-17T02:13:22Z,562879,8013.0,490.0,959,413,Sinapsis EMP,134000,MX,https://www.youtube.com/watch?v=4j-ko91bn_g
12,12,2020-06-14-2020-06-21,UCqVHGwQCmmGa2hjS7ydN4sQ,tnSrO1T0l9g,COVID-19 POSITIVO ?COMO SABER SI TENGO EL VIRUS AUN?,2020-06-19T00:30:11Z,572019,11147.0,630.0,918,768,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=tnSrO1T0l9g
13,13,2020-06-14-2020-06-21,UCMSsLqxqvZsNXi0Z-VjN89A,JFamzSTQXsw,Does Blood Type Matter for Coronavirus (COVID-19)?,2020-06-16T17:45:01Z,516104,10619.0,218.0,1901,375,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=JFamzSTQXsw
14,14,2020-06-14-2020-06-21,UCqVHGwQCmmGa2hjS7ydN4sQ,bZZG1Wd3Bvs,"COVID-19 POSITIVO, ?PUEDO VOLVER A INFECTARME DE CORONAVIRUS?",2020-06-19T22:45:11Z,436422,8892.0,655.0,776,1026,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=bZZG1Wd3Bvs
15,15,2020-06-14-2020-06-21,UCGVIctjzeX-ZoXgTphwJHWQ,Qkg0lu8m5PA,REGRAS DE PROTECAO CONTRA O VILAO COVID-19 | MIRACULOUS | Mundo Gloob,2020-06-17T17:00:19Z,436147,15131.0,454.0,0,120,Mundo Gloob,2860000,BR,https://www.youtube.com/watch?v=Qkg0lu8m5PA
16,16,2020-06-14-2020-06-21,UCZaT_X_mc0BI-djXOlfhqWQ,XxkTM5fyabo,"Yemen Is Facing the World&#39;s Worst Humanitarian Crisis, Then Coronavirus Came",2020-06-16T18:55:50Z,239024,5364.0,140.0,1198,717,VICE News,5650000,US,https://www.youtube.com/watch?v=XxkTM5fyabo
17,17,2020-06-14-2020-06-21,UCvJJ_dzjViJCoLf5uKUTwoA,5n56b7oNUss,Can Hollywood Go Virtual After Coronavirus?,2020-06-20T16:54:28Z,215620,2829.0,544.0,643,971,CNBC,1790000,Unknown,https://www.youtube.com/watch?v=5n56b7oNUss
18,18,2020-06-14-2020-06-21,UC16niRr50-MSBwiO3YDb3RA,_f4VKQ21sNw,"Coronavirus treatment breakthrough ""will save thousands of lives&quot; - BBC News",2020-06-16T21:17:57Z,202961,3183.0,265.0,1314,306,BBC News,8240000,GB,https://www.youtube.com/watch?v=_f4VKQ21sNw
19,19,2020-06-14-2020-06-21,UCKII0Ml9S5wneKbHswmUrIQ,9Gko_o1iXgI,Biaya Perawatan Pasien Covid-19,2020-06-15T04:26:40Z,255184,1321.0,251.0,1046,183,CNN Indonesia,6160000,ID,https://www.youtube.com/watch?v=9Gko_o1iXgI
20,20,2020-06-14-2020-06-21,UCMSsLqxqvZsNXi0Z-VjN89A,jrwSo9ZDZEg,Dexamethasone for Coronavirus (COVID-19) - GOOD NEWS!  | Coronavirus Medicine,2020-06-17T14:45:01Z,182739,6431.0,135.0,760,442,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=jrwSo9ZDZEg
21,21,2020-06-14-2020-06-21,UC07-dOwgza1IguKA86jqxNA,i0ZabxXmH4Y,Coronavirus disease (COVID-19),2020-06-15T13:13:40Z,226629,2264.0,175.0,236,318,World Health Organization (WHO),612000,Unknown,https://www.youtube.com/watch?v=i0ZabxXmH4Y
22,22,2020-06-14-2020-06-21,UCq4Qj6IvRvMVarZh-b7_5DQ,cNX7gJIh8Fc,LIVE | Vidarbha News365 | CoronaVirus Update | vidrbhaacii baatmii | vidrbh nyuj LIVE,2020-06-17T07:55:02Z,102305,354.0,29.0,0,0,VIDARBHA NEWS 365,0,IN,https://www.youtube.com/watch?v=cNX7gJIh8Fc
23,23,2020-06-14-2020-06-21,UC_giJ3xlEL9jUF1YfJdzzuQ,gx9aPiCNTw4,Una introduccion a las pruebas para el coronavirus o COVID-19,2020-06-19T19:13:55Z,93294,N/A,N/A,N/A,210,U.S. Food and Drug Administration,59500,US,https://www.youtube.com/watch?v=gx9aPiCNTw4
24,24,2020-06-14-2020-06-21,UCqfCJBfrFSO4tZM1LNZTBFQ,gWlD5x5IU70,Coronavirus | Los 10 paises con mas contagios de Covid 19 en el mundo,2020-06-19T19:14:57Z,79296,634,83,195,111,Marca Claro,691000,MX,https://www.youtube.com/watch?v=gWlD5x5IU70
25,25,2020-06-14-2020-06-21,UCLS5E5M2q3mvRO0odkLaYIw,runy0k6Qi98,K.H.R - COVID 19 (official video),2020-06-14T21:00:11Z,63792,1568,2,82,226,Soul Gala,325,CA,https://www.youtube.com/watch?v=runy0k6Qi98
