,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,0,2020-08-23-2020-08-30,UCXH1p4gixwXwrUGSx-WvLNQ,nx6X4EhotV8,POSITIVO COVID-19,2020-08-28T20:40:26Z,2704453,469581,15278,74589.0,173,Yair17,8420000,MX,https://www.youtube.com/watch?v=nx6X4EhotV8
1,1,2020-08-23-2020-08-30,UCSKgOW8Pg_eZymYJyJc432g,ry9RkfQ2QKo,"Coronavirus India Update: koronaavaayrs ke 24 ghNtte meN 75 hjaar se jyaadaa Corona kes, ye 5 raajy ttoNp pr",2020-08-27T14:54:39Z,1778155,6463,1438,584.0,117,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=ry9RkfQ2QKo
2,2,2020-08-23-2020-08-30,UCIvaYmXn910QMdemBG3v1pQ,1tC93bpEdJE,DNA: koronaavaayrs kaa nyaa Version bhut khtrnaak | Sudhir Chaudhary | Covid 19 Mutation | Analysis,2020-08-25T18:05:13Z,1713906,18799,3415,1742.0,782,Zee News,15500000,IN,https://www.youtube.com/watch?v=1tC93bpEdJE
3,3,2020-08-23-2020-08-30,UCVXCo0W9pk2dDkEBNLhTt7A,dXlrAJ3vJPw,IPL BREAKING: Suresh Raina Pulls Out of IPL After CSK Covid Cases | Vikrant Gupta,2020-08-29T06:05:21Z,1313086,59075,5001,3328.0,317,Sports Tak,4740000,IN,https://www.youtube.com/watch?v=dXlrAJ3vJPw
4,4,2020-08-23-2020-08-30,UCUwiVO9Uq7ks1LWHHY7ZARQ,Uahbk7PLM_Y,Coronavirus India Update : koronaavaayrs  Unlock 4.0 ke lie gRh mNtraaly ne jaarii kii Guidelines,2020-08-29T22:37:35Z,1283704,4516,1091,256.0,131,Webdunia Hindi,1500000,IN,https://www.youtube.com/watch?v=Uahbk7PLM_Y
5,5,2020-08-23-2020-08-30,UCCJRFl1Qjo83GG_09U-DIBA,HHUwyh2_l4Q,Coronavirus India Update: bhaart todd' degaa amerikaa kaa rikoNrdd? 24 ghNtte meN koronaavaayrs ke 77266 ne kes,2020-08-28T07:07:50Z,1253020,2588,769,398.0,227,Live Hindustan,1470000,IN,https://www.youtube.com/watch?v=HHUwyh2_l4Q
6,6,2020-08-23-2020-08-30,UCl8wUKzoUVzg7U6ky1ZR8hQ,a5sg7GvlyYA,"Coronavirus News Update: bhaart meN phir aae 76 hjaar se jyaadaa koronaavaayrs kes, ek gudd nyuuj bhii |  NBT",2020-08-29T14:45:02Z,1174773,2886,1030,264.0,146,Navbharat Times नवभारत टाइम्स,2110000,IN,https://www.youtube.com/watch?v=a5sg7GvlyYA
7,7,2020-08-23-2020-08-30,UCSKgOW8Pg_eZymYJyJc432g,_cfxyVbwuVk,"Coronavirus India Update: koronaavaayrs se 24 laakh log tthiik, Unlock 4.0 Guidelines meN kyaa bdlegaa",2020-08-25T09:45:00Z,1074236,3937,862,395.0,156,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=_cfxyVbwuVk
8,8,2020-08-23-2020-08-30,UC9RM-iSvTu1uPJb8X5yp3EQ,H_akzwzghWQ,How COVID-19 Broke the Airline Pricing Model,2020-08-26T19:23:50Z,1431071,39250,765,1949.0,884,Wendover Productions,2690000,GB,https://www.youtube.com/watch?v=H_akzwzghWQ
9,9,2020-08-23-2020-08-30,UCGyZswzm4G-wEfRQHgMSAuw,eDK9gKeSvnU, News7 Tamil LIVE | Tamil News Live | News Live | niyuus7 tmilll | CoronaVirus | Stay Home Stay Safe,2020-08-29T07:01:56Z,749712,3457,4127,3162.0,0,News7 Tamil,4080000,IN,https://www.youtube.com/watch?v=eDK9gKeSvnU
10,10,2020-08-23-2020-08-30,UChDKyKQ59fYz3JO2fl0Z6sg,EX7f8vjyXV8,"Risk Of Surface Transmission Of Coronavirus Is Low, CDC Now Says | TODAY",2020-08-27T17:00:07Z,663725,6798,3208,10650.0,180,TODAY,2440000,Unknown,https://www.youtube.com/watch?v=EX7f8vjyXV8
11,11,2020-08-23-2020-08-30,UCupvZG-5ko_eiXAupbDfxWw,dvi-MX0VOsQ,"Trump calls Covid-19 treatment 'historic,' Dr. Gupta isn't convinced",2020-08-24T01:21:11Z,1171259,13492,695,1932.0,508,CNN,10500000,Unknown,https://www.youtube.com/watch?v=dvi-MX0VOsQ
