,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-08-16-2020-08-23,UCRWFSbif-RFENbBrSiez1DA,tP4ilhG0ZAY,Sushant Case Updates | India-China Clash | GDP Contracts | Coronavirus | ABP News Live,2020-08-20T06:32:30Z,16416906,63963,37262,0,0,ABP NEWS,26100000,IN,https://www.youtube.com/watch?v=tP4ilhG0ZAY
1,2020-08-16-2020-08-23,UCP2jAxVWGydif0Gb9uDoDog,7L92IaLjpXg,Our family tested positive for Covid-19..,2020-08-22T07:30:00Z,5721866,517524,14655,40910,1034,Miss McBlush,1350000,Unknown,https://www.youtube.com/watch?v=7L92IaLjpXg
2,2020-08-16-2020-08-23,UChWWgV84dW741VJH3GtSfdw,KgQ4aSWL8fg,Namatay ang papa ko at COVID Positive ang buong pamilya ko ,2020-08-18T11:30:43Z,2704488,144016,2878,14067,716,Bont Bryan Oropel,1450000,PH,https://www.youtube.com/watch?v=KgQ4aSWL8fg
3,2020-08-16-2020-08-23,UCGAR1p-zHqYAKo2Y1EtMnrg,LEaMnd6La7w,La COVID et les jeunes - La FAQ avec konbini,2020-08-18T07:56:22Z,1458309,N/A,N/A,N/A,114,Santé publique France,14800,Unknown,https://www.youtube.com/watch?v=LEaMnd6La7w
4,2020-08-16-2020-08-23,UCpPndhUatYo4NLn3fleQ2Fw,vN2eQ_CKZT8,Wzial rosyjska szczepionke przeciwko Covid-19,2020-08-17T06:27:43Z,1346084,28405,1206,888,58,HRejterzy,125000,PL,https://www.youtube.com/watch?v=vN2eQ_CKZT8
5,2020-08-16-2020-08-23,UCl8wUKzoUVzg7U6ky1ZR8hQ,Nlkrq4v4XRw,Coronavirus News Update: koronaavaayrs kb khtm hogaa? WHO ne Spanish Flu se tulnaa kr btaaii Time Limit,2020-08-22T10:22:25Z,1125487,7142,1267,597,397,Navbharat Times नवभारत टाइम्स,2110000,IN,https://www.youtube.com/watch?v=Nlkrq4v4XRw
6,2020-08-16-2020-08-23,UCpWaR3gNAQGsX48cIlQC0qw,8IJSmhsguMw,Je suis positif au Covid-19 (ca va beaucoup mieux),2020-08-21T16:55:57Z,841227,65624,1832,4983,634,Tibo InShape,7600000,Unknown,https://www.youtube.com/watch?v=8IJSmhsguMw
7,2020-08-16-2020-08-23,UCUBIrDsIVzRpKsClMlSlTpQ,sVc_VPSn_FI,El punto debil del coronavirus que encontro una fisica mexicana y como puede servir para bloquearlo,2020-08-22T14:30:02Z,842896,34098,1424,1525,251,BBC News Mundo,1490000,GB,https://www.youtube.com/watch?v=sVc_VPSn_FI
8,2020-08-16-2020-08-23,UCnj2A_LNDcHHQCB38y1Btwg,VFnMmVZds0w,Descubren como bloquear el Covid-19,2020-08-21T00:20:38Z,805676,9906,523,1073,190,RCN Radio,185000,CO,https://www.youtube.com/watch?v=VFnMmVZds0w
9,2020-08-16-2020-08-23,UCIPbzkl1kZ_9Gyuph_FGvzg,nmKKuydSPh8,Positive au Covid-19 ; faites attention a vous s&#39;il vous plait !,2020-08-16T08:15:28Z,762444,49528,1033,4550,1636,Juju Fitcats,2250000,FR,https://www.youtube.com/watch?v=nmKKuydSPh8
