,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-06-14-2020-06-21,UClOfk9gsvf5dKLZXuctxTNA,YwhL98NiCcc,Coronavirus 31 august stats and stats and figures.,2020-06-16T01:59:09Z,5749835,19068,3062,33,9929,NAV MED VIDEOS,63400,AU,https://www.youtube.com/watch?v=YwhL98NiCcc
1,2020-06-14-2020-06-21,UCVTyTA7-g9nopHeHbeuvpRA,Ym2n1MYQNBw,Trump's Coronavirus Cover-Up; Bolton's Tell-All Book: A Closer Look,2020-06-18T01:00:05Z,2296493,39359,1504,6365,778,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=Ym2n1MYQNBw
2,2020-06-14-2020-06-21,UCqVHGwQCmmGa2hjS7ydN4sQ,XPNctD-lrAY,?COMO SABER SI TENGO COVID Y QUE HACER? ?COVID-19 ASINTOMATICO?,2020-06-16T23:30:23Z,1866844,38293,2805,1750,1220,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=XPNctD-lrAY
3,2020-06-14-2020-06-21,UCrp_UI8XtuYfpiqluWLD7Lw,NIWnl5zLBIM,President Donald Trump comments on coronavirus vaccine progress,2020-06-16T17:18:08Z,1358850,6843,9880,8353,114,CNBC Television,863000,US,https://www.youtube.com/watch?v=NIWnl5zLBIM
4,2020-06-14-2020-06-21,UCJigKBjNneO7p8xvHLrGRCg,94--a-qsBwI,COVID 19 lkssnn kitne smy tk clte haiN | Coronavirus Symptoms,2020-06-20T07:11:55Z,962935,7746,659,470,185,Medtalks,77900,IN,https://www.youtube.com/watch?v=94--a-qsBwI
5,2020-06-14-2020-06-21,UCupvZG-5ko_eiXAupbDfxWw,KpwQga_HhJ4,16 friends got Covid after night out. Hear their warning,2020-06-17T17:07:58Z,931575,13964,2788,10265,273,CNN,10500000,Unknown,https://www.youtube.com/watch?v=KpwQga_HhJ4
6,2020-06-14-2020-06-21,UCLXo7UDZvByw2ixzpQCufnA,9Em0FSsI_VU,Empty middle seats on planes won&#39;t stop the coronavirus,2020-06-17T12:00:06Z,785267,18836,1200,1830,419,Vox,8610000,US,https://www.youtube.com/watch?v=9Em0FSsI_VU
7,2020-06-14-2020-06-21,UCupvZG-5ko_eiXAupbDfxWw,arZtsOWni0s,Cooper: Trump and Pence are lying. The Covid data proves it,2020-06-17T01:49:41Z,755265,11849,2840,7616,634,CNN,10500000,Unknown,https://www.youtube.com/watch?v=arZtsOWni0s
8,2020-06-14-2020-06-21,UCJigKBjNneO7p8xvHLrGRCg,5k5lxwnL0sk,COVID 19 ke vishisstt lkssnnoN ko jaannaa caahie | Symptoms of Coronavirus in Hindi | Symptoms of COVID19,2020-06-17T13:24:53Z,742176,10149,867,639,163,Medtalks,77900,IN,https://www.youtube.com/watch?v=5k5lxwnL0sk
9,2020-06-14-2020-06-21,UCftwRNsjfRo08xYE31tkiyw,AfOa3cvwyPg,Diary of a Trauma Surgeon: 10 Weeks of Covid-19 | WIRED,2020-06-18T16:34:41Z,644920,23938,329,1485,1402,WIRED,6840000,US,https://www.youtube.com/watch?v=AfOa3cvwyPg
10,2020-06-14-2020-06-21,UC4p6bEngiRCN7TyTxZVJ3OQ,4Q2MsqfhWZk,Coronavirus and Health Inequities,2020-06-19T18:36:47Z,612723,1958,4243,N/A,1865,JAMA Network,57300,US,https://www.youtube.com/watch?v=4Q2MsqfhWZk
11,2020-06-14-2020-06-21,UC4_NOlVIu_FjdTGhok5t4lg,4j-ko91bn_g,Encuentran primer medicamento que reduce la mortalidad por Covid-19,2020-06-17T02:13:22Z,553495,7911,475,980,413,Sinapsis EMP,134000,MX,https://www.youtube.com/watch?v=4j-ko91bn_g
12,2020-06-14-2020-06-21,UCqVHGwQCmmGa2hjS7ydN4sQ,tnSrO1T0l9g,COVID-19 POSITIVO ?COMO SABER SI TENGO EL VIRUS AUN?,2020-06-19T00:30:11Z,501911,9944,544,834,768,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=tnSrO1T0l9g
