,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-08-09-2020-08-16,UCpWaR3gNAQGsX48cIlQC0qw,7rlwxSPUcQk,ON EST POSITIF AU COVID-19 (coronavirus),2020-08-11T16:00:31Z,3243983,216647,8517,20628,793,Tibo InShape,7600000,Unknown,https://www.youtube.com/watch?v=7rlwxSPUcQk
1,2020-08-09-2020-08-16,UCIvaYmXn910QMdemBG3v1pQ,zaU_JPFHRs8,DNA: Russia August 12 ko loNnc kregaa Corona Vaccine | COVID-19 Vaccine | Sudhir Chaudhary,2020-08-10T17:38:12Z,2290704,36635,3710,2149,482,Zee News,15500000,IN,https://www.youtube.com/watch?v=zaU_JPFHRs8
2,2020-08-09-2020-08-16,UCGAR1p-zHqYAKo2Y1EtMnrg,UewPKDjwmg0,COVID-19 : pourquoi il est important de ne jamais oublier les gestes barrieres,2020-08-14T08:39:40Z,2490376,N/A,N/A,N/A,73,Santé publique France,14800,Unknown,https://www.youtube.com/watch?v=UewPKDjwmg0
3,2020-08-09-2020-08-16,UCSKgOW8Pg_eZymYJyJc432g,UF3QPLL_4ts,Russia COVID-19 Vaccine Update: ruus kii koronaavaayrs vaiksiin ke lie AIIMS Director btaaiiN 2 shrteN,2020-08-12T08:14:09Z,1931440,17953,1726,637,127,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=UF3QPLL_4ts
4,2020-08-09-2020-08-16,UCSKgOW8Pg_eZymYJyJc432g,O-t-YS9R0js,Russia Coronavirus Vaccine Update: ruus kii koronaavaayrs vaiksiin kb-kaise desh meN aa sktii hai | COVID-19,2020-08-13T14:12:12Z,1821005,14042,1669,416,183,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=O-t-YS9R0js
5,2020-08-09-2020-08-16,UCXIJgqnII2ZOINSWNOGFThA,tRP8Kzo8-jA,Chris Wallace presses Pelosi on coronavirus stimulus: &#39;Didn&#39;t you mess this up?&#39;,2020-08-09T18:38:24Z,1518541,12525,16425,30768,696,Fox News,6060000,US,https://www.youtube.com/watch?v=tRP8Kzo8-jA
6,2020-08-09-2020-08-16,UCUmRGR3a-g13O6pG927KQmg,tJ2mpcWabIU,Tin Tuc Tong hop Covid-19 Sang 13/8.Ca nhiem moi o Ha Noi nguon lay tu dau Cap nhat tin tuc  moi,2020-08-12T22:15:11Z,1278745,2181,647,155,1213,TIN TỨC 24H ONLINE,0,VN,https://www.youtube.com/watch?v=tJ2mpcWabIU
7,2020-08-09-2020-08-16,UCLXo7UDZvByw2ixzpQCufnA,r2fxJI_cP58,The risky way to speed up a coronavirus vaccine,2020-08-12T12:00:13Z,1193974,35704,1067,3306,553,Vox,8610000,US,https://www.youtube.com/watch?v=r2fxJI_cP58
8,2020-08-09-2020-08-16,UCBnZ16ahKA2DZ_T5W0FPUXg,BFd9hg13xRY,Safe ways to meet and greet during the Coronavirus Pandemic from ChuChu &amp; Friends - ChuChu TV,2020-08-09T12:43:43Z,1053292,6350,3403,0,123,ChuChu TV Nursery Rhymes & Kids Songs,39400000,IN,https://www.youtube.com/watch?v=BFd9hg13xRY
9,2020-08-09-2020-08-16,UCgWTcPsEX0VczNmuHs5eo_Q,qzUcg6PfiSQ,Me dio CORONAVIRUS / Cuidense mucho,2020-08-09T15:57:32Z,991673,68059,2765,8114,432,La Bala,6960000,MX,https://www.youtube.com/watch?v=qzUcg6PfiSQ
