,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-06-07-2020-06-14,UCBi2mrWuNuyYy4gbM6fU18Q,1iD0XdpSKxA,Counting cars: Satellite images suggest coronavirus may have hit China last fall l ABC News,2020-06-08T13:21:31Z,1482255,7088,2965,3934,250,ABC News,9670000,US,https://www.youtube.com/watch?v=1iD0XdpSKxA
1,2020-06-07-2020-06-14,UCEWHPFNilsT0IfQfutVzsag,UoS-WsIu65g,TESTE DE COVID,2020-06-11T14:00:09Z,1296835,100843,5398,4983,182,Porta dos Fundos,16600000,BR,https://www.youtube.com/watch?v=UoS-WsIu65g
2,2020-06-07-2020-06-14,UCln_SCEd4JiGkHIUZd1VlXw,AuKAg52mz4s,COVID-19 Antibodies: Why is Everyone Testing Negative? - NEW DATA,2020-06-12T23:58:33Z,817446,9842,584,3443,934,RUN-DMC,14800,Unknown,https://www.youtube.com/watch?v=AuKAg52mz4s
3,2020-06-07-2020-06-14,UC0L1suV8pVgO4pCAIBNGx5w,lgXqRSyyHOU,Inside COVID-19 conspiracy theories: from 5G towers to Bill Gates | 60 Minutes Australia,2020-06-07T11:50:51Z,697612,8406,1631,N/A,1296,60 Minutes Australia,2410000,AU,https://www.youtube.com/watch?v=lgXqRSyyHOU
4,2020-06-07-2020-06-14,UCBi2mrWuNuyYy4gbM6fU18Q,_npEomdjMNY,"Coronavirus death toll tops 110,000 in US",2020-06-08T02:27:41Z,656009,3673,1606,3917,161,ABC News,9670000,US,https://www.youtube.com/watch?v=_npEomdjMNY
5,2020-06-07-2020-06-14,UC8-Th83bH_thdKZDJCrn88g,olH7IDLHGUY,Robert De Niro Ridicules Trump's Response to the COVID-19 Pandemic,2020-06-11T04:20:12Z,578974,6270,784,2061,495,The Tonight Show Starring Jimmy Fallon,25400000,US,https://www.youtube.com/watch?v=olH7IDLHGUY
6,2020-06-07-2020-06-14,UCupvZG-5ko_eiXAupbDfxWw,FBiSQakXbjI,19 states see rise in Covid-19 cases amid reopening and protests,2020-06-13T00:29:47Z,573215,5126,2953,6247,468,CNN,10500000,Unknown,https://www.youtube.com/watch?v=FBiSQakXbjI
7,2020-06-07-2020-06-14,UCUBIrDsIVzRpKsClMlSlTpQ,-kpIq2W8Sqs,Coronavirus: 4 descubrimientos clave de la ciencia en los primeros 6 meses de la pandemia,2020-06-10T13:30:00Z,574884,19179,941,1315,370,BBC News Mundo,1490000,GB,https://www.youtube.com/watch?v=-kpIq2W8Sqs
8,2020-06-07-2020-06-14,UCvJJ_dzjViJCoLf5uKUTwoA,RoN2nGMltfw,Why Coronavirus May Change How Big Tech Works,2020-06-09T16:19:23Z,544711,5485,310,556,902,CNBC,1790000,Unknown,https://www.youtube.com/watch?v=RoN2nGMltfw
9,2020-06-07-2020-06-14,UCIALMKvObZNtJ6AmdCLP7Lg,NQTBlbx1Xjs,WHO Says Covid-19 Asymptomatic Transmission Is 'Very Rare',2020-06-08T23:29:28Z,480257,3800,525,1483,184,Bloomberg Markets and Finance,783000,Unknown,https://www.youtube.com/watch?v=NQTBlbx1Xjs
10,2020-06-07-2020-06-14,UC85VW73bQLEjs_taFKP7TwQ,RN81h85V6D4,How COVID-19 Affects the Body,2020-06-12T21:55:25Z,302541,6832,172,364,243,Nucleus Medical Media,2730000,US,https://www.youtube.com/watch?v=RN81h85V6D4
11,2020-06-07-2020-06-14,UCIRYBXDze5krPDzAEOxFGVA,gTskXsdMwc0,&#39;I did a little dance&#39;: PM Ardern declares New Zealand Covid-19 free,2020-06-08T05:28:35Z,290713,4695,232,1432,65,Guardian News,1300000,GB,https://www.youtube.com/watch?v=gTskXsdMwc0
12,2020-06-07-2020-06-14,UCYpRDnhk5H8h16jpS84uqsA,H0kasJuNDTw,Le coronavirus est-il sorti d'un laboratoire ? Episode 2 : la these de l'accident,2020-06-07T14:03:46Z,277739,6037,529,1069,819,Le Monde,885000,FR,https://www.youtube.com/watch?v=H0kasJuNDTw
13,2020-06-07-2020-06-14,UC_O_KkdH3SKsp3nHrjgJYWA,0yyMCT7-bZ4,Test rapido de coronavirus que discrimina anticuerpos IgG/IgM,2020-06-11T04:05:25Z,285414,1122,102,N/A,143,IAVANTE TV,4220,ES,https://www.youtube.com/watch?v=0yyMCT7-bZ4
14,2020-06-07-2020-06-14,UCknLrEdhRCp1aegoMqRaCZg,Z2UvQS87pqE,What are the COVID-19 long-term consequences? | COVID-19 Special,2020-06-08T16:39:19Z,199291,1931,103,424,730,DW News,1680000,DE,https://www.youtube.com/watch?v=Z2UvQS87pqE
15,2020-06-07-2020-06-14,UCvQECJukTDE2i6aCoMnS-Vg,weB1rG9xM7k,"Slavoj Zizek: Coronavirus, Black Lives Matter, and revolution | Big Think Edge",2020-06-11T18:08:57Z,148743,2769,165,573,3676,Big Think,2840000,US,https://www.youtube.com/watch?v=weB1rG9xM7k
16,2020-06-07-2020-06-14,UC_lEiu6917IJz03TnntWUaQ,dpaWRLrWSME,Coronavirus: ?los asintomaticos pueden contagiar el covid-19? La OMS aclara sus afirmaciones,2020-06-09T23:49:02Z,140999,1376,152,311,304,CNN en Español,1960000,US,https://www.youtube.com/watch?v=dpaWRLrWSME
17,2020-06-07-2020-06-14,UC07-dOwgza1IguKA86jqxNA,677pSwGauqs,Five things to know about COVID-19 transmission,2020-06-11T14:39:33Z,128314,887,150,128,162,World Health Organization (WHO),612000,Unknown,https://www.youtube.com/watch?v=677pSwGauqs
18,2020-06-07-2020-06-14,UCMSsLqxqvZsNXi0Z-VjN89A,DdrhgorJ5rk,How Does the Coronavirus Affect Kids?,2020-06-12T20:15:01Z,103067,2771,73,401,872,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=DdrhgorJ5rk
19,2020-06-07-2020-06-14,UCJcGtlQJ2Ac2YV76jH70KcA,fhShfC0Eczo,Prelevement naso-pharynge - COVID-19,2020-06-11T07:16:04Z,98923,291,83,N/A,159,CHU Angers,2550,FR,https://www.youtube.com/watch?v=fhShfC0Eczo
20,2020-06-07-2020-06-14,UCRwA1NUcUnwsly35ikGhp0A,uMRSHgxwlzA,Coronavirus: El Salvador intenta usar tecnologia para combatir COVID-19 | Noticias Telemundo,2020-06-11T18:33:25Z,70788,1268,44,199,133,Noticias Telemundo,3460000,US,https://www.youtube.com/watch?v=uMRSHgxwlzA
21,2020-06-07-2020-06-14,UCiMg06DjcUk5FRiM3g5sqoQ,LMBzjaVRChY,Youth Sports: Tips to Protect Players from COVID-19,2020-06-08T18:40:26Z,24584,110,7,13,128,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=LMBzjaVRChY
22,2020-06-07-2020-06-14,UCtbm6YyiSXVbrxNSGRlO7Sw,5HQSHcyaOGU,I GOT THE CORONAVIRUS PRANK ON HUSBAND!! | (He was scared!!!),2020-06-10T04:24:05Z,15319,832,2,49,1087,Married Goals,4060,US,https://www.youtube.com/watch?v=5HQSHcyaOGU
23,2020-06-07-2020-06-14,UCN_zHSNEjWkLz0U-x1gx_Ag,TiFLQVOlTRk,20/06/10 Coronavirus Tecnologia PAC-MAN. El Explicador. Capsula.,2020-06-10T23:59:53Z,2915,254,2,18,1920,El Explicador Sitio Oficial,19400,MX,https://www.youtube.com/watch?v=TiFLQVOlTRk
24,2020-06-07-2020-06-14,UCMZjeadL0c2PSix1Gr7mqKw,yDG6HB7sQV0,Protests and coronavirus are a TEST and we are FAILING! | Real Talk,2020-06-07T21:24:29Z,2242,256,2,78,797,WhatsHerFace,8800,CA,https://www.youtube.com/watch?v=yDG6HB7sQV0
25,2020-06-07-2020-06-14,UCld203k3DQnK_cTyB4zlo3Q,mhXY3WyCqAI,The Great Reset Plan Revealed  How COVID Ushers In The New World Order,2020-06-07T14:29:46Z,782,21,0,3,1325,His Grace I’ll Share,2040,AU,https://www.youtube.com/watch?v=mhXY3WyCqAI
26,2020-06-07-2020-06-14,UCgDQMIrPw13_g0KevwFAsYQ,mYuRpNgzWq8,Shahid Afridi tests positive for coronavirus #shahhidafridi,2020-06-13T10:32:15Z,652,5,0,0,95,Showbiz Star,0,PK,https://www.youtube.com/watch?v=mYuRpNgzWq8
27,2020-06-07-2020-06-14,UCEBSWJ511Yn5OmOz9Cw-3WQ,gUUBIR6rmro,What have we learned about Covid 19?,2020-06-08T19:36:47Z,597,1,0,0,280,WOBM-FM,1260,US,https://www.youtube.com/watch?v=gUUBIR6rmro
