,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-06-28-2020-07-05,UC3XTzVzaHQEd30rQbuvCtTQ,R652nwUcJRA,Coronavirus IX: Evictions: Last Week Tonight with John Oliver (HBO),2020-06-29T06:30:01Z,6799831,137218,5935,24030,1139,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=R652nwUcJRA
1,2020-06-28-2020-07-05,UCqVHGwQCmmGa2hjS7ydN4sQ,HIPCdz74XUw,"COVID-19, ?COMO IDENTIFICAR EL DIA 1[?] DE LA ENFERMEDAD",2020-07-04T00:30:09Z,1981184,39154,5731,N/A,1288,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=HIPCdz74XUw
2,2020-06-28-2020-07-05,UC9CYT9gSNLevX5ey2_6CK0Q,4sPfRD86URI,Covid-19 News: Corona Vaccine ko lekr PM Modi ne kii baitthk,2020-06-30T12:54:22Z,1448635,8197,1124,248,137,NDTV India,8570000,IN,https://www.youtube.com/watch?v=4sPfRD86URI
3,2020-06-28-2020-07-05,UCMSsLqxqvZsNXi0Z-VjN89A,w-NZeaEKRng,ICU Doctor: Top 10 Things I learned Treating Coronavirus Patients | COVID-19,2020-07-02T15:05:28Z,1163278,28570,1244,4264,933,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=w-NZeaEKRng
4,2020-06-28-2020-07-05,UC0QHWhjbe5fGJEPz3sVb6nw,flzR0DImUbk,Doctor Fact-Checks President Trump On Coronavirus,2020-07-01T21:00:16Z,1106410,95519,2419,16465,719,Doctor Mike,6120000,US,https://www.youtube.com/watch?v=flzR0DImUbk
5,2020-06-28-2020-07-05,UCqVHGwQCmmGa2hjS7ydN4sQ,pWA4viXVaMs,COVID-19[?] CUIDADO [?][?] EVITEMOS LLEGAR AL DIA 6[?]DE LOS SINTOMAS !![?],2020-06-30T00:15:09Z,1032827,21925,1515,1795,1021,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=pWA4viXVaMs
6,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,A_rMCaYkk68,US sets alarming new coronavirus record,2020-07-02T21:09:41Z,927147,8037,3930,10986,658,CNN,10500000,Unknown,https://www.youtube.com/watch?v=A_rMCaYkk68
7,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,02Wi5GSkdNk,Maps show explosive growth of coronavirus in US,2020-06-29T21:27:40Z,893656,7672,1638,6170,655,CNN,10500000,Unknown,https://www.youtube.com/watch?v=02Wi5GSkdNk
8,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,VGZyWPzZu8g,Trump says he believes coronavirus will just disappear,2020-07-01T21:23:37Z,854798,8374,2044,8264,485,CNN,10500000,Unknown,https://www.youtube.com/watch?v=VGZyWPzZu8g
9,2020-06-28-2020-07-05,UCQgWpmt02UtJkyO32HGUASQ,-NN89JhzOvk,"L&#39;espion, le Covid et le truand ? Maxime Renahy [EN DIRECT]",2020-07-01T20:18:13Z,788010,9969,699,189,8099,Thinkerview,634000,FR,https://www.youtube.com/watch?v=-NN89JhzOvk
10,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,nt06wMyE1zU,D.L. Hughley opens up about coronavirus battle,2020-07-03T14:37:22Z,602462,6288,1095,2781,402,CNN,10500000,Unknown,https://www.youtube.com/watch?v=nt06wMyE1zU
11,2020-06-28-2020-07-05,UCo7a6riBFJ3tkeHjvkXPn1g,7cgpMBRPj8o,How Hong Kong beat coronavirus and avoided lockdown | CNBC Reports,2020-06-29T21:00:02Z,583313,8820,363,1693,489,CNBC International,873000,GB,https://www.youtube.com/watch?v=7cgpMBRPj8o
12,2020-06-28-2020-07-05,UCZFMm1mMw0F81Z37aaEzTUA,YmdJT4feqm8,COVID-19 News: India&#39;s First Coronavirus Vaccine May Be Launched By August 15,2020-07-03T04:27:03Z,535861,4430,293,706,151,NDTV,8420000,IN,https://www.youtube.com/watch?v=YmdJT4feqm8
13,2020-06-28-2020-07-05,UCqVHGwQCmmGa2hjS7ydN4sQ,bhfBS4bFKOM,"IGG &amp; IGM PRUEBAS RAPIDAS EN EL COVID -19, ENTENDIENDO SU SIGNIFICADO [?]",2020-07-01T00:15:12Z,536831,11442,544,780,1189,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=bhfBS4bFKOM
14,2020-06-28-2020-07-05,UCbHFKMtqLYkIBRiPHJwxu_w,Lrp3DWDMDpY,Guatemala: familias optan por la medicina tradicional contra COVID-19,2020-06-28T04:56:26Z,439975,5104,207,548,146,teleSUR tv,1160000,Unknown,https://www.youtube.com/watch?v=Lrp3DWDMDpY
