,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-03-15-2020-03-22,UCf8w5m0YsRa8MHQ5bwSGmbw,iL53Y28Rp84,Asianet News Live TV | Malayalam News Live | eessyaanerrrr nyuus laiv|global battle against Covid 19,2020-03-15T01:45:33Z,257209287,267301,94572,0,0,asianetnews,4660000,IN,https://www.youtube.com/watch?v=iL53Y28Rp84
1,2020-03-15-2020-03-22,UCeJWZgSMlzqYEDytDnvzHnw,tkUvWJiTf9A,"Top News Stories From Gujarat,India and International | TV9 Gujarati LIVE",2020-03-19T02:42:21Z,120418050,166696,29986,0,0,TV9 Gujarati,1970000,IN,https://www.youtube.com/watch?v=tkUvWJiTf9A
2,2020-03-15-2020-03-22,UCsXVk37bltHxD1rDPwtNM8Q,BtN-goy9VOY,The Coronavirus Explained &amp; What You Should Do,2020-03-19T15:37:18Z,26621300,909878,12309,54571,515,Kurzgesagt – In a Nutshell,12800000,DE,https://www.youtube.com/watch?v=BtN-goy9VOY
3,2020-03-15-2020-03-22,UCoMdktPbSTixAyNGwb-UYkQ,_J60fQr0GWo,The shocking centre of the COVID-19 crisis,2020-03-19T23:03:57Z,11964667,31345,2283,272,319,Sky News,2590000,GB,https://www.youtube.com/watch?v=_J60fQr0GWo
4,2020-03-15-2020-03-22,UC3XTzVzaHQEd30rQbuvCtTQ,_066dEkycr4,Coronavirus II: Last Week Tonight with John Oliver (HBO),2020-03-16T06:30:02Z,11948437,355752,9725,38674,1331,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=_066dEkycr4
5,2020-03-15-2020-03-22,UCLXo7UDZvByw2ixzpQCufnA,-LKVUarhtvE,How soap kills the coronavirus,2020-03-18T12:00:00Z,9578179,211080,3844,10026,225,Vox,8610000,US,https://www.youtube.com/watch?v=-LKVUarhtvE
6,2020-03-15-2020-03-22,UCLXo7UDZvByw2ixzpQCufnA,dSQztKXR6k0,Why fighting the coronavirus depends on you,2020-03-16T16:54:22Z,6714834,188077,4243,10272,390,Vox,8610000,US,https://www.youtube.com/watch?v=dSQztKXR6k0
7,2020-03-15-2020-03-22,UC6QYFutt9cluQ3uSM963_KQ,PWzbArPgo-o,"COVID-19 | Coronavirus: Epidemiology, Pathophysiology, Diagnostics",2020-03-16T20:00:33Z,4948710,84915,2851,8444,3039,Ninja Nerd Lectures,648000,US,https://www.youtube.com/watch?v=PWzbArPgo-o
8,2020-03-15-2020-03-22,UCW39zufHfsuGgpLviKh297Q,3K3fy5eKeuM,Coronavirus in China | DW Documentary,2020-03-17T19:00:01Z,4813660,24234,3601,5239,1709,DW Documentary,1910000,DE,https://www.youtube.com/watch?v=3K3fy5eKeuM
9,2020-03-15-2020-03-22,UCH4BNI0-FOK2dMXoFtViWHw,fgBla7RepXU,What This Chart Actually Means for COVID-19,2020-03-17T22:59:44Z,3650185,113631,1988,7458,501,It's Okay To Be Smart,3400000,US,https://www.youtube.com/watch?v=fgBla7RepXU
