,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-05-31-2020-06-07,UCTXNz3gjAypWp3EhlIATEJQ,O78RReuTXf4,Covid19: Toda la informacion sobre la pandemia que afecta a Chile y al mundo | 24 Horas TVN Chile,2020-06-04T18:50:18Z,4978570,8314,3812,0,0,24horas.cl,790000,CL,https://www.youtube.com/watch?v=O78RReuTXf4
1,2020-05-31-2020-06-07,UCLXo7UDZvByw2ixzpQCufnA,2qdd7kirwIk,How deadly is Covid-19?,2020-06-04T12:29:40Z,1812737,41383,2224,3327,386,Vox,8610000,US,https://www.youtube.com/watch?v=2qdd7kirwIk
2,2020-05-31-2020-06-07,UCqVHGwQCmmGa2hjS7ydN4sQ,cVknsY2EICc,?COVID-19 [?][?]? ?Que se siente padecer de la enfermedad COVID-19? SINTOMAS DESDE EL DIA 1[?],2020-06-03T00:00:25Z,1509038,24913,2344,2038,1640,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=cVknsY2EICc
3,2020-05-31-2020-06-07,UCqnbDFdCpuN8CMEg0VuEBqA,a_58Q0H7KoI,Funeral Homes in Mexico Show Coronavirus' Hidden Death Toll | Coronavirus News,2020-06-05T13:30:00Z,1198270,9044,1912,2461,424,The New York Times,3110000,Unknown,https://www.youtube.com/watch?v=a_58Q0H7KoI
4,2020-05-31-2020-06-07,UCeY0bbntWzzVIaj2z3QigXg,MhWlXGJwlPM,Protests Leave Little Space For Social Distancing As Coronavirus Rages On | NBC Nightly News,2020-05-31T23:54:32Z,1010334,3790,2038,4272,157,NBC News,3810000,Unknown,https://www.youtube.com/watch?v=MhWlXGJwlPM
5,2020-05-31-2020-06-07,UCiMg06DjcUk5FRiM3g5sqoQ,2jGvVbfaLiQ,CDC COVID-19 Response Promising Practices in Health Equity,2020-06-03T18:04:47Z,756063,1691,3583,0,3829,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=2jGvVbfaLiQ
6,2020-05-31-2020-06-07,UCqVHGwQCmmGa2hjS7ydN4sQ,ewkLCdt8GKM,?IVERMECTINA EN EL MANEJO DEL COVID-19? APRENDIENDO SOBRE ESTE FARMACO ,2020-06-06T01:30:23Z,517045,9903,647,1397,1109,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=ewkLCdt8GKM
7,2020-05-31-2020-06-07,UC7c8mE90qCtu11z47U0KErg,MNS68IyfKvs,We test a home antibody kit for tracking Covid-19 transmission,2020-06-03T15:03:10Z,307335,1333,144,195,217,nature video,471000,Unknown,https://www.youtube.com/watch?v=MNS68IyfKvs
8,2020-05-31-2020-06-07,UCqYw-CTd1dU2yGI71sEyqNw,OB0qJwk5yA8,"24 Oras News Alert: Philippines confirms 862 more COVID-19 cases; total tops 18,000",2020-05-31T13:58:37Z,152120,526,101,0,89,GMA News,7170000,PH,https://www.youtube.com/watch?v=OB0qJwk5yA8
9,2020-05-31-2020-06-07,UC0PYLVq1zCVI_KNAG1kDo_A,yjGvIpFeSTA,"#54 ?COMO TRATO A MIS PACIENTES CON COVID-19? | ADRIAN HERNANDEZ, MD.",2020-06-01T22:00:19Z,130615,8435,200,1558,999,El Paciente Primero,25400,EC,https://www.youtube.com/watch?v=yjGvIpFeSTA
10,2020-05-31-2020-06-07,UC_giJ3xlEL9jUF1YfJdzzuQ,5hu7_xIsCRg,An Introduction to COVID-19 Tests,2020-06-04T18:00:03Z,127530,N/A,N/A,N/A,168,U.S. Food and Drug Administration,59500,US,https://www.youtube.com/watch?v=5hu7_xIsCRg
11,2020-05-31-2020-06-07,UCNUvsEya-Jq_Pw1t6R47hew,dfBP26riBvU,Coronavirus kaa ilaaj kaise ho rhaa hai? - Dr. Sushila (Hindi),2020-06-06T08:18:06Z,88976,1529,64,115,430,1mg,326000,IN,https://www.youtube.com/watch?v=dfBP26riBvU
12,2020-05-31-2020-06-07,UCQOG3onkMMk724xiNDkryPQ,4BYRyEZL4Wo,DISTRIBUITOR DE DEZINFECTANT CU AVERTIZARE CORONAVIRUS,2020-06-03T13:02:55Z,65320,6,0,0,53,INTELIFORM Engineering Solutions,24,Unknown,https://www.youtube.com/watch?v=4BYRyEZL4Wo
13,2020-05-31-2020-06-07,UCHOgtQ7wm3e_fdPPZnkkzYA,gvLA--hGU70,COVID-19: How to wear a non-medical mask or face covering properly,2020-06-02T19:50:44Z,36649,N/A,N/A,10,85,Healthy Canadians,7020,CA,https://www.youtube.com/watch?v=gvLA--hGU70
14,2020-05-31-2020-06-07,UCTSCpezTD0TjiiAOuJY7f5w,9Zfqfv2uDsI,COVID-19: From Exposure to Feeling Better,2020-06-05T21:11:09Z,19856,142,11,N/A,159,Washington State Department of Health,0,Unknown,https://www.youtube.com/watch?v=9Zfqfv2uDsI
15,2020-05-31-2020-06-07,UCsOtojdX-K3YcK8HPQfqZsw,IxAYb4rj7S8,Bishop&#39;s Orchards 2020 CSA - COVID-19 Safety Measures,2020-06-04T16:21:35Z,630,2,0,0,47,bishopsorchards,55,Unknown,https://www.youtube.com/watch?v=IxAYb4rj7S8
16,2020-05-31-2020-06-07,UC95DrqCICD5rgBDApXYMm1A,JgnQTTKOWtc,Grzegorz Braun na protescie przeciw przymusowi szczepien COVID WARSZAWA 06.06.20 o Globalnym rzadzie,2020-06-06T15:08:14Z,438,16,1,4,1018,Nie zapomnij o,2960,PL,https://www.youtube.com/watch?v=JgnQTTKOWtc
17,2020-05-31-2020-06-07,UCa9aeQdhtQ22JhIFvJaNR4A,-pgZAHj_PRI,The Box ( Coronavirus Remix ) Rahc Wilson feat. Prophecy,2020-05-31T23:40:21Z,253,14,0,1,202,Rahc Wilson,540,US,https://www.youtube.com/watch?v=-pgZAHj_PRI
18,2020-05-31-2020-06-07,UCEiYoJ62WkZ9Q2ffevhdmFQ,JzWRMp9bIIk,KLB Covid bersilang dengan KLB PSBB Part III (Full HD 1080),2020-06-01T00:59:40Z,209,17,0,0,218,Haryo Agung Laksmono,1100,Unknown,https://www.youtube.com/watch?v=JzWRMp9bIIk
19,2020-05-31-2020-06-07,UCefPsK-DSt05HjcA2UuJhnA,8URcxJUNtow,Silaturrahim &quot;Trah Tarunorejo&quot; (@Pandemi COVID-19),2020-06-01T01:00:52Z,475,7,1,0,5602,Itsnanta Mf - It's My Life,1070,ID,https://www.youtube.com/watch?v=8URcxJUNtow
20,2020-05-31-2020-06-07,UC-Tid1e3vyCE3-mT3EN6p-w,71-e3R4Gd_Y,Food shopping during the coronavirus pandemic,2020-06-01T17:37:46Z,67,8,0,N/A,221,Jayk Ninja,20,US,https://www.youtube.com/watch?v=71-e3R4Gd_Y
21,2020-05-31-2020-06-07,UC8TUf5dZuaTkp4wHemH-KZA,4FazngYZ_og,Salud mental del adolescente durante pandemia COVID-19 Presentacion de caso clinico,2020-06-05T15:30:27Z,0,79,0,0,0,SOS Telemedicina - Universidad Central de Venezuela,37200,Unknown,https://www.youtube.com/watch?v=4FazngYZ_og
