,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-02-16-2020-02-23,UCzznO4xSV8BKnUBPyswtCUw,ZC0gww2yznI,Chinese scientists says COVID-19/coronavirus could have originated from government ...,2020-02-17T00:15:32Z,4315971,17971,1962,7525,121,ARIRANG NEWS,397000,Unknown,https://www.youtube.com/watch?v=ZC0gww2yznI
1,2020-02-16-2020-02-23,UCElSxbeJh0r1B3KUQT1k4eA,HSGbs0GwJUM,?Que es el Coronavirus? Causas y origen,2020-02-19T19:34:00Z,2571715,24715,1981,54,293,Top Doctors LATAM,140000,MX,https://www.youtube.com/watch?v=HSGbs0GwJUM
2,2020-02-16-2020-02-23,UCMSsLqxqvZsNXi0Z-VjN89A,V-7SQGPkijs,Coronavirus Autopsy Report Analysis by Dr. Mike | COVID-19 Autopsy,2020-02-21T17:45:00Z,1840316,66997,1328,6850,623,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=V-7SQGPkijs
3,2020-02-16-2020-02-23,UCATNzbTbfeoMhNonZGZmrhA,sHP0UIdZyI4,What Is Coronavirus (COVID-19)?,2020-02-19T17:18:11Z,1717421,9165,982,627,271,Johns Hopkins Medicine,195000,US,https://www.youtube.com/watch?v=sHP0UIdZyI4
4,2020-02-16-2020-02-23,UCTrQ7HXWRRxr7OsOtodr2_w,rI_MG3ZnDak,How North Korea is reporting on coronavirus (English subtitles),2020-02-17T18:01:46Z,1461408,20350,537,5465,511,Channel 4 News,1430000,GB,https://www.youtube.com/watch?v=rI_MG3ZnDak
5,2020-02-16-2020-02-23,UCYpRDnhk5H8h16jpS84uqsA,qGXfijNZug4,Comment le coronavirus defie la censure chinoise,2020-02-18T15:23:08Z,1149471,19441,691,2348,421,Le Monde,885000,FR,https://www.youtube.com/watch?v=qGXfijNZug4
6,2020-02-16-2020-02-23,UC4SUWizzKc1tptprBkWjX2Q,WZjNtxofkXM,Disinfection tunnels built to clean people within 20 seconds amid coronavirus outbreak,2020-02-17T13:58:47Z,1036220,9555,281,1679,81,South China Morning Post,1370000,HK,https://www.youtube.com/watch?v=WZjNtxofkXM
7,2020-02-16-2020-02-23,UCDpHc1LkcEpiWR0q7ll5eZQ,bG6zISnenPg,NETEC: Personal Protective Equipment for COVID-19,2020-02-18T15:37:06Z,526598,N/A,N/A,N/A,1080,The NETEC,1990,US,https://www.youtube.com/watch?v=bG6zISnenPg
8,2020-02-16-2020-02-23,UCawhykebEeDYMLFNeEdnX7g,6HhnfThnaFo,SYAxRIA E07 : The Wuhan Virus AKA Covid-19,2020-02-21T11:58:52Z,349611,9439,404,608,1198,Dee Kosh,380000,SG,https://www.youtube.com/watch?v=6HhnfThnaFo
9,2020-02-16-2020-02-23,UCSW0CYhKC1J0cpknZvN8MvQ,Wx7-fiTaAH0,Hoe is het coronavirus ontstaan?,2020-02-22T09:00:05Z,225393,1483,111,291,271,Universiteit van Nederland,142000,NL,https://www.youtube.com/watch?v=Wx7-fiTaAH0
