,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-03-29-2020-04-05,UC3XTzVzaHQEd30rQbuvCtTQ,ElIf2DBrWzU,Coronavirus III: Last Week Tonight with John Oliver (HBO),2020-03-30T06:30:02Z,10126067,298382,10105,40492,1169,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=ElIf2DBrWzU
1,2020-03-29-2020-04-05,UCLXo7UDZvByw2ixzpQCufnA,FVIGhz3uwuQ,Coronavirus is not the flu. It&#39;s worse.,2020-04-01T15:45:00Z,7732481,165814,11665,18411,391,Vox,8610000,US,https://www.youtube.com/watch?v=FVIGhz3uwuQ
2,2020-03-29-2020-04-05,UChDKyKQ59fYz3JO2fl0Z6sg,jHdblyM_3hs,Dr. Anthony Fauci: Coronavirus Outbreak 'Is Going to Get Worse Before It Gets Better' | TODAY,2020-04-02T13:48:48Z,3384461,23007,2696,9012,417,TODAY,2440000,Unknown,https://www.youtube.com/watch?v=jHdblyM_3hs
3,2020-03-29-2020-04-05,UC0L1suV8pVgO4pCAIBNGx5w,pEQcvcyzQGE,Whistleblowers silenced by China could have stopped global coronavirus spread | 60 Minutes Australia,2020-03-29T23:56:40Z,3074459,28398,4494,N/A,812,60 Minutes Australia,2410000,AU,https://www.youtube.com/watch?v=pEQcvcyzQGE
4,2020-03-29-2020-04-05,UCgRBRE1DUP2w7HTH9j_L4OQ,0ts8X3HDtPE,Doctor Shares The Biggest Lie About COVID-19 | UK Data,2020-03-30T13:00:00Z,2454566,38746,3873,9472,319,Medlife Crisis,273000,GB,https://www.youtube.com/watch?v=0ts8X3HDtPE
5,2020-03-29-2020-04-05,UCWJhBqnyVdHAuxexgjghNFw,S-qo_HvnHE4,"Coronavirus, dubbi sulla riapertura delle scuole a settembre: &quot;C&#39;e rischio che restino chiuse&quot;",2020-03-30T08:37:47Z,2039935,14486,4485,0,0,Fanpage.it,2180000,IT,https://www.youtube.com/watch?v=S-qo_HvnHE4
6,2020-03-29-2020-04-05,UCoMdktPbSTixAyNGwb-UYkQ,6439aOtzEWs,Coronavirus fear grips workers in India,2020-03-29T13:58:10Z,1910582,9322,1127,5352,160,Sky News,2590000,GB,https://www.youtube.com/watch?v=6439aOtzEWs
7,2020-03-29-2020-04-05,UCBi2mrWuNuyYy4gbM6fU18Q,XlL0_m675_4,"US now has more than 105,000 cases of coronavirus",2020-03-29T03:36:50Z,1706531,12770,1612,10439,343,ABC News,9670000,US,https://www.youtube.com/watch?v=XlL0_m675_4
8,2020-03-29-2020-04-05,UCknLrEdhRCp1aegoMqRaCZg,2uGbAfs2JUg,"Coronavirus update: 770,000 cases, 33,000 deaths | DW News",2020-03-30T12:08:18Z,1623061,7278,1140,2120,1260,DW News,1680000,DE,https://www.youtube.com/watch?v=2uGbAfs2JUg
9,2020-03-29-2020-04-05,UC0p5jTq6Xx_DosDFxVXnWaQ,wUUWoN4LKuE,Covid-19: how bad will it be for the economy? | The Economist,2020-04-03T18:00:17Z,968685,12520,381,1180,393,The Economist,1580000,GB,https://www.youtube.com/watch?v=wUUWoN4LKuE
