,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-07-26-2020-08-02,UCK8sQmJBp8GCxrOtXWBpyEA,9iPvLx7gotk,Wear a mask. Help slow the spread of Covid-19.,2020-07-31T17:42:28Z,3406782,2438,983,381,15,Google,9300000,Unknown,https://www.youtube.com/watch?v=9iPvLx7gotk
1,2020-07-26-2020-08-02,UCSki2tX_5kadIdz3m8Q4Fvg,gsz5hqQR3xw,Apni Family Ka #RakhoPooraKhayaal | Protection against COVID-19 and other unforeseen illnesses,2020-07-31T12:54:43Z,3590117,15,0,N/A,20,Aditya Birla Capital,44300,IN,https://www.youtube.com/watch?v=gsz5hqQR3xw
2,2020-07-26-2020-08-02,UCmBT5CqUxf3-K5_IU9tVtBg,67Dq8ywvIDg,Tin moi nhat dich Covid-19: Da Nang &#39;dang rat nguy cap&#39; - VNEWS,2020-07-31T10:00:56Z,1918153,4251,1289,449,1677,VNEWS - TRUYỀN HÌNH THÔNG TẤN,315000,VN,https://www.youtube.com/watch?v=67Dq8ywvIDg
3,2020-07-26-2020-08-02,UCmBT5CqUxf3-K5_IU9tVtBg,xHysbsNasWw,Tin tuc dich Covid-19 moi nhat 01/08/2020 - Vnews,2020-08-01T00:03:19Z,1792862,4229,1191,634,1214,VNEWS - TRUYỀN HÌNH THÔNG TẤN,315000,VN,https://www.youtube.com/watch?v=xHysbsNasWw
4,2020-07-26-2020-08-02,UCH1oRy1dINbMVp3UFWrKP0w,PpjFZX40pM0,I&#39;m 16 and went to the hospital twice for COVID-19. This is what it&#39;s like l GMA Digital,2020-07-27T17:58:21Z,1663262,23059,1390,9305,313,Good Morning America,1930000,US,https://www.youtube.com/watch?v=PpjFZX40pM0
5,2020-07-26-2020-08-02,UC7723FqVehXq2zeRb3tP0hQ,lHmRgyM_SOc,Covid-19 hom nay: Viet Nam ghi nhan ca tu vong dau tien do dich virus corona (benh nhan 428) | FBNC,2020-07-31T09:06:22Z,1447676,4586,890,707,605,FBNC Vietnam,1060000,VN,https://www.youtube.com/watch?v=lHmRgyM_SOc
6,2020-07-26-2020-08-02,UCmBT5CqUxf3-K5_IU9tVtBg,Dhktra7wJSw,Tin moi nhat dich Covid-19: 2 nguoi Trung Quoc nhap canh trai phep co bieu hien sot - VNEWS,2020-08-01T10:04:02Z,1411784,3906,1134,881,1559,VNEWS - TRUYỀN HÌNH THÔNG TẤN,315000,VN,https://www.youtube.com/watch?v=Dhktra7wJSw
7,2020-07-26-2020-08-02,UCL9-pEHNBs3N4r2bMoXdLJA,bBa21UQ9lqg,Tin tuc dich do virus Corona (Covid-19) sang 30/7: Them 9 ca nhiem virus Corona moi | VTC Now,2020-07-30T00:02:24Z,1358889,4198,881,569,2052,VTC NOW,1740000,VN,https://www.youtube.com/watch?v=bBa21UQ9lqg
8,2020-07-26-2020-08-02,UC9k-yiEpRHMNVOnOi_aQK8w,AL85RiXmcZM,Man Allegedly Buys Lamborghini With COVID-19 Relief Money,2020-07-28T22:51:44Z,1297498,33213,704,3672,125,Inside Edition,7830000,US,https://www.youtube.com/watch?v=AL85RiXmcZM
9,2020-07-26-2020-08-02,UCupvZG-5ko_eiXAupbDfxWw,syyJc7jPDM0,Report: Kushner&#39;s Covid-19 testing plan &#39;went poof into thin air&#39;,2020-08-01T00:25:02Z,1183748,12900,1221,7202,399,CNN,10500000,Unknown,https://www.youtube.com/watch?v=syyJc7jPDM0
10,2020-07-26-2020-08-02,UCfa352_VIp2AI7R9Euh0QfA,jCyKt5wKXWg,COVID-19 Tro Lai &amp; Nguoi Trung Quoc | Cuoi Tuan Mat Ngu!,2020-08-01T15:00:16Z,1062337,63592,495,5073,665,JV,2030000,VN,https://www.youtube.com/watch?v=jCyKt5wKXWg
11,2020-07-26-2020-08-02,UCDCMjD1XIAsCZsYHNMGVcog,_GAcwm4dhIw,"Fever is not a predominant COVID symptom,Says AIIMS | V6 News",2020-07-27T06:17:34Z,1045910,4872,618,412,314,V6 News Telugu,5410000,IN,https://www.youtube.com/watch?v=_GAcwm4dhIw
12,2020-07-26-2020-08-02,UCmBT5CqUxf3-K5_IU9tVtBg,snsgBg4OByM,Tin tuc dich Covid-19 moi nhat ngay 30/7/2020 - Vnews,2020-07-30T09:13:56Z,1042001,2122,685,151,1327,VNEWS - TRUYỀN HÌNH THÔNG TẤN,315000,VN,https://www.youtube.com/watch?v=snsgBg4OByM
13,2020-07-26-2020-08-02,UCwbdE36Ey2CNeANU7Y23kww,GeCptUWXiXk,Le interviste Imbruttite - Gallipoli 2020 (CORONAVIRUS edition),2020-07-30T13:58:01Z,1025644,22853,1508,4339,384,Il Milanese Imbruttito,462000,Unknown,https://www.youtube.com/watch?v=GeCptUWXiXk
14,2020-07-26-2020-08-02,UCmBT5CqUxf3-K5_IU9tVtBg,FgwW8BMs6y8,Tin tuc dich Covid-19 moi nhat ngay 28/7/2020 - Vnews,2020-07-28T07:45:05Z,1021754,2667,710,230,968,VNEWS - TRUYỀN HÌNH THÔNG TẤN,315000,VN,https://www.youtube.com/watch?v=FgwW8BMs6y8
15,2020-07-26-2020-08-02,UC4oQAvXFuNlKivYjUynQKTA,IMuMQsvIJUE,"""El coronavirus no procede de la naturaleza ni salio de un mercado de Wuhan"" | Videos Semana",2020-07-29T22:09:09Z,961772,8649,728,1481,157,Revista Semana,706000,CO,https://www.youtube.com/watch?v=IMuMQsvIJUE
