,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-05-24-2020-05-31,UCr8Tl18qM93nNMDh4CLVqKA,D3EdI6G2tF4,Coronavirus Trailer | Ram Gopal Varma | Agasthya Manju | Latest Movie Trailers 2020 | #RGV,2020-05-26T12:00:09Z,7521905,141274,14102,9985,246,RGV,1150000,IN,https://www.youtube.com/watch?v=D3EdI6G2tF4
1,2020-05-24-2020-05-31,UCLXo7UDZvByw2ixzpQCufnA,n6QwnzbRUyA,How coronavirus spreads outdoors vs. indoors,2020-05-28T12:00:21Z,3960785,66619,6555,5572,363,Vox,8610000,US,https://www.youtube.com/watch?v=n6QwnzbRUyA
2,2020-05-24-2020-05-31,UCeY0bbntWzzVIaj2z3QigXg,rRA1LTsyZqA,Attendee At Packed Memorial Day Gathering Tests Positive For Coronavirus | NBC Nightly News,2020-05-30T23:35:15Z,2144798,8256,3798,8056,129,NBC News,3810000,Unknown,https://www.youtube.com/watch?v=rRA1LTsyZqA
3,2020-05-24-2020-05-31,UC0p5jTq6Xx_DosDFxVXnWaQ,f9v6givfTEA,Covid-19: why the economy could fare worse than you think | The Economist,2020-05-27T14:00:21Z,1943002,25770,1394,2142,527,The Economist,1580000,GB,https://www.youtube.com/watch?v=f9v6givfTEA
4,2020-05-24-2020-05-31,UCLXo7UDZvByw2ixzpQCufnA,jLbJayQygzw,What Bill Gates hopes we learn from coronavirus,2020-05-26T15:17:50Z,1843416,31026,22921,15899,237,Vox,8610000,US,https://www.youtube.com/watch?v=jLbJayQygzw
5,2020-05-24-2020-05-31,UCKII0Ml9S5wneKbHswmUrIQ,0zVk0RwgO-c,Temuan Gejala Baru Infeksi Covid-19,2020-05-29T07:00:01Z,737146,5599,1070,2124,199,CNN Indonesia,6160000,ID,https://www.youtube.com/watch?v=0zVk0RwgO-c
6,2020-05-24-2020-05-31,UCrfEMrohcMdA7YvSJLAEfXQ,0jqhW1FkaYI,Dibujo sobre el CORONAVIRUS (COVID-19) Facil | Drawing of Coronavirus,2020-05-29T13:30:01Z,530704,5405,647,0,476,KidsLet'sDraw,691000,PE,https://www.youtube.com/watch?v=0jqhW1FkaYI
7,2020-05-24-2020-05-31,UCTXNz3gjAypWp3EhlIATEJQ,10eohyOWt-o,"Cientifica de Wuhan: El coronavirus es ""solo la punta del iceberg""",2020-05-28T04:05:13Z,494916,2637,501,1079,179,24horas.cl,790000,CL,https://www.youtube.com/watch?v=10eohyOWt-o
8,2020-05-24-2020-05-31,UCQgWpmt02UtJkyO32HGUASQ,yAi_GKbpKUQ,"COVID-19, panique sociale, scientifique et politique ? Philippe Douste-Blazy [EN DIRECT]",2020-05-27T20:18:05Z,392712,5541,1037,125,10076,Thinkerview,634000,FR,https://www.youtube.com/watch?v=yAi_GKbpKUQ
9,2020-05-24-2020-05-31,UCG3ig8DBgfnZueZDDsacWZw,brc-JAC3pIo,Baseline&#39;s COVID-19 testing program: 5 steps to getting tested,2020-05-28T17:54:26Z,361777,1107,40,0,125,Project Baseline,1650,US,https://www.youtube.com/watch?v=brc-JAC3pIo
10,2020-05-24-2020-05-31,UCiMg06DjcUk5FRiM3g5sqoQ,ML3n1c0FHDI,Prevent COVID-19: Wear a Cloth Face Covering,2020-05-29T15:50:28Z,214652,659,211,0,94,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=ML3n1c0FHDI
11,2020-05-24-2020-05-31,UCBi2mrWuNuyYy4gbM6fU18Q,HxGFaWplW9o,Latin America emerges as COVID-19 hotspot,2020-05-24T02:04:34Z,179367,1813,226,916,141,ABC News,9670000,US,https://www.youtube.com/watch?v=HxGFaWplW9o
12,2020-05-24-2020-05-31,UC1a4RqaEpMsHja5dSlUE1mg,iv4mrCE6Tgg,Recognizing the symptoms of COVID-19,2020-05-27T09:33:17Z,170242,882,101,343,273,Medmastery,79600,AT,https://www.youtube.com/watch?v=iv4mrCE6Tgg
13,2020-05-24-2020-05-31,UCT7a_fVlSrjOs9jyvtH-uhA,YZnnnGheZJU,Home care for suspected and mild cases of COVID-19,2020-05-24T14:31:55Z,106120,1455,39,43,267,WHO Eastern Mediterranean Region,18300,Unknown,https://www.youtube.com/watch?v=YZnnnGheZJU
14,2020-05-24-2020-05-31,UCRwA1NUcUnwsly35ikGhp0A,DcFmdzUbtz4,Brasil supera a EE.UU. en muertes diarias por coronavirus | Noticias Telemundo,2020-05-26T23:52:04Z,54202,415,68,115,113,Noticias Telemundo,3460000,US,https://www.youtube.com/watch?v=DcFmdzUbtz4
15,2020-05-24-2020-05-31,UCGAR1p-zHqYAKo2Y1EtMnrg,Lx8ZA130JgA,Covid-19 | Bien utiliser son masque,2020-05-25T08:37:35Z,48275,N/A,N/A,N/A,132,Santé publique France,14800,Unknown,https://www.youtube.com/watch?v=Lx8ZA130JgA
16,2020-05-24-2020-05-31,UC1a4RqaEpMsHja5dSlUE1mg,RHIvHGcx_uw,Tracking disease progression of COVID-19,2020-05-27T09:40:35Z,46928,294,22,25,359,Medmastery,79600,AT,https://www.youtube.com/watch?v=RHIvHGcx_uw
17,2020-05-24-2020-05-31,UC07-dOwgza1IguKA86jqxNA,hj3ZyN0FR84,Free COVID-19 online courses on OpenWHO,2020-05-26T12:46:57Z,38185,357,63,63,65,World Health Organization (WHO),612000,Unknown,https://www.youtube.com/watch?v=hj3ZyN0FR84
