,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-03-08-2020-03-15,UCj6PcyLvpnIRT_2W_mwa9Aw,wHn1_QVoXGM,TN EN VIVO | Segui la cobertura de TODO NOTICIAS las 24hs,2020-03-14T14:41:11Z,120481130,N/A,N/A,0,0,Todo Noticias,1350000,AR,https://www.youtube.com/watch?v=wHn1_QVoXGM
1,2020-03-08-2020-03-15,UC0L1suV8pVgO4pCAIBNGx5w,Y7nZ4mw4mXw,"Journalist goes undercover at &quot;wet markets&quot;, where the Coronavirus started | 60 Minutes Australia",2020-03-08T21:34:28Z,14942484,106263,14267,N/A,1651,60 Minutes Australia,2410000,AU,https://www.youtube.com/watch?v=Y7nZ4mw4mXw
2,2020-03-08-2020-03-15,UCsT0YIqwnpJCM-mx7-gSA4Q,Fqw-9yMV0sI,Coronavirus Is Our Future | Alanna Shaikh | TEDxSMU,2020-03-11T19:00:14Z,6966659,155570,12256,19199,1006,TEDx Talks,26500000,Unknown,https://www.youtube.com/watch?v=Fqw-9yMV0sI
3,2020-03-08-2020-03-15,UCiMg06DjcUk5FRiM3g5sqoQ,QNo5ZDvKuHg,CDC Briefing Room: COVID-19 Update and Risks,2020-03-09T23:35:00Z,6626992,98038,8993,21210,207,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=QNo5ZDvKuHg
4,2020-03-08-2020-03-15,UC0QHWhjbe5fGJEPz3sVb6nw,5CRxyHU9Oxo,Doctor Fact-Checks Media On Coronavirus,2020-03-08T15:04:32Z,5585217,276315,6822,35769,577,Doctor Mike,6120000,US,https://www.youtube.com/watch?v=5CRxyHU9Oxo
5,2020-03-08-2020-03-15,UCi7GJNg51C3jgmYTUwqoUXA,JJIsmDhzoD0,Conan Shares Coronavirus Tips With His Staff - CONAN on TBS,2020-03-11T03:38:53Z,4319876,95382,4278,5633,416,Team Coco,8070000,US,https://www.youtube.com/watch?v=JJIsmDhzoD0
6,2020-03-08-2020-03-15,UCwKSTg8zeCojMLBPA9bS7NQ,2a4o9j_D-xs,Nuevo coronavirus COVID-19,2020-03-13T18:50:09Z,4166267,18300,2933,2092,46,Ministerio de Salud de la Nación,37000,Unknown,https://www.youtube.com/watch?v=2a4o9j_D-xs
7,2020-03-08-2020-03-15,UCvJJ_dzjViJCoLf5uKUTwoA,ek3T8xiu1Fw,The Race To Develop A Coronavirus Vaccine,2020-03-14T18:34:25Z,4033060,47733,2573,9285,615,CNBC,1790000,Unknown,https://www.youtube.com/watch?v=ek3T8xiu1Fw
8,2020-03-08-2020-03-15,UCAA-SoAGPNIjdLUUQxkQI2w,9RdV9m62OKE, SIGNOS y SINTOMAS del #CORONAVIRUS,2020-03-12T09:00:11Z,3124562,12785,3642,2657,145,SalusPlay,72400,ES,https://www.youtube.com/watch?v=9RdV9m62OKE
9,2020-03-08-2020-03-15,UCKjU3KzdbJE1EFcHVqXC3_g,14mRmD8zHOk,Watch what it&#39;s like to get tested for COVID-19,2020-03-12T02:26:37Z,2510533,8716,1017,N/A,119,CBC News: The National,825000,CA,https://www.youtube.com/watch?v=14mRmD8zHOk
