,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-08-23-2020-08-30,UCXH1p4gixwXwrUGSx-WvLNQ,nx6X4EhotV8,POSITIVO COVID-19,2020-08-28T20:40:26Z,2155669,419356,12604,68007,173,Yair17,8420000,MX,https://www.youtube.com/watch?v=nx6X4EhotV8
1,2020-08-23-2020-08-30,UCSKgOW8Pg_eZymYJyJc432g,ry9RkfQ2QKo,"Coronavirus India Update: koronaavaayrs ke 24 ghNtte meN 75 hjaar se jyaadaa Corona kes, ye 5 raajy ttoNp pr",2020-08-27T14:54:39Z,1773394,6497,1436,594,117,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=ry9RkfQ2QKo
2,2020-08-23-2020-08-30,UCIvaYmXn910QMdemBG3v1pQ,1tC93bpEdJE,DNA: koronaavaayrs kaa nyaa Version bhut khtrnaak | Sudhir Chaudhary | Covid 19 Mutation | Analysis,2020-08-25T18:05:13Z,1304011,16234,2858,1606,782,Zee News,15500000,IN,https://www.youtube.com/watch?v=1tC93bpEdJE
3,2020-08-23-2020-08-30,UCVXCo0W9pk2dDkEBNLhTt7A,dXlrAJ3vJPw,IPL BREAKING: Suresh Raina Pulls Out of IPL After CSK Covid Cases | Vikrant Gupta,2020-08-29T06:05:21Z,1288985,58856,4940,3394,317,Sports Tak,4740000,IN,https://www.youtube.com/watch?v=dXlrAJ3vJPw
4,2020-08-23-2020-08-30,UCUwiVO9Uq7ks1LWHHY7ZARQ,Uahbk7PLM_Y,Coronavirus India Update : koronaavaayrs  Unlock 4.0 ke lie gRh mNtraaly ne jaarii kii Guidelines,2020-08-29T22:37:35Z,1281233,4557,1091,258,131,Webdunia Hindi,1500000,IN,https://www.youtube.com/watch?v=Uahbk7PLM_Y
5,2020-08-23-2020-08-30,UCCJRFl1Qjo83GG_09U-DIBA,HHUwyh2_l4Q,Coronavirus India Update: bhaart todd' degaa amerikaa kaa rikoNrdd? 24 ghNtte meN koronaavaayrs ke 77266 ne kes,2020-08-28T07:07:50Z,1250070,2598,767,399,227,Live Hindustan,1470000,IN,https://www.youtube.com/watch?v=HHUwyh2_l4Q
6,2020-08-23-2020-08-30,UCl8wUKzoUVzg7U6ky1ZR8hQ,a5sg7GvlyYA,"Coronavirus News Update: bhaart meN phir aae 76 hjaar se jyaadaa koronaavaayrs kes, ek gudd nyuuj bhii |  NBT",2020-08-29T14:45:02Z,1172426,2917,1028,273,146,Navbharat Times नवभारत टाइम्स,2110000,IN,https://www.youtube.com/watch?v=a5sg7GvlyYA
7,2020-08-23-2020-08-30,UCSKgOW8Pg_eZymYJyJc432g,_cfxyVbwuVk,"Coronavirus India Update: koronaavaayrs se 24 laakh log tthiik, Unlock 4.0 Guidelines meN kyaa bdlegaa",2020-08-25T09:45:00Z,1064580,3954,858,394,156,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=_cfxyVbwuVk
8,2020-08-23-2020-08-30,UC9RM-iSvTu1uPJb8X5yp3EQ,H_akzwzghWQ,How COVID-19 Broke the Airline Pricing Model,2020-08-26T19:23:50Z,919489,31023,533,1595,884,Wendover Productions,2690000,GB,https://www.youtube.com/watch?v=H_akzwzghWQ
9,2020-08-23-2020-08-30,UCGyZswzm4G-wEfRQHgMSAuw,eDK9gKeSvnU, News7 Tamil LIVE | Tamil News Live | News Live | niyuus7 tmilll | CoronaVirus | Stay Home Stay Safe,2020-08-29T07:01:56Z,901238,3195,580,0,0,News7 Tamil,4080000,IN,https://www.youtube.com/watch?v=eDK9gKeSvnU
10,2020-08-23-2020-08-30,UChDKyKQ59fYz3JO2fl0Z6sg,EX7f8vjyXV8,"Risk Of Surface Transmission Of Coronavirus Is Low, CDC Now Says | TODAY",2020-08-27T17:00:07Z,744407,3458,4116,3200,180,TODAY,2440000,Unknown,https://www.youtube.com/watch?v=EX7f8vjyXV8
11,2020-08-23-2020-08-30,UCupvZG-5ko_eiXAupbDfxWw,dvi-MX0VOsQ,"Trump calls Covid-19 treatment 'historic,' Dr. Gupta isn't convinced",2020-08-24T01:21:11Z,661318,6794,3206,10729,508,CNN,10500000,Unknown,https://www.youtube.com/watch?v=dvi-MX0VOsQ
12,2020-08-23-2020-08-30,UCZaT_X_mc0BI-djXOlfhqWQ,IsNN6d_5oJ8,Business Is Booming for the Italian Mafia During COVID,2020-08-27T10:00:05Z,639342,9077,425,1368,746,VICE News,5650000,US,https://www.youtube.com/watch?v=IsNN6d_5oJ8
13,2020-08-23-2020-08-30,UCSKgOW8Pg_eZymYJyJc432g,Sok_0U_8Cyw,"Coronavirus India Update: koronaavaayrs se 26 laakh paar log tthiik, 7 September se Unlock 4.0 Guidelines",2020-08-29T08:58:48Z,637764,5068,1325,566,224,Dainik Jagran,2490000,IN,https://www.youtube.com/watch?v=Sok_0U_8Cyw
