,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-03-01-2020-03-08,UC9CYT9gSNLevX5ey2_6CK0Q,l9ViEIip9q4,NDTV India LIVE TV - Watch Latest News in Hindi | hiNdii smaacaar,2020-03-02T09:47:22Z,385516417,1032932,198471,N/A,0,NDTV India,8570000,IN,https://www.youtube.com/watch?v=l9ViEIip9q4
1,2020-03-01-2020-03-08,UCLXo7UDZvByw2ixzpQCufnA,TPpoJGYlW54,How wildlife trade is linked to coronavirus,2020-03-06T13:00:04Z,22573097,395275,22245,58460,529,Vox,8610000,US,https://www.youtube.com/watch?v=TPpoJGYlW54
2,2020-03-01-2020-03-08,UC3XTzVzaHQEd30rQbuvCtTQ,c09m5f7Gnic,Coronavirus: Last Week Tonight with John Oliver (HBO),2020-03-02T07:30:02Z,15100146,301821,12060,26328,1210,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=c09m5f7Gnic
3,2020-03-01-2020-03-08,UC6qrG3W8SMK0jior2olka3g,mRe-514tGMg,EarthCam Live:  Times Square in 4K,2020-03-07T17:40:12Z,14693333,56460,3823,0,0,EarthCam,171000,US,https://www.youtube.com/watch?v=mRe-514tGMg
4,2020-03-01-2020-03-08,UCMtFAi84ehTSYSE9XoHefig,jB4FUHHMI24,Neil deGrasse Tyson On Coronavirus: Will People Listen To Science?,2020-03-07T08:35:00Z,4002868,73773,3662,10022,655,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=jB4FUHHMI24
5,2020-03-01-2020-03-08,UCPgLNge0xqQHWM5B5EFH9Cg,VLHDJPit4oI,What does a Coronavirus isolation pod look like?,2020-03-05T11:56:34Z,3817983,10317,1198,N/A,68,The Telegraph,1370000,GB,https://www.youtube.com/watch?v=VLHDJPit4oI
6,2020-03-01-2020-03-08,UCVTyTA7-g9nopHeHbeuvpRA,JiqFnKXf3do,Trump Keeps Lying About the Coronavirus Outbreak: A Closer Look,2020-03-06T02:00:24Z,3411125,43651,4220,8676,562,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=JiqFnKXf3do
7,2020-03-01-2020-03-08,UCe5-b0fCK3eQCpwS6MT0aNw,qTxtJr5gqAE,?Cuales son los sintomas y efectos del coronavirus?,2020-03-03T20:52:35Z,3403914,23983,2341,2202,369,EL TIEMPO,768000,CO,https://www.youtube.com/watch?v=qTxtJr5gqAE
8,2020-03-01-2020-03-08,UCwI-JbGNsojunnHbFAc0M4Q,OQD_-2KI244,Coronavirus : la Chine en quarantaine | ARTE Reportage,2020-03-03T15:00:06Z,3359121,23894,1728,3512,2163,ARTE,1410000,FR,https://www.youtube.com/watch?v=OQD_-2KI244
9,2020-03-01-2020-03-08,UCTrQ7HXWRRxr7OsOtodr2_w,dcJDpV-igjs,Coronavirus expert: &#39;War is an appropriate analogy&#39;,2020-03-06T17:57:35Z,2681378,29375,2060,10277,1193,Channel 4 News,1430000,GB,https://www.youtube.com/watch?v=dcJDpV-igjs
10,2020-03-01-2020-03-08,UCPgLNge0xqQHWM5B5EFH9Cg,2bI5pQGXl2o,What happens to your body when you get coronavirus,2020-03-04T17:55:15Z,2576570,20432,1152,N/A,126,The Telegraph,1370000,GB,https://www.youtube.com/watch?v=2bI5pQGXl2o
11,2020-03-01-2020-03-08,UCeY0bbntWzzVIaj2z3QigXg,NLGX2L9JLa8,Coronavirus Patient Explains The Worst Symptoms | NBC News,2020-03-05T20:29:51Z,2519045,18190,931,4454,198,NBC News,3810000,Unknown,https://www.youtube.com/watch?v=NLGX2L9JLa8
12,2020-03-01-2020-03-08,UCGXbLrVe8vnkiFv7q2vYv3w,US2eN3xbu_I,Esto es lo que va a pasar con el coronavirus segun los expertos,2020-03-02T17:34:34Z,2282650,14685,1369,2456,132,El Mundo,295000,ES,https://www.youtube.com/watch?v=US2eN3xbu_I
13,2020-03-01-2020-03-08,UC1a4RqaEpMsHja5dSlUE1mg,1PLdl6NDGDE,COVID-19 Update 3: Symptoms of COVID-19 [New Version in Description],2020-03-05T14:14:36Z,1876318,8543,745,2518,157,Medmastery,79600,AT,https://www.youtube.com/watch?v=1PLdl6NDGDE
14,2020-03-01-2020-03-08,UCC552Sd-3nyi_tk2BudLUzA,oqtfqVsFaqc,What Happens When There Is A Pandemic? | CORONAVIRUS,2020-03-04T09:21:54Z,1849111,61851,1331,4448,432,AsapSCIENCE,9410000,Unknown,https://www.youtube.com/watch?v=oqtfqVsFaqc
15,2020-03-01-2020-03-08,UCVSNOxehfALut52NbkfRBaA,8-pWtWRf7AA,Saudi Arabia&#39;s Mecca Empty of Pilgrims Amid Coronavirus,2020-03-05T18:12:59Z,1767420,10759,1081,2374,53,VOA News,1330000,US,https://www.youtube.com/watch?v=8-pWtWRf7AA
16,2020-03-01-2020-03-08,UCOmrniWfKi-uCD6Oh6fqhgw,sWjYs7aILZ8,CORONAVIRUS PANDEMIC EXPLAINED - CORONA OUTBREAK 2020,2020-03-05T17:34:37Z,1546477,18227,1185,2193,607,MEDSimplified,400000,IN,https://www.youtube.com/watch?v=sWjYs7aILZ8
17,2020-03-01-2020-03-08,UChDKyKQ59fYz3JO2fl0Z6sg,q-rVcaFSfSA,Coronavirus Shopping List: What You May Need To Have On Hand | TODAY,2020-03-05T16:00:11Z,1534911,14260,1170,2483,466,TODAY,2440000,Unknown,https://www.youtube.com/watch?v=q-rVcaFSfSA
18,2020-03-01-2020-03-08,UCpzdzxPD8acq8ssStKvDNtw,PkUlCIFE45M,Coronavirus Outbreak | How to protect yourself | Kids Learning Cartoon | Dr. Panda TotoTime,2020-03-07T22:30:11Z,1472060,8479,1263,0,374,Dr. Panda TotoTime – Official Channel,149000,US,https://www.youtube.com/watch?v=PkUlCIFE45M
19,2020-03-01-2020-03-08,UC6o-wWU-v2ClFMwougmK7dA,BkbztWS4-9I,Coronavirus: The conspiracy theories spreading fake news - BBC Newsnight,2020-03-05T14:32:27Z,1238713,4421,5579,8724,638,BBC Newsnight,608000,GB,https://www.youtube.com/watch?v=BkbztWS4-9I
20,2020-03-01-2020-03-08,UChirEOpgFCupRAk5etXqPaA,n0y63uG02sY,This Couple is Fighting the Coronavirus Side by Side in Wuhan,2020-03-02T10:54:22Z,1200605,13416,612,1331,139,Bloomberg QuickTake News,499000,US,https://www.youtube.com/watch?v=n0y63uG02sY
21,2020-03-01-2020-03-08,UCIRYBXDze5krPDzAEOxFGVA,Yo81j6o97Z4,&#39;It&#39;s all fake!&#39;: Chinese official heckled by residents on visit to Wuhan,2020-03-06T10:20:26Z,1105903,7970,493,3708,72,Guardian News,1300000,GB,https://www.youtube.com/watch?v=Yo81j6o97Z4
22,2020-03-01-2020-03-08,UCVTyTA7-g9nopHeHbeuvpRA,8_WZym7ZJXE,"Alexandria Ocasio-Cortez Talks Coronavirus, the 2020 Election and the Youth Vote",2020-03-06T11:00:02Z,1069902,20988,1429,4534,377,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=8_WZym7ZJXE
23,2020-03-01-2020-03-08,UCXwDLMDV86ldKoFVc_g8P0g,DaUNp1NWSzQ,Coronavirus: un medecin contamine temoigne,2020-03-04T13:00:37Z,1044005,10683,790,2483,173,BFMTV,803000,Unknown,https://www.youtube.com/watch?v=DaUNp1NWSzQ
24,2020-03-01-2020-03-08,UCPEAYzwc7QJg4DL5x6U3AEQ,seA1wbXUQTs,Coronavirus | How to wash your hands,2020-03-05T17:27:15Z,985084,4967,339,764,37,Babylon Health,10000,GB,https://www.youtube.com/watch?v=seA1wbXUQTs
25,2020-03-01-2020-03-08,UCVTx7AHcRM8auQ68PLDwrjA,vlzxSleRnmg,Coronavirus Covid-19: Claves para entender la enfermedad y protegerse - Clinica Alemana,2020-03-06T18:57:11Z,860478,N/A,N/A,N/A,154,Clínica Alemana,36100,Unknown,https://www.youtube.com/watch?v=vlzxSleRnmg
26,2020-03-01-2020-03-08,UC9ohLcxGUDGVIp69s26swuw,xxHZR7ZbeSg,La VERDAD del CORONAVIRUS (reflexiones de un medico de familia) ,2020-03-07T20:12:38Z,859336,9384,1262,1685,1499,Alberto Sanagustín,380000,ES,https://www.youtube.com/watch?v=xxHZR7ZbeSg
27,2020-03-01-2020-03-08,UCUsm-fannqOY02PNN67C0KA,-o2wOXnpSjo,Estos son los sintomas del coronavirus COVID-19 - Despierta,2020-03-02T15:23:06Z,765225,4380,496,656,155,Noticieros Televisa,3170000,MX,https://www.youtube.com/watch?v=-o2wOXnpSjo
28,2020-03-01-2020-03-08,UCG-iSMVtWbbwDDXgXXypARQ,Eeh054-Hx1U,"Coronavirus Epidemic Update 32: Important Data from South Korea, Can Zinc Help Prevent COVID-19?",2020-03-06T20:46:30Z,671291,12659,312,2294,1198,MedCram - Medical Lectures Explained CLEARLY,811000,US,https://www.youtube.com/watch?v=Eeh054-Hx1U
29,2020-03-01-2020-03-08,UCPyMN8DzkFl2__xnTEiGZ1w,ALRLihS19kQ,"Coronavirus COVID-19 Symptoms, Causes, Prevention Nursing Review",2020-03-02T23:18:30Z,524450,N/A,N/A,447,742,RegisteredNurseRN,1020000,US,https://www.youtube.com/watch?v=ALRLihS19kQ
