,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2019-12-08-2019-12-15,UCup3etEdjyF1L3sRbU-rKLw,zcrUCvBD16k,24 News Live TV  | HD Live Streaming | Live Corona Update | Malayalam Live News | Twentyfour News,2019-12-08T14:22:54Z,267853375,239287,57393,0,0,24 News,1520000,IN,https://www.youtube.com/watch?v=zcrUCvBD16k
1,2019-12-08-2019-12-15,UCRPJxt_popozF_ppRAvVcZw,zpzGxXlOxGw,Muzicki gosti: S.A.R.S. | ep188deo08,2019-12-14T20:56:43Z,102000,401,14,10,74,24 minuta sa Zoranom Kesićem - Zvanični kanal,348000,RS,https://www.youtube.com/watch?v=zpzGxXlOxGw
2,2019-12-08-2019-12-15,UCRPJxt_popozF_ppRAvVcZw,q7P76IElKrg,S.A.R.S. - Veruj mi | ep188deo09,2019-12-14T20:56:43Z,91874,665,30,38,195,24 minuta sa Zoranom Kesićem - Zvanični kanal,348000,RS,https://www.youtube.com/watch?v=q7P76IElKrg
3,2019-12-08-2019-12-15,UCyIhHTLqM1noQbdFuX45EaA,BNNIGTKLNTA,What is colloidal silver? | Colloidal silver benefits for humans | ANTIVIRAL | Coronavirus | Adrian,2019-12-09T18:20:09Z,23739,1138,6,312,493,Adrian,17400,GB,https://www.youtube.com/watch?v=BNNIGTKLNTA
4,2019-12-08-2019-12-15,UCYi7U450OjDRzCakBWrb6sQ,MCGt_Z3WYE8,Wuhan is Amaaaaazing - #TricityWuhan Behind the scenes,2019-12-09T08:47:35Z,15268,8,0,2,218,Visit Wuhan,0,CN,https://www.youtube.com/watch?v=MCGt_Z3WYE8
5,2019-12-08-2019-12-15,UC08CZvnOD4TQdpfcK8F7WJA,Vrs_1WZqN_4,Coughing/Coronavirus Type Beat,2019-12-12T19:14:41Z,13513,381,10,48,106,remo,828,Unknown,https://www.youtube.com/watch?v=Vrs_1WZqN_4
6,2019-12-08-2019-12-15,UC8hqMmLxz7wEUuyZROJQOyA,iblpVMRBP4s,#Koesplues #covid 19 #Corona  andaikan kau datang kembali - koesplus cover erik satrio,2019-12-13T08:52:59Z,13452,263,3,42,219,ERIK SATRIO OFFICIAL,4830,ID,https://www.youtube.com/watch?v=iblpVMRBP4s
7,2019-12-08-2019-12-15,UC_vRepQuzI527GtEP1pGYZw,_RXub0GRvYg,WATCH | Malema says 'Nugent helped to capture SARS',2019-12-14T16:13:57Z,7251,43,6,N/A,91,News24,443000,ZA,https://www.youtube.com/watch?v=_RXub0GRvYg
8,2019-12-08-2019-12-15,UCshnMHKfGKB268lr7moQ3Og,JDKJa7bP3Wo,How to make string art in 10 min | Toturial || Quarantine Mood ||  covid-19,2019-12-14T20:04:35Z,6899,214,4,1,582,EDM Group Tv,1830,US,https://www.youtube.com/watch?v=JDKJa7bP3Wo
9,2019-12-08-2019-12-15,UCZbxbsTjgP4LeGHCIRr-iXw,ZIi9aJ4Wy84,China Touring Car Championship 2019 Wuhan Race 1 Start Colin Turkington Flips Red Flag,2019-12-14T16:15:23Z,5026,14,2,2,211,puck7,1230,Unknown,https://www.youtube.com/watch?v=ZIi9aJ4Wy84
