,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-04-12-2020-04-19,UCDGiCfCZIV5phsoGiPwIcyQ,NMre6IAAAiU,"[LIVE] Coronavirus Pandemic: Real Time Counter, World Map, News",2020-04-17T12:57:56Z,157026002,236503,22290,0,0,Roylab Stats,844000,KR,https://www.youtube.com/watch?v=NMre6IAAAiU
1,2020-04-12-2020-04-19,UC3XTzVzaHQEd30rQbuvCtTQ,6s4Bx7mzNkM,Coronavirus IV: Last Week Tonight with John Oliver (HBO),2020-04-13T06:45:02Z,8389645,197106,6988,29089,1238,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=6s4Bx7mzNkM
2,2020-04-12-2020-04-19,UCMSsLqxqvZsNXi0Z-VjN89A,LV8wWhjTKRU,How Coronavirus Kills Some People But Not Others - I&#39;m a Lung Doctor (MEDICAL TRUTH) | COVID-19,2020-04-15T18:44:26Z,2430768,51606,2120,7828,1361,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=LV8wWhjTKRU
3,2020-04-12-2020-04-19,UCBi2mrWuNuyYy4gbM6fU18Q,SZ-Z9i9Wzec,"US death toll surpasses 20,000 amid coronavirus pandemic",2020-04-12T02:01:03Z,1554823,9218,1908,7824,345,ABC News,9670000,US,https://www.youtube.com/watch?v=SZ-Z9i9Wzec
4,2020-04-12-2020-04-19,UCrp_UI8XtuYfpiqluWLD7Lw,229Fi8fOtho,Coronavirus: Why Germany has been so successful in dealing with COVID-19,2020-04-13T19:56:15Z,1539927,38059,2414,14133,548,CNBC Television,863000,US,https://www.youtube.com/watch?v=229Fi8fOtho
5,2020-04-12-2020-04-19,UCp0hYYBW6IMayGgR-WeoCvQ,5oEcxMfwJnw,"Bill Gates on Finding a Vaccine for COVID-19, the Economy, and Returning to 'Normal Life'",2020-04-13T13:00:09Z,1240233,19083,30521,N/A,1109,TheEllenShow,37600000,US,https://www.youtube.com/watch?v=5oEcxMfwJnw
6,2020-04-12-2020-04-19,UChLtXXpo4Ge1ReTEboVvTDg,_-P-rUOPz_s,Coronavirus outbreak: United States surpasses Italy for most COVID-19 deaths,2020-04-12T02:45:04Z,1193738,4225,598,2281,316,Global News,1980000,CA,https://www.youtube.com/watch?v=_-P-rUOPz_s
7,2020-04-12-2020-04-19,UCLXo7UDZvByw2ixzpQCufnA,421fmflQX0E,What the coronavirus looks like up close,2020-04-14T14:00:00Z,1178522,24216,806,1188,313,Vox,8610000,US,https://www.youtube.com/watch?v=421fmflQX0E
8,2020-04-12-2020-04-19,UCAuUUnT6oDeKwE6v1NGQxug,ldKtWp7jlHI,How the coronavirus pandemic is changing the world | Fareed Zakaria,2020-04-13T17:32:00Z,585366,7711,834,1513,1983,TED,17900000,US,https://www.youtube.com/watch?v=ldKtWp7jlHI
9,2020-04-12-2020-04-19,UCiMg06DjcUk5FRiM3g5sqoQ,V9p10jSLd9s,Answering 20 Questions about COVID-19,2020-04-14T21:14:44Z,287696,1401,241,0,3519,Centers for Disease Control and Prevention (CDC),476000,US,https://www.youtube.com/watch?v=V9p10jSLd9s
10,2020-04-12-2020-04-19,UCh80KBGM53Mkj0gMlByc3NA,Mz9p-ROt1HA,Le CORONAVIRUS explique aux enfants - Documentaire enfant,2020-04-14T13:45:10Z,269277,635,111,N/A,140,la récré des ptits loups,165000,FR,https://www.youtube.com/watch?v=Mz9p-ROt1HA
11,2020-04-12-2020-04-19,UCqYw-CTd1dU2yGI71sEyqNw,vodM7JbeUM4,"24 Oras: Tren ng PNR, hinarang ng ilang residente dahil sa takot sa COVID-19",2020-04-14T12:53:41Z,150623,840,85,0,187,GMA News,7170000,PH,https://www.youtube.com/watch?v=vodM7JbeUM4
12,2020-04-12-2020-04-19,UCqYw-CTd1dU2yGI71sEyqNw,0UjdPe96iyY,24 Oras: &#39;Lead Me Lord&#39; composer serenaded with his own song after recovering from COVID-19,2020-04-13T13:19:22Z,131180,1882,53,0,223,GMA News,7170000,PH,https://www.youtube.com/watch?v=0UjdPe96iyY
13,2020-04-12-2020-04-19,UC_eI-qL83GUslp7EwNnvKjQ,BdE6PZg5xYQ,Coronavirus Warning From Anonymous To Australia - ID2020 &amp; Agenda 21,2020-04-13T23:34:07Z,126053,664,63,74,290,ReStream Central,2090,US,https://www.youtube.com/watch?v=BdE6PZg5xYQ
14,2020-04-12-2020-04-19,UC9ORzYuIhR5gBQ1unLACgpg,PYglSVc4nuo,Entender el COVID-19 y como protegerse,2020-04-14T20:15:25Z,65390,516,60,48,645,UpToDate,5260,US,https://www.youtube.com/watch?v=PYglSVc4nuo
15,2020-04-12-2020-04-19,UCTRRQhN_liB3Atehi_VAguw,3tXAkCV-piU,MISERICORDE DIVINE : Neuvaine et Chapelet pour le monde vs CORONAVIRUS,2020-04-15T09:02:28Z,19334,714,22,0,0,Esprit Nouveau,9490,FR,https://www.youtube.com/watch?v=3tXAkCV-piU
16,2020-04-12-2020-04-19,UCelQ6rvSDx6IoZteIZgy6eA,5rufSnC3dPk,Covid hump | Hump A Day,2020-04-16T02:40:10Z,21657,18,12,1,10,Hump A Day,21400,Unknown,https://www.youtube.com/watch?v=5rufSnC3dPk
17,2020-04-12-2020-04-19,UCertBoNDdjiDwOCJjyIpvjw,MA2uRM2TFYs,Zadarske medicinske sestre na COVID-19 odjelu pronasle i koji trenutak za zabavu,2020-04-13T11:58:38Z,7964,17,2,0,14,Antena Zadar,1840,HR,https://www.youtube.com/watch?v=MA2uRM2TFYs
18,2020-04-12-2020-04-19,UCOuURgJVHTIob8MvnTSK1OA,Xgo9nN2-Mcc,Another secret coronavirus symptom - skin rashes,2020-04-18T20:41:41Z,2817,15,5,12,171,Nature and happiness,61,US,https://www.youtube.com/watch?v=Xgo9nN2-Mcc
19,2020-04-12-2020-04-19,UCeXasv-OhEJga_7tjOmtbHg,Odsi5S5MUNw,Humanity First USA Coronavirus Response,2020-04-17T15:37:40Z,2664,174,1,0,186,MTA News,21000,GB,https://www.youtube.com/watch?v=Odsi5S5MUNw
20,2020-04-12-2020-04-19,UClkgt56cshMaj6oKRmU_Xkg,12HTKZOfiUI,WWE Mustafa Ali and commander safeguard Pak pak Pakistan song fight coronavirus 2020,2020-04-18T18:30:07Z,2568,136,4,5,164,Exclusive Sports,55900,PK,https://www.youtube.com/watch?v=12HTKZOfiUI
21,2020-04-12-2020-04-19,UCZD9ZSMIPwgBsOlA2cpciPw,KWqETrj_6DM,outbreak coronavirus Background Animation/Symptoms green screen/covid-19 chroma key corona virus,2020-04-18T13:22:59Z,1627,9,0,0,83,BLACK AND WHITE WEDDING HD EFFECT,10500,IN,https://www.youtube.com/watch?v=KWqETrj_6DM
22,2020-04-12-2020-04-19,UC33fZ1YsWZhhBF4VhNr0beg,S-GJ3wk_pQc,"Complotti, Servizi Segreti, Verita sul Coronavirus e poi arriva l&#39;Uccellino",2020-04-18T14:26:35Z,906,10,2,2,484,AlexilBoscaiolo,1950,Unknown,https://www.youtube.com/watch?v=S-GJ3wk_pQc
23,2020-04-12-2020-04-19,UCwdJfWDAiIx-yYs1i2gkxDQ,QHiPk2tUWB8,Himbauan pak rt ( covid 19 ) film pendek indramayu,2020-04-18T02:59:29Z,885,67,0,0,679,ALUR CINEMA,0,ID,https://www.youtube.com/watch?v=QHiPk2tUWB8
24,2020-04-12-2020-04-19,UCOuURgJVHTIob8MvnTSK1OA,AbrA4Nbfj1Y,A secret symptom of coronavirus - foot sores,2020-04-16T20:33:33Z,647,6,0,0,188,Nature and happiness,61,US,https://www.youtube.com/watch?v=AbrA4Nbfj1Y
