,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-01-19-2020-01-26,UCxHoBXkY88Tb8z1Ssj6CWsQ,KgiwN7ddb2U,SOMOY TV LIVE | smyy ttibhi laaibh | LIVE TV | LIVE STREAMING | BANGLA TV LIVE | StayHome,2020-01-23T06:12:18Z,69570688,451378,48723,N/A,0,SOMOY TV,7280000,US,https://www.youtube.com/watch?v=KgiwN7ddb2U
1,2020-01-19-2020-01-26,UCPP3etACgdUWvizcES1dJ8Q,cv5d_Jm-kBQ,kyaa bhaart meN mNddraa rhaa Coronavirus kaa khtraa ? Hum Toh Poochenge | Preeti Raghunandan,2020-01-24T16:56:24Z,18430435,112245,10907,4298,263,News18 India,9910000,IN,https://www.youtube.com/watch?v=cv5d_Jm-kBQ
2,2020-01-19-2020-01-26,UCl8wUKzoUVzg7U6ky1ZR8hQ,8pCvN81jHos,"China meN kaise phailaa Dangerous Coronavirus, jiskaa khtraa India, America &amp; Saudi Arab tk phuNc gyaa hai",2020-01-25T12:30:00Z,14687449,245825,12631,14543,392,Navbharat Times नवभारत टाइम्स,2110000,IN,https://www.youtube.com/watch?v=8pCvN81jHos
3,2020-01-19-2020-01-26,UCIRYBXDze5krPDzAEOxFGVA,aerq4byr7ps,What is the coronavirus?,2020-01-23T15:49:21Z,9700947,175793,4632,19153,221,Guardian News,1300000,GB,https://www.youtube.com/watch?v=aerq4byr7ps
4,2020-01-19-2020-01-26,UC_lEiu6917IJz03TnntWUaQ,yyEbH4OYYIg,Coronavirus de Wuhan: repulsivas imagenes del mercado donde se origino el brote y la alerta mundial,2020-01-23T07:02:30Z,9355368,100467,6419,19670,1480,CNN en Español,1960000,US,https://www.youtube.com/watch?v=yyEbH4OYYIg
5,2020-01-19-2020-01-26,UCmphdqZNmqL72WJ2uyiNw5w,nz7DidGzAb0,"jaanlevaa Coronavirus ko jaanie, kyaa haiN iske lkssnn, kin baatoN kaa rkheN dhyaan? | ABP News Hindi",2020-01-24T07:15:23Z,8442447,80140,5654,3862,400,ABP NEWS HINDI,18700000,IN,https://www.youtube.com/watch?v=nz7DidGzAb0
6,2020-01-19-2020-01-26,UCmxAIW7RDDC88EPk4ry16Kg,CdLTEdCasDA,Penampakan Pasar di Wuhan yang Jadi Tempat Virus Corona Berasal,2020-01-25T07:17:59Z,7669044,52180,4981,9221,150,Tribunnews.com,3370000,ID,https://www.youtube.com/watch?v=CdLTEdCasDA
7,2020-01-19-2020-01-26,UC9CYT9gSNLevX5ey2_6CK0Q,MT2dnLsK4hs,"Coronavirus Outbreak | dillii meN koronaavaayrs | Doctor se jaaneN kaise bceN, kaarnn, lkssnn aur ilaaj",2020-01-24T17:30:00Z,6180225,56553,4144,3701,463,NDTV India,8570000,IN,https://www.youtube.com/watch?v=MT2dnLsK4hs
8,2020-01-19-2020-01-26,UCC-YG6gBZNmdxYfQZnwCX4A,bFxLGeVYLko,"Video Kiriman Mahasiswa Aceh, Wuhan Sepi Bagai Kota Hantu",2020-01-25T16:35:09Z,5266972,64420,2108,8276,357,Serambi on TV,266000,ID,https://www.youtube.com/watch?v=bFxLGeVYLko
9,2020-01-19-2020-01-26,UCupvZG-5ko_eiXAupbDfxWw,GEARtTBHXEw,See where officials believe the coronavirus started,2020-01-21T02:47:47Z,4610405,44431,3134,26964,451,CNN,10500000,Unknown,https://www.youtube.com/watch?v=GEARtTBHXEw
