,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,yrUlgF5q6Mo,Trump&#39;s Secretive Covid Data-Grab Overshadows Good News About A Promising Vaccine,2020-07-16T03:50:00Z,3670835,52200,2076,7752,899,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=yrUlgF5q6Mo
1,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,MO-NFvb-qzY,"Trump&#39;s New Coronavirus Plan: Threaten America&#39;s Schools, Trash Dr. Fauci In The Press",2020-07-14T04:36:43Z,2950922,47643,1763,7802,964,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=MO-NFvb-qzY
2,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,w8icJJZKAgM,GOP Lawmakers Set To Skip Trump&#39;s Convention In Jacksonville As Florida&#39;s Covid Numbers Spike,2020-07-15T04:38:28Z,2917359,42713,1176,6008,800,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=w8icJJZKAgM
3,2020-07-12-2020-07-19,UCXIJgqnII2ZOINSWNOGFThA,7voTUuVT5i4,Hong Kong scientist claiming China &#39;covered up&#39; coronavirus data speaks out,2020-07-13T20:20:40Z,2545929,52203,3156,16195,343,Fox News,6060000,US,https://www.youtube.com/watch?v=7voTUuVT5i4
4,2020-07-12-2020-07-19,UCVTyTA7-g9nopHeHbeuvpRA,Q6AYg0oLfC8,Trump and His Allies Want You to &quot;Adapt&quot; to the Coronavirus Crisis: A Closer Look,2020-07-16T01:00:02Z,2288514,40712,1187,7471,898,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=Q6AYg0oLfC8
5,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,-GZmDWsUSBg,Tom Hanks And Rita Wilson Suffered Completely Different Covid-19 Symptoms,2020-07-15T08:52:09Z,2027733,19468,2712,6355,545,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=-GZmDWsUSBg
6,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,20OzjniTJQU,Cooper: Trump poses with can of beans while Covid-19 surges,2020-07-16T02:18:30Z,1990275,35488,5052,23917,630,CNN,10500000,Unknown,https://www.youtube.com/watch?v=20OzjniTJQU
7,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,F8DDvJkx07U,Double Hack: Bitcoin Bandits Take Over Twitter While Russia Spies On Covid Vaccine Researchers,2020-07-17T03:50:01Z,1923204,31502,883,3688,751,The Late Show with Stephen Colbert,7800000,Unknown,https://www.youtube.com/watch?v=F8DDvJkx07U
8,2020-07-12-2020-07-19,UCRWFSbif-RFENbBrSiez1DA,F4LGpKwIOL8,"Bachchan Family Fights Covid-19, Jalsa Bungalow Sealed &amp; Sanitised | Panchnama | ABP News",2020-07-12T14:56:33Z,1698905,6668,1554,294,462,ABP NEWS,26100000,IN,https://www.youtube.com/watch?v=F4LGpKwIOL8
9,2020-07-12-2020-07-19,UC0rE2qq81of4fojo-KhO5rg,i6rhnSoK_gc,COVID CASE IN OUR BUILDING - VLOG 32,2020-07-12T14:30:13Z,1652775,179867,2496,4840,702,Tanmay Bhat,2210000,IN,https://www.youtube.com/watch?v=i6rhnSoK_gc
10,2020-07-12-2020-07-19,UC4oQAvXFuNlKivYjUynQKTA,NRYEeTvmgHE,Virologa china dice saber la verdad del coronavirus: ?ocultan algo China y OMS? | Semana Noticias,2020-07-13T16:10:39Z,1554101,16528,1950,2143,460,Revista Semana,706000,CO,https://www.youtube.com/watch?v=NRYEeTvmgHE
11,2020-07-12-2020-07-19,UCW7wst81abcbD5okdVQpFUg,I6Rb90OwN_c,PARODIA - Coronga Virus (Cacadores de Lendas),2020-07-14T13:00:34Z,1504271,50713,1107,2963,147,CAÇADORES DE LENDAS,358000,BR,https://www.youtube.com/watch?v=I6Rb90OwN_c
12,2020-07-12-2020-07-19,UCIvaYmXn910QMdemBG3v1pQ,defqoaD4lWI,DNA: England meN bhaartiiy muul ke vykti kaa Coronavirus Vaccine Trial meN bdd'aa yogdaan | COVID-19,2020-07-17T18:01:35Z,1403690,30255,2020,1232,344,Zee News,15500000,IN,https://www.youtube.com/watch?v=defqoaD4lWI
13,2020-07-12-2020-07-19,UCqnbDFdCpuN8CMEg0VuEBqA,XvK6Y_txWEE,Donald Trump Isn&#39;t the Worst Covid President. Just Ask Brazilians. | NYT Opinion,2020-07-15T17:00:08Z,1325204,140240,160326,48366,385,The New York Times,3110000,Unknown,https://www.youtube.com/watch?v=XvK6Y_txWEE
14,2020-07-12-2020-07-19,UCPXTXMecYqnRKNdqdVOGSFg,bcyZO44Gv7E,Russia first nation to successfully complete human trials of coronavirus COVID 19 vaccine - TV9,2020-07-12T17:06:54Z,1321508,N/A,N/A,957,133,TV9 Telugu Live,6400000,IN,https://www.youtube.com/watch?v=bcyZO44Gv7E
15,2020-07-12-2020-07-19,UCB0BUmdBOrH9mYU2ebs1eWA,m2jELoxsZuU,?Cuales son los beneficios del dioxido de cloro en pacientes covid-19?,2020-07-14T21:07:01Z,1241553,37559,2467,14403,1194,Imagen Radio,330000,MX,https://www.youtube.com/watch?v=m2jELoxsZuU
16,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,-n6ZN-UeRL8,Heckler shames Florida governor during Covid-19 press conference,2020-07-14T13:59:36Z,1226575,14254,1875,10182,653,CNN,10500000,Unknown,https://www.youtube.com/watch?v=-n6ZN-UeRL8
17,2020-07-12-2020-07-19,UCt4t-jeY85JegMlZ-E5UWtA,XZyt4orGly4,Vardaat: Wuhan meN baarh ke piiche ddraign kaa dimaag ? kyaa duniyaa se Corona kaa sc chupaanaa caahtaa hai China ?,2020-07-18T02:35:27Z,1226272,9143,1551,401,765,Aaj Tak,41100000,IN,https://www.youtube.com/watch?v=XZyt4orGly4
18,2020-07-12-2020-07-19,UCSaf-7p3J_N-02p7jHzm5tA,TLFtyX2xHGI,'Who Will Give Us Jobs?': Delhi's Sex Workers Hit Hard By COVID-19 | The Quint,2020-07-14T11:00:08Z,1179563,19386,787,2312,459,The Quint,2610000,IN,https://www.youtube.com/watch?v=TLFtyX2xHGI
19,2020-07-12-2020-07-19,UCPXTXMecYqnRKNdqdVOGSFg,KJ9Y9C0F1s8,Russia 1st nation to finish human trials for Covid 19 vaccine - TV9,2020-07-13T14:38:32Z,1155418,N/A,N/A,845,109,TV9 Telugu Live,6400000,IN,https://www.youtube.com/watch?v=KJ9Y9C0F1s8
20,2020-07-12-2020-07-19,UCMSsLqxqvZsNXi0Z-VjN89A,xJ4Epf8i1uk,The TRUTH of How Coronavirus Spreads and How to Prevent Coronavirus | Airborne Transmission,2020-07-16T13:45:00Z,1071938,29189,2122,5186,1099,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=xJ4Epf8i1uk
21,2020-07-12-2020-07-19,UCWT5TPXl6Qf7sAOoYl5GFHQ,QS57n5q10E4,"Travel During Covid, DELHI To DUBAI My Complete Journey with Emirates Airlines- Mamta Sachdeva",2020-07-14T05:46:05Z,1070131,N/A,N/A,1879,1494,TravelwithMamta,944000,IN,https://www.youtube.com/watch?v=QS57n5q10E4
22,2020-07-12-2020-07-19,UCabsTV34JwALXKGMqHpvUiA,eBT8ewsdQpQ,Dai dich COVID-19 khien nhieu nguoi chet doi hon chet dich | VTV24,2020-07-13T10:00:12Z,1041276,6332,291,N/A,100,VTV24,2860000,VN,https://www.youtube.com/watch?v=eBT8ewsdQpQ
23,2020-07-12-2020-07-19,UC4oQAvXFuNlKivYjUynQKTA,Sjb9D4eq3m0,Descubren punto debil del coronavirus | Videos Semana,2020-07-15T21:00:58Z,1011824,11430,627,1021,264,Revista Semana,706000,CO,https://www.youtube.com/watch?v=Sjb9D4eq3m0
24,2020-07-12-2020-07-19,UCgDVdzX6Sg9_U9bS056xTqg,lPAsGbFu4Us,?Como diferenciar los sintomas de Gripe vs Covid-19?,2020-07-17T14:14:39Z,994686,14,7,1,39,Ayudín Argentina,50500,Unknown,https://www.youtube.com/watch?v=lPAsGbFu4Us
25,2020-07-12-2020-07-19,UCew_WONZCxLqNdTpZ6gXUeA,3yxWohFv9yw,Claves del exito de Cuba contra el coronavirus (no lo veras en otros medios),2020-07-14T16:18:46Z,984623,37463,2299,6519,330,Ahí les Va,399000,MX,https://www.youtube.com/watch?v=3yxWohFv9yw
26,2020-07-12-2020-07-19,UCvthuVsurPaVz2a7_4LepGg,5a7fUt1nvek,My Worst Nightmare Came True...Covid-19,2020-07-18T16:00:04Z,968409,9668,519,N/A,622,Family Fun Pack,9360000,US,https://www.youtube.com/watch?v=5a7fUt1nvek
27,2020-07-12-2020-07-19,UC5qD0HCUuo095Vu-p_OOhrg,3alpo8Lw4GI,Combate el Coronavirus / Jarabe para Reforzar el Sistema Inmunologico - aliviar Tos y Gripe,2020-07-14T13:08:13Z,908210,20381,670,540,310,De mi corazon a tu cocina,0,US,https://www.youtube.com/watch?v=3alpo8Lw4GI
28,2020-07-12-2020-07-19,UC4SUWizzKc1tptprBkWjX2Q,5Odtkw-I9-w,Japan's geisha entertainers face uncertain future as Covid-19 pandemic continues,2020-07-17T11:33:38Z,891488,9138,141,1014,144,South China Morning Post,1370000,HK,https://www.youtube.com/watch?v=5Odtkw-I9-w
29,2020-07-12-2020-07-19,UCIvaYmXn910QMdemBG3v1pQ,6072OS-ABEU,DNA: Coronavirus ko lekr W.H.O. kii sbse khtrnaak cetaavnii | Worst Phase of COVID-19,2020-07-14T17:46:27Z,865664,13640,1239,969,182,Zee News,15500000,IN,https://www.youtube.com/watch?v=6072OS-ABEU
