,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-02-09-2020-02-16,UCBi2mrWuNuyYy4gbM6fU18Q,w_Ma8oQLmSM,Watch the Latest News Headlines and Live Events -- ABC News Live,2020-02-12T00:32:37Z,77356226,165591,51348,N/A,0,ABC News,9670000,US,https://www.youtube.com/watch?v=w_Ma8oQLmSM
1,2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,rKek0Y30Ctw,Chinese Police Force Family Into Coronavirus Quarantine,2020-02-09T23:20:39Z,17043988,61417,11429,9789,142,VOA News,1330000,US,https://www.youtube.com/watch?v=rKek0Y30Ctw
2,2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,qJA768Jpf4U,"Global coronavirus deaths equal Sars, while new infections drop",2020-02-09T09:21:38Z,10543343,21274,4639,1064,128,South China Morning Post,1370000,HK,https://www.youtube.com/watch?v=qJA768Jpf4U
3,2020-02-09-2020-02-16,UCPY9IKSkr2GfFW5jbgA5Qbw,I-Yd-_XIWJg,Coronavirus outbreak (covid 19) explained through 3D Medical Animation,2020-02-11T12:15:00Z,7454341,61943,2753,4715,369,Scientific Animations,0,US,https://www.youtube.com/watch?v=I-Yd-_XIWJg
4,2020-02-09-2020-02-16,UCcYzLCs3zrQIBVHYA1sK2sw,mP-mCfo4-f8,Sadhguru on Coronavirus Outbreak in China,2020-02-11T03:30:01Z,4211946,75132,4860,5964,505,Sadhguru,5510000,IN,https://www.youtube.com/watch?v=mP-mCfo4-f8
5,2020-02-09-2020-02-16,UCoMdktPbSTixAyNGwb-UYkQ,DEgwpOFXWNA,Coronavirus overtakes SARS death toll,2020-02-09T10:51:05Z,3738039,10496,1475,1256,208,Sky News,2590000,GB,https://www.youtube.com/watch?v=DEgwpOFXWNA
6,2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,B_-rbv0tp2k,Bats For Sale at Indonesia Market Despite Coronavirus Warning,2020-02-15T22:50:46Z,3436754,8854,12124,9611,182,VOA News,1330000,US,https://www.youtube.com/watch?v=B_-rbv0tp2k
7,2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,cEKXaxiBiw4,Coronavirus: Senior Chinese officials &#39;removed&#39; as death toll rises- BBC News,2020-02-14T10:57:15Z,2780823,13398,1314,4102,470,BBC News,8240000,GB,https://www.youtube.com/watch?v=cEKXaxiBiw4
8,2020-02-09-2020-02-16,UCuFFtHWoLl5fauMMD5Ww2jA,TAafDOqfN3M,Patient with coronavirus speaks out,2020-02-11T13:36:25Z,2662045,20496,2388,6761,630,CBC News,2260000,CA,https://www.youtube.com/watch?v=TAafDOqfN3M
9,2020-02-09-2020-02-16,UCNI0qOojpkhsUtaQ4_2NUhQ,eup3_i_5uaw,"COVID-19 (Coronavirus Disease 19) - February Update - causes, symptoms, diagnosis, pathology",2020-02-14T17:57:19Z,2485524,30298,1035,1760,741,Osmosis,1710000,US,https://www.youtube.com/watch?v=eup3_i_5uaw
10,2020-02-09-2020-02-16,UCu4AiFI-8bO0o7FGJIiJIXg,p_mORIo7Aks,CANCION DEL CORONAVIRUS (COVID-19),2020-02-13T22:00:12Z,2152567,31009,1771,1011,228,Rapmedicina Oficial,171000,US,https://www.youtube.com/watch?v=p_mORIo7Aks
11,2020-02-09-2020-02-16,UCknLrEdhRCp1aegoMqRaCZg,ltYIIXJTKEc,Coronavirus whistleblowers disappear in China | DW News,2020-02-12T10:29:02Z,1885333,18395,1025,4156,323,DW News,1680000,DE,https://www.youtube.com/watch?v=ltYIIXJTKEc
