,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL
0,2020-06-21-2020-06-28,UC3XTzVzaHQEd30rQbuvCtTQ,MuxnH0VAkAM,Coronavirus VIII: Prisons &amp; Jails: Last Week Tonight with John Oliver (HBO),2020-06-22T06:30:01Z,5001481,129387,5446,13523,1113,LastWeekTonight,8340000,Unknown,https://www.youtube.com/watch?v=MuxnH0VAkAM
1,2020-06-21-2020-06-28,UCVTyTA7-g9nopHeHbeuvpRA,7_HxdCHqFiU,Trump Pretends Coronavirus Doesn't Exist: A Closer Look,2020-06-26T01:00:00Z,3029944,51280,1473,8328,728,Late Night with Seth Meyers,3850000,US,https://www.youtube.com/watch?v=7_HxdCHqFiU
2,2020-06-21-2020-06-28,UCEAZeUIeJs0IjQiqTCdVSIg,niCxnEyG0SM,"President Trump holds rally in Tulsa, Oklahoma, amid coronavirus spread concerns",2020-06-21T04:07:10Z,1880372,22247,14095,7280,13855,Yahoo Finance,371000,US,https://www.youtube.com/watch?v=niCxnEyG0SM
3,2020-06-21-2020-06-28,UCMSsLqxqvZsNXi0Z-VjN89A,NQ0FaaJ73xc,18 Coronavirus Autopsies (This is what they found in the Brain) | COVID-19,2020-06-24T20:03:20Z,1363253,27713,939,2863,579,Doctor Mike Hansen,385000,US,https://www.youtube.com/watch?v=NQ0FaaJ73xc
4,2020-06-21-2020-06-28,UCupvZG-5ko_eiXAupbDfxWw,KXXRYmwEcWM,Anderson Cooper: Trump is pretending Covid-19 is gone,2020-06-24T02:05:26Z,901046,13802,2466,9768,674,CNN,10500000,Unknown,https://www.youtube.com/watch?v=KXXRYmwEcWM
5,2020-06-21-2020-06-28,UC16niRr50-MSBwiO3YDb3RA,cIhak7--M8Q,Coronavirus in India: Inside a Mumbai hospital ICU,2020-06-26T11:16:06Z,870363,4478,553,1095,187,BBC News,8240000,GB,https://www.youtube.com/watch?v=cIhak7--M8Q
6,2020-06-21-2020-06-28,UCqVHGwQCmmGa2hjS7ydN4sQ,Qj50tqnY5y0,TRATAMIENTO DEL COVID 19  - LO QUE DEBEMOS TOMAR EN CUENTA [?],2020-06-24T00:15:22Z,748408,13738,1098,986,1091,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=Qj50tqnY5y0
7,2020-06-21-2020-06-28,UCqVHGwQCmmGa2hjS7ydN4sQ,Uj_nUOxv8Tk,?CUANTO DURA LA ENFERMEDAD DEL COVID-19,2020-06-26T00:15:05Z,655509,11107,644,1335,709,Dr. Luis Antonio Pacora Camargo,260000,PE,https://www.youtube.com/watch?v=Uj_nUOxv8Tk
8,2020-06-21-2020-06-28,UC0p5jTq6Xx_DosDFxVXnWaQ,MxDVucUZCnc,Covid-19: is working from home really the new normal? | The Economist,2020-06-25T14:00:06Z,504426,7519,192,804,527,The Economist,1580000,GB,https://www.youtube.com/watch?v=MxDVucUZCnc
9,2020-06-21-2020-06-28,UC2t5bjwHdUX4vM2g8TRDq5g,TK1_Ij2ze-Y,COVID-19 Charity Fundraiser Announcement - League of Legends,2020-06-25T20:00:03Z,480027,13420,727,1253,141,League of Legends,12800000,US,https://www.youtube.com/watch?v=TK1_Ij2ze-Y
10,2020-06-21-2020-06-28,UCsRnhjcUCR78Q3Ud6OXCTNg,w9ofg06bUuI,Tratamiento experimental de COVID-19: Peru asocia baja de muertes a uso de Ivermectina,2020-06-24T03:12:53Z,385529,2335,140,908,167,T13,1150000,CL,https://www.youtube.com/watch?v=w9ofg06bUuI
11,2020-06-21-2020-06-28,UCPi6yRssfFZscB7IEj-6oCQ,xrAGBzU7bbE,[Live] Covid19 Pandemic: Real Time Counter Corona Virus Figures And Active Cases...,2020-06-22T20:47:03Z,372693,814,81,0,0,Raytech Ltd,6120,GR,https://www.youtube.com/watch?v=xrAGBzU7bbE
12,2020-06-21-2020-06-28,UC16niRr50-MSBwiO3YDb3RA,bazFR9T9NBA,Trial of revolutionary new vaccine for coronavirus begins in London - BBC News,2020-06-24T21:25:40Z,288592,2535,699,2395,623,BBC News,8240000,GB,https://www.youtube.com/watch?v=bazFR9T9NBA
13,2020-06-21-2020-06-28,UCWECyJ0_XoYNoIah6ZmGLdQ,USxDZYgbmpY,InterSystems Responsiveness and COVID-19,2020-06-25T21:03:50Z,310764,1,0,0,45,InterSystemsCorp,2230,US,https://www.youtube.com/watch?v=USxDZYgbmpY
14,2020-06-21-2020-06-28,UCAKB9wGGRccBDrvbbbmgetw,S3PPczTwjGk,Coronavirus-Update #50: Das Virus kommt wieder | NDR Podcast,2020-06-23T14:24:53Z,279104,4460,2210,7177,2862,NDR Ratgeber,278000,DE,https://www.youtube.com/watch?v=S3PPczTwjGk
15,2020-06-21-2020-06-28,UCkM3BNrD_qHu2rApxVdKO1A,Z6joGL66cbQ,A child&#39;s guide to hospital: COVID - 19 Test,2020-06-25T23:16:10Z,284100,1972,166,0,168,The Royal Children's Hospital Melbourne,74800,Unknown,https://www.youtube.com/watch?v=Z6joGL66cbQ
16,2020-06-21-2020-06-28,UCknLrEdhRCp1aegoMqRaCZg,imFZmV0ZRXc,Coronavirus cases surge in India&#39;s capital Delhi | DW News,2020-06-26T08:15:59Z,257523,2151,154,1018,372,DW News,1680000,DE,https://www.youtube.com/watch?v=imFZmV0ZRXc
17,2020-06-21-2020-06-28,UCoxg3Kml41wE3IPq-PC-LQw,F3am_oJPqo0,BRUJERIA - COVID-666 (OFFICIAL MUSIC VIDEO),2020-06-26T15:30:05Z,232252,9616,750,749,206,Nuclear Blast Records,2460000,Unknown,https://www.youtube.com/watch?v=F3am_oJPqo0
18,2020-06-21-2020-06-28,UCIRYBXDze5krPDzAEOxFGVA,LHbcDicFQYY,How Trump has defied science on coronavirus,2020-06-25T11:36:55Z,221479,759,347,417,328,Guardian News,1300000,GB,https://www.youtube.com/watch?v=LHbcDicFQYY
19,2020-06-21-2020-06-28,UCFxHplbcoJK9m70c4VyTIxg,52ZrHEY71p8,?Que es el oximetro y para que sirve ante covid-19?,2020-06-24T01:32:53Z,127185,482,95,19,150,MILENIO,2500000,MX,https://www.youtube.com/watch?v=52ZrHEY71p8
