,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
0,UCeJWZgSMlzqYEDytDnvzHnw,tkUvWJiTf9A,Top News Updates From Gujarat and Across The Nation  | TV9 Gujarati LIVE,2020-03-19T02:42:21Z,112880890,156170,27948,0,0,TV9 Gujarati,1920000
1,UCsXVk37bltHxD1rDPwtNM8Q,BtN-goy9VOY,The Coronavirus Explained &amp; What You Should Do,2020-03-19T15:37:18Z,26291012,904220,12066,53363,0,Kurzgesagt – In a Nutshell,12600000
2,UCoMdktPbSTixAyNGwb-UYkQ,_J60fQr0GWo,The shocking centre of the COVID-19 crisis,2020-03-19T23:03:57Z,11935849,31247,2247,223,0,Sky News,2570000
3,UCLXo7UDZvByw2ixzpQCufnA,-LKVUarhtvE,How soap kills the coronavirus,2020-03-18T12:00:00Z,9532948,210701,3822,10009,0,Vox,8550000
4,UCsROLRYekI50Ew8GXRWYn2g,Xt_SqI1RQig,COVID-19  - An Easy Way to Know You DON&#39;T HAVE IT!,2020-03-19T00:26:01Z,7076240,46651,10772,13681,0,"Christy Risinger, MD",47200
5,UCG5TBPANNSiKf1Dp-R5Dibg,fPbYaTKKtmA,Corona Virus Disease / COVID-19: Sahi aur Galath coronavirus disease ke baare me ( HINDI ) - Part 1,2020-03-24T15:54:56Z,6342726,73289,6563,3393,0,Dr.G Bhanu Prakash Animated Medical Videos,280000
6,UC1NF71EwP41VdjAU1iXdLkw,kajq3jW7tGo,Why is the 21-days lockdown necessary to fight COVID-19? Watch this video to find out more!,2020-03-24T16:25:06Z,5836462,31460,6025,0,0,Narendra Modi,7250000
7,UCknLrEdhRCp1aegoMqRaCZg,yDWJtSsTnNM,Coronavirus Update: Italy reports record death toll +++  Zero new domestic cases in China | DW News,2020-03-19T10:04:31Z,5581655,25410,2214,6389,0,DW News,1640000
8,UChLtXXpo4Ge1ReTEboVvTDg,Q2OhB9_oCiE,Coronavirus outbreak: Indian police break up citizenship protests as lockdown enforced,2020-03-24T15:31:34Z,4372054,16324,3069,2663,0,Global News,1950000
9,UCoMdktPbSTixAyNGwb-UYkQ,vdx4Jo0GCRU,Coronavirus: Italian city's warning to the rest of the world,2020-03-22T22:38:40Z,4085251,35904,1445,7727,0,Sky News,2570000
10,UCVuIIm6TH5CWw7KOyAmo9FA,ZnVk12sFRkY,Instructional video for sewing the Olson mask (COVID-19) #FaceMask #FabricFaceMask  #facemaskpattern,2020-03-22T22:30:54Z,3908183,30529,1742,3262,0,UnityPoint Health - Cedar Rapids,27400
11,UCBi2mrWuNuyYy4gbM6fU18Q,N4WKdZjnU2s,Cases in coronavirus pandemic surge in US,2020-03-22T01:59:28Z,3655694,22082,3297,14508,0,ABC News,9560000
12,UCknLrEdhRCp1aegoMqRaCZg,H_JjhDvePV8,Coronavirus update: Italy struggles to combat &#39;tsunami&#39; of cases | DW News,2020-03-22T14:00:58Z,3248457,20256,1126,6152,0,DW News,1640000
13,UChDKyKQ59fYz3JO2fl0Z6sg,RQ7RWkY0QlU,Severe Coronavirus Cases Among Young Americans Raise New Alarm | TODAY,2020-03-23T16:00:17Z,2756907,16992,3258,6857,0,TODAY,2410000
14,UCknLrEdhRCp1aegoMqRaCZg,GIcCypc3bmU,Italy&#39;s death toll falls for the second consecutive day | Coronavirus Update,2020-03-24T18:43:20Z,2725447,12394,968,2192,0,DW News,1640000
15,UC0QHWhjbe5fGJEPz3sVb6nw,J-jkAfafm5I,Doctor VS Coronavirus Conspiracy Theories,2020-03-18T22:41:08Z,2690320,91649,3669,11182,0,Doctor Mike,6050000
16,UCqnbDFdCpuN8CMEg0VuEBqA,C4iZLfiK3rk,How New Yorkers Are Coping With Coronavirus | NYT News,2020-03-22T17:00:04Z,2341393,30150,2961,10262,0,The New York Times,3090000
17,UCC552Sd-3nyi_tk2BudLUzA,SSuxVwMkcpA,The Coronavirus Vaccine Explained | COVID-19,2020-03-21T03:14:57Z,2206265,79922,3028,8699,0,AsapSCIENCE,9400000
18,UCknLrEdhRCp1aegoMqRaCZg,25FXVWqg5C4,Coronavirus update: Spain rushes to build hospitals as cases surge | DW News,2020-03-22T12:14:15Z,2074307,13044,816,2481,0,DW News,1640000
19,UCknLrEdhRCp1aegoMqRaCZg,uIWl_hZxZIc,Coronavirus death toll in UK rising faster than in Italy | DW News,2020-03-21T10:26:21Z,1975822,11863,1083,5933,0,DW News,1640000
20,UCbVg41jzM8UroywvEr73Pdw,isTGA_UHH-E,Coronavirus stay at home advice | NHS,2020-03-19T08:02:36Z,1845717,6647,1595,0,0,NHS,74300
21,UC0L1suV8pVgO4pCAIBNGx5w,NeY_HqIasdo,Cure for COVID-19? The drug that has killed Coronavirus in the test tube | 60 Minutes Australia,2020-03-24T02:59:29Z,1789645,15603,1607,0,0,60 Minutes Australia,2340000
