,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
21,UCiamy6DLsjIeCgfz8TLXg9Q,_z2aohvZ7wk,26 HOUR CALL SHIFT: DAY IN THE LIFE  OF A DOCTOR (CORONAVIRUS),2020-06-27T16:00:16Z,589158,19074,181,1421,0,Violin MD,708000
22,UCPXTXMecYqnRKNdqdVOGSFg,wTifXUCPm7k,Full Lockdown In Hyderabad..! LIVE || Spike In Coronavirus Cases - TV9 Exclusive,2020-06-28T22:36:17Z,575911,2679,447,22,0,TV9 Telugu Live,6310000
23,UCupvZG-5ko_eiXAupbDfxWw,cc4qgvXgLkc,Anger erupts over new mask rule while experts say they are key to contain coronavirus,2020-06-25T00:22:54Z,570677,7437,1133,11284,0,CNN,10400000
24,UCo7a6riBFJ3tkeHjvkXPn1g,7cgpMBRPj8o,How Hong Kong beat coronavirus and avoided lockdown | CNBC Reports,2020-06-29T21:00:02Z,564272,8609,357,1662,0,CNBC International,864000
25,UCBi2mrWuNuyYy4gbM6fU18Q,T3j0GYe2W5k,Coronavirus hits all-time highs in parts of US,2020-06-28T02:35:06Z,553077,4528,2039,6220,0,ABC News,9560000
26,UC16niRr50-MSBwiO3YDb3RA,cIhak7--M8Q,Coronavirus in India: Inside a Mumbai hospital ICU,2020-06-26T11:16:06Z,568737,3120,414,955,0,BBC News,8150000
27,UCJQQVLyM6wtPleV4wFBK06g,lXo720RxAII,VIETNAM ?El gran TRIUNFADOR del CORONAVIRUS? - VisualPolitik,2020-06-25T18:15:00Z,542492,23927,647,2288,0,VisualPolitik,1870000
28,UC0p5jTq6Xx_DosDFxVXnWaQ,uOY32cU0ePc,Covid-19: what you need to know about the second wave | The Economist,2020-06-24T16:30:39Z,541164,6315,706,1288,0,The Economist,1560000
29,UC90RW5ZmBBqp4r2QIQxfACA,mRs_ceQK5ww,COVID-19 Drug Reaches Odisha | Kanak News,2020-06-29T14:04:30Z,545990,4163,509,110,0,Kanak News,3530000
30,UCqVHGwQCmmGa2hjS7ydN4sQ,Qj50tqnY5y0,TRATAMIENTO DEL COVID 19  - LO QUE DEBEMOS TOMAR EN CUENTA [?],2020-06-24T00:15:22Z,542095,9962,777,823,0,Dr. Luis Antonio Pacora Camargo,231000
31,UCrp_UI8XtuYfpiqluWLD7Lw,Fxa_aCEDfbk,Dr. Anthony Fauci&#39;s blunt assessment of U.S. coronavirus spikes,2020-06-26T19:20:21Z,526379,3527,1788,2545,0,CNBC Television,822000
32,UCqVHGwQCmmGa2hjS7ydN4sQ,Uj_nUOxv8Tk,?CUANTO DURA LA ENFERMEDAD DEL COVID-19,2020-06-26T00:15:05Z,534205,9358,509,1098,0,Dr. Luis Antonio Pacora Camargo,231000
33,UCaXkIU1QidjPwiAYu6GcHjg,VYjhV41Dv4o,"Thanks To COVID-19, &#39;Americans Are Too Dangerous To Be Let Out Of Our Own Country&#39; | All In | MSNBC",2020-06-24T02:06:42Z,513067,9799,270,4696,0,MSNBC,3370000
34,UC0p5jTq6Xx_DosDFxVXnWaQ,MxDVucUZCnc,Covid-19: is working from home really the new normal? | The Economist,2020-06-25T14:00:06Z,491255,7390,184,760,0,The Economist,1560000
35,UC2t5bjwHdUX4vM2g8TRDq5g,TK1_Ij2ze-Y,COVID-19 Charity Fundraiser Announcement - League of Legends,2020-06-25T20:00:03Z,478347,13392,723,1253,0,League of Legends,12600000
36,UCupvZG-5ko_eiXAupbDfxWw,rcd5QnDV0eg,"Texas, California and Florida see Covid-19 cases skyrocket",2020-06-25T21:34:08Z,459350,3706,1983,5735,0,CNN,10400000
37,UChDKyKQ59fYz3JO2fl0Z6sg,QHR3b2lKiJY,Why Is The US Seeing A Big Surge In Coronavirus Cases? | TODAY,2020-06-27T14:16:21Z,439158,1583,1723,3778,0,TODAY,2410000
38,UCupvZG-5ko_eiXAupbDfxWw,DGURAdCD9wk,John Bolton says Trump turned &#39;blind eye&#39; to Covid-19,2020-06-25T02:43:17Z,437145,4315,593,2733,0,CNN,10400000
39,UC9k-yiEpRHMNVOnOi_aQK8w,jgCdy-nMqsg,18 People Contract COVID-19 After 30th Birthday Party,2020-06-25T22:46:03Z,435033,15032,397,3329,0,Inside Edition,7780000
40,UCxcrzzhQDj5zKJbXfIscCtg,U6FiIz6u0Yk,Lockdown Lite: Sweden&#39;s Model of Coronavirus Control | Foreign Correspondent,2020-06-30T10:00:11Z,423402,3391,723,3755,0,ABC News In-depth,382000
41,UCuFFtHWoLl5fauMMD5Ww2jA,gfT3rOSb9ko,"COVID-19 could close Canada-U.S. border for a year, expert says",2020-06-29T18:01:37Z,408911,2450,853,2186,0,CBC News,2240000
42,UCupvZG-5ko_eiXAupbDfxWw,gb5ID69CsfM,Cornavirus task force addresses spikes in Covid-19,2020-06-26T19:14:01Z,397284,4415,602,4730,0,CNN,10400000
43,UCupvZG-5ko_eiXAupbDfxWw,LkyXhPYbX0c,See inside a Houston hospital on the front line against coronavirus,2020-06-29T13:59:27Z,397094,4958,573,3094,0,CNN,10400000
44,UCCj956IF62FbT7Gouszaj9w,-esgSo-Lxls,Coronavirus: UK to open up European holidays from 6 July - Covid-19: Top stories this morning - BBC,2020-06-27T08:00:00Z,385828,1547,693,1678,0,BBC,9170000
45,UC16niRr50-MSBwiO3YDb3RA,HZqqHHYVAJg,"Coronavirus warning after ""major incident"" declared in Bournemouth - BBC News",2020-06-25T21:20:53Z,381273,2505,787,4844,0,BBC News,8150000
46,UCBi2mrWuNuyYy4gbM6fU18Q,Ytke691rGt8,"US sees 40,000 new COVID-19 cases in 1 day l ABC News",2020-06-26T16:27:03Z,379567,3725,1042,5696,0,ABC News,9560000
47,UCIALMKvObZNtJ6AmdCLP7Lg,3SllWBjqefM,Covid-19 Cases in U.S. Rise to More Than 2.5 Million,2020-06-28T23:47:05Z,377590,1803,1761,3845,0,Bloomberg Markets and Finance,769000
48,UCupvZG-5ko_eiXAupbDfxWw,jvDOhfjP6uc,28 family members test positive for coronavirus,2020-06-30T02:50:53Z,372022,3105,418,1718,0,CNN,10400000
49,UCeY0bbntWzzVIaj2z3QigXg,-kFf3EAh1Cw,Texas Rolls Back Reopening Plans As Coronavirus Cases Surge | NBC News NOW,2020-06-27T00:36:01Z,365674,1446,142,911,0,NBC News,3690000
