,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,channelTitle,subscriberCount
0,UCTCEJCypL-cwp2EWlT5pmGg,U8r3oTVMtQ0,Recognizing Day to Day Signs and Symptoms of Coronavirus,2020-04-25T15:00:13Z,7342487,60412,3841,10242,0,FreeMedEducation,198000
1,UCGN9JsnkvK05v2lnTI_-uGA,qn2cQU3btJM,Serangan Gugatan Covid-19 Untuk China,2020-04-22T09:46:59Z,3612593,37479,2373,19850,0,CNBC Indonesia,1000000
2,UCLXo7UDZvByw2ixzpQCufnA,P27HRClMf2U,What face masks actually do against coronavirus,2020-04-22T14:00:13Z,2584998,55120,3330,6073,0,Vox,8550000
3,UCLXo7UDZvByw2ixzpQCufnA,O-3Mlj3MQ_Q,How coronavirus charts can mislead us,2020-04-28T14:15:00Z,2378216,56987,2492,4924,0,Vox,8550000
4,UCHbq_l1qnuomfJCYQTsWf_Q,gSKY4Oz9IXQ,THE REAL TRUTH ABOUT CORONAVIRUS by Dr. Steven Gundry,2020-04-27T11:00:19Z,2007480,24412,8523,11278,0,Motivation Madness,1820000
5,UCeY0bbntWzzVIaj2z3QigXg,zGZNdc3QnJY,Watch Brad Pitt As Dr. Fauci Diagnose Trump's COVID-19 Response On 'SNL' | NBC News,2020-04-26T15:55:59Z,1450921,14144,1689,1449,0,NBC News,3690000
6,UC0QHWhjbe5fGJEPz3sVb6nw,EtP-QPv39kg,The TRUTH About Coronavirus Antibody Tests,2020-04-22T21:00:03Z,876856,40771,578,5566,0,Doctor Mike,6050000
7,UCeY0bbntWzzVIaj2z3QigXg,21GLisMAgLM,Trump and Coronavirus Task Force Hold White House Briefing,2020-04-22T23:57:55Z,747224,3627,1994,2254,0,NBC News,3690000
8,UCG5TBPANNSiKf1Dp-R5Dibg,fX8uyZZ-WiE,Corona Virus Disease / COVID-19: Sahi aur Galath coronavirus disease ke baare me ( HINDI ) - PART 2,2020-04-28T07:00:30Z,623573,7425,787,304,0,Dr.G Bhanu Prakash Animated Medical Videos,280000
9,UCsZYUb8C_19bWOCKF9jRwSg,VgMUMia8ep4,&#39;It was awful&#39;: Recovered COVID-19 patient describes her symptoms,2020-04-28T14:43:31Z,598876,6289,410,0,0,The Globe and Mail,87400
10,UCWOA1ZGywLbqmigxE4Qlvuw,sgZ7RKyDrLg,"Coronavirus, Explained | Official Trailer | Netflix",2020-04-22T16:00:00Z,574817,9921,613,984,0,Netflix,16300000
11,UC8vwN4Sju7ER6KZzDADBKBQ,lvPjeJbk9V4,When and How Will COVID-19 End? / Episode 15 - The Medical Futurist,2020-04-23T17:45:01Z,511560,6472,461,1731,0,The Medical Futurist,36100
12,UCMSsLqxqvZsNXi0Z-VjN89A,kyILuYZ15jc,Do You Need A Pulse Oximeter for Coronavirus? Lung Doctor Explains,2020-04-28T13:45:00Z,367771,5903,166,638,0,Doctor Mike Hansen,375000
13,UCdm3k-XCRexOvxpEnf8FYtw,oR3-AW1fhb4,"Foolio ""Covid 6"" FT Cojack &amp; NeverWantedTaTalk",2020-04-28T00:03:42Z,334529,5790,138,546,0,JULIO FOOLIO,120000
14,UCG-iSMVtWbbwDDXgXXypARQ,22Bn8jsGI54,Coronavirus Pandemic Update 61: Blood Clots &amp; Strokes in COVID-19; ACE-2 Receptor; Oxidative Stress,2020-04-27T17:32:02Z,326614,16481,166,1816,0,MedCram - Medical Lectures Explained CLEARLY,804000
15,UCG-iSMVtWbbwDDXgXXypARQ,fn2yk5SbGiw,Coronavirus Pandemic Update 60: Hydroxychloroquine Update; NYC Data; How Widespread is COVID-19?,2020-04-23T19:21:27Z,249278,6479,198,1540,0,MedCram - Medical Lectures Explained CLEARLY,804000
16,UCDrQaGaHpOav5y7m1SCSJRg,UcFDdfueQRg,Staying Safe When COVID-19 Strikes,2020-04-22T23:32:37Z,246568,0,0,0,0,Stanford Medicine,50100
17,UCG-iSMVtWbbwDDXgXXypARQ,DtPwfihjyrY,Coronavirus Pandemic Update 62: Treatment with Famotidine (Pepcid)?,2020-04-28T18:57:47Z,176301,5452,95,819,0,MedCram - Medical Lectures Explained CLEARLY,804000
18,UCiMg06DjcUk5FRiM3g5sqoQ,YYTATw9yav4,CDC COVID-19 Prevention Messages for Front Line Long-Term Care Staff: PPE Lessons,2020-04-27T17:50:38Z,162711,428,44,0,0,Centers for Disease Control and Prevention (CDC),473000
